permit_type,name_of_facility,geoid,tract_latitude,tract_longitude,lat,lon
HLINHOMECARE,RAVANT SENIOR CARE,45079011304,+34.0638032,-080.9420083,34.062669,-80.934221
HLBODYPIERCINGFAC,RAW BODY PIERCING,45079011411,+34.1087411,-080.9119775,34.10204584,-80.91230623
HLTATTOOFAC,REBEL INK TOO,45083022406,+35.0323381,-081.9747638,35.042947,-81.977723
HLHOSPITAL,REBOUND BEHAVIORAL HEALTH,45057011202,+34.8889877,-080.8262996,34.86290782,-80.80268713
HLTATTOOFAC,RECKLESS HEART TATTOO,45045004400,+34.8479697,-082.3501653,34.84319444,-82.34260442
HLPSADOUTPATIENT,RECOVERY CONCEPTS,45053950201,+32.3984799,-080.9415727,32.33530414,-80.9382254
HLPSADOUTPATIENT,RECOVERY CONCEPTS OF THE CAROLINA UPSTATE LLC,45077010804,+34.8226519,-082.5830564,34.82926345,-82.57370519
HLRENALDIALYSIS,RED BANK MILLS DIALYSIS,45063021009,+33.9061845,-081.2781687,33.907716,-81.227813
HLTATTOOFAC,RED BRICK TATTOO,45019003107,+32.9600374,-080.1009931,32.985627,-80.094906
HLTATTOOFAC,RED KIRIN TATTOO STUDIO,45015020810,+32.9715141,-080.0321460,32.970147,-80.013232
HLTATTOOFAC,RED RAVEN ART COMPANY,45051050700,+33.6888479,-078.8889817,33.68673911,-78.8920789
HLMIDWIFE,"REDMAN, AMY BIXBY",45083021403,+34.9924944,-081.9122498,34.98473038,-81.90158561
HLHEARINGAIDSPEC,"REED, JENNIFER R.",45051040400,+33.8134721,-078.7040302,33.818094,-78.696
HLRESIDENTIALCARE,REESE'S COMMUNITY CARE HOME #1,45079000200,+34.0408728,-081.0377278,34.04519002,-81.03369287
HLRESIDENTIALCARE,REESE'S COMMUNITY CARE HOME #2,45079010703,+34.0653125,-080.9965762,34.07162002,-80.98559742
HLINHOMECARE,REESE'S IN-HOME CARE,45017950200,+33.6883735,-080.8061167,33.664109,-80.778061
HLRESIDENTIALCARE,REFLECTIONS AT CAROLINA FOREST,45051060209,+33.7718668,-078.9473766,33.7625952,-78.95798294
HLINHOMECARE,REFLECTIONS HOME CARE SERVICES,45085002000,+33.9296368,-080.3508768,33.932854,-80.353403
HLINHOMECARE,REGAL HOME CARE,45079000700,+34.0177977,-081.0406649,34.016888,-81.030466
HLINHOMECARE,REGAL HOMECARE AND CONCIERGE,45039960400,+34.3646209,-081.0494245,34.36422,-81.077638
HLHOSPITAL,REGENCY HOSPITAL OF FLORENCE,45041000600,+34.1546745,-079.7528863,34.160092,-79.752059
HLHOSPITAL,REGENCY HOSPITAL OF GREENVILLE,45045002105,+34.8386720,-082.4266332,34.84029126,-82.42152989
HLHOSPICEPROGRAM,REGENCY SOUTHERNCARE,45003021400,+33.5732059,-081.7228476,33.587757,-81.734106
HLHOSPITAL,REGIONAL MEDICAL CENTER OF ORANGEBURG & CALHOUN COUNTIES,45075011100,+33.5450483,-080.8457594,33.54115975,-80.83060094
HLNURSINGCARE,REHAB CENTER OF CHERAW,45025950502,+34.7080062,-079.9249608,34.70360819,-79.92066774
HLRESIDENTIALCARE,REID HOUSE,45083023102,+34.9459973,-082.1019723,34.94627611,-82.10312949
HLRESIDENTIALCARE,REID'S RESIDENTIAL CARE FACILITY,45083023102,+34.9459973,-082.1019723,34.94578194,-82.10362168
HLINHOMECARE,REJOICE ALWAYS,45079001100,+34.0228440,-081.0031652,34.019751,-81.003893
HLTATTOOFAC,RELENTLESS TATTOO LLC,45007010102,+34.7312026,-082.5183665,34.78249428,-82.47529363
HLINHOMECARE,REMAIN AT HOME SENIOR CARE,45003021400,+33.5732059,-081.7228476,33.565813,-81.720308
HLINHOMECARE,REMBERT AREA COMMUNITY COALITION,45085000100,+34.0878288,-080.5369525,34.09796432,-80.53678968
HLRESIDENTIALCARE,RENAISSANCE,45001950200,+34.3258512,-082.4084968,34.330066,-82.396697
HLRESIDENTIALCARE,RESIDENCES AT PARK PLACE,45073030800,+34.6414943,-082.9517476,34.68523578,-82.98719769
HLINHOMECARE,RESOLUTE HOME CARE SERVICES,45045002812,+34.8035511,-082.2698565,34.823269,-82.290242
HLINHOMECARE,RESPONSIBLE HEALTHCARE,45091060501,+34.9325443,-081.0382008,34.92998713,-81.03371543
HLHOSPICEPROGRAM,REST ASSURED HOSPICE AND HOMECARE,45079011412,+34.0874725,-080.9065740,34.10229461,-80.90955684
HLINHOMECARE,REST ASSURED LLC,45079010103,+34.1714304,-080.9313751,34.15390234,-80.91517781
HLRESIDENTIALCARE,RESTING PLACE 2,45007000600,+34.4882459,-082.6349474,34.481302,-82.64407
HLINHOMECARE,RESTORATION HOME CARE,45063020805,+33.8404468,-081.1211844,33.845762,-81.087843
HLINHOMECARE,RESTORATIVE HEALTH SERVICES OF SC LLC,45079011412,+34.0874725,-080.9065740,34.100185,-80.916694
HLINHOMECARE,RESTORATIVE HOMECARE SERVICES,45045002812,+34.8035511,-082.2698565,34.82326918,-82.2902408
HLHEARINGAIDSPEC,"RETEY, PAUL",45051051604,+33.5900710,-079.0642326,33.57950508,-79.04839521
HLINHOMECARE,RETIREEASE SENIOR SERVICES - (IN HOME CARE PROVIDER),45055970403,+34.2183873,-080.6619753,34.22893379,-80.67001894
HLRESIDENTIALCARE,RETREAT AT CAROLINA BAY,45031010400,+34.3642401,-080.2761274,34.36623947,-80.10641276
HLRESIDENTIALCARE,RETREAT AT EASLEY,45077010902,+34.7991552,-082.5662724,34.81856972,-82.55887099
HLRESIDENTIALCARE,RETREAT AT GAFFNEY,45021970301,+35.0852653,-081.6728558,35.09200104,-81.6574393
HLRESIDENTIALCARE,RETREAT AT LADYS ISLAND,45013000902,+32.4453561,-080.6342550,32.41824722,-80.6568186
HLRESIDENTIALCARE,RETREAT AT SUMMERVILLE,45035010808,+32.9763518,-080.1774487,32.9649049,-80.16834349
HLNURSINGCARE,RETREAT AT WELLMORE OF DANIEL ISLAND,45015020403,+32.8630475,-079.9189550,32.880688,-79.895528
HLNURSINGCARE,RETREAT AT WELLMORE OF LEXINGTON,45063021028,+33.9760750,-081.2676397,33.994616,-81.248414
HLINHOMECARE,REVELATION HOME CARE,45091060501,+34.9325443,-081.0382008,34.92998713,-81.03371543
HLTATTOOFAC,REVOLUTIONARY TATTOO,45007010103,+34.7838001,-082.5142370,34.784454,-82.484461
HLHEARINGAIDSPEC,"REYKA, JEFFREY",45043920501,+33.5608845,-079.0419987,33.561516,-79.065293
HLRESIDENTIALCARE,RICE ESTATE - ASSISTED LIVING,45079011404,+34.1092531,-080.9554245,34.10702486,-80.96480344
HLNURSINGCARE,RICE ESTATE REHABILITATION AND HEALTHCARE,45079011404,+34.1092531,-080.9554245,34.10672571,-80.96513959
HLNURSINGCARE,RICHARD M CAMPBELL VETERANS NURSING HOME,45007011300,+34.4693731,-082.5413588,34.47943502,-82.57448466
HLNURSINGCARE,RIDGE REHABILITATION AND HEALTHCARE CENTER,45037970202,+33.8472526,-081.9454445,33.777965,-81.928776
HLHABITATIONR15,RIDGE ROAD RESIDENCE,45045002901,+34.7895220,-082.3456019,34.78942863,-82.33676946
HLRENALDIALYSIS,RIDGELAND DIALYSIS,45053950202,+32.5364880,-080.8861724,32.48334773,-80.98304312
HLNURSINGCARE,RIDGELAND NURSING CENTER,45053950202,+32.5364880,-080.8861724,32.49613047,-80.98704109
HLRESIDENTIALCARE,RIDGEVIEW COMMUNITY CARE HOMES UNIT A,45045002507,+34.9637370,-082.2399111,34.95716095,-82.23437161
HLRESIDENTIALCARE,RIDGEVIEW COMMUNITY CARE HOMES UNIT B,45045002507,+34.9637370,-082.2399111,34.95716095,-82.23437051
HLRESIDENTIALCARE,RIDGEVIEW COMMUNITY CARE HOMES UNIT C,45045002507,+34.9637370,-082.2399111,34.95716095,-82.23436951
HLRESIDENTIALCARE,RIDGEVIEW COMMUNITY CARE HOMES UNIT D,45045002507,+34.9637370,-082.2399111,34.95716998,-82.23436967
HLNURSINGCARE,RIDGEWAY MANOR HEALTHCARE CENTER,45039960300,+34.3424663,-080.9219134,34.329702,-80.906751
HLHEARINGAIDSPEC,"RIESSEN, RONALD P.",45045003008,+34.7797036,-082.2452659,34.776059,-82.229461
HLINHOMECARE,RIGHT AT HOME,45003020802,+33.4918418,-081.9708285,33.484222,-81.950851
HLINHOMECARE,RIGHT AT HOME - CHARLESTON,45019004606,+32.8232078,-079.8820580,32.811252,-79.868308
HLINHOMECARE,RIGHT AT HOME - COLUMBIA,45063020508,+34.0049325,-081.0988191,33.99929715,-81.09321653
HLINHOMECARE,RIGHT AT HOME - GREENVILLE SC,45007010102,+34.7312026,-082.5183665,34.786269,-82.47896
HLINHOMECARE,RIGHT AT HOME - ROCK HILL,45091060802,+34.9522975,-081.0020082,34.96732442,-80.99298257
HLINHOMECARE,RIGHT AT HOME MYRTLE BEACH,45051051201,+33.6145803,-078.9706701,33.62351678,-78.96978562
HLINHOMECARE,RIGHT AT HOME OF BLUFFTON,45013002107,+32.2608068,-080.8659839,32.27184676,-80.86924238
HLRESIDENTIALCARE,RILEY'S RESIDENTIAL CARE HOME,45023020900,+34.6182565,-081.0032560,34.59984869,-80.93398362
HLHEARINGAIDSPEC,"RIORDAN, COLIN T.",45003021203,+33.4860371,-081.7256873,33.503622,-81.707856
HLNURSINGCARE,RIVER FALLS REHABILITATION AND HEALTHCARE CENTER,45045004101,+35.0374840,-082.5065924,35.021741,-82.501388
HLRESIDENTIALCARE,RIVER PARK SENIOR LIVING,45051040103,+33.8802992,-078.6541160,33.86999466,-78.64787852
HLINHOMECARE,RIVER ROAD CARE,45037970202,+33.8472526,-081.9454445,33.78513056,-81.96232323
HLRESIDENTIALTREATMENT,RIVERSIDE BEHAVIORAL HEALTH SERVICES AT WINDWOOD FARM,45019005000,+33.0393507,-079.5734552,32.93704093,-79.72641166
HLNURSINGCARE,RIVERSIDE HEALTH AND REHAB,45019004400,+32.8305580,-079.9619676,32.83920909,-79.96946958
HLAMBULATORYSURGERY,RIVERTOWN SURGERY CENTER,45051060405,+33.7922107,-079.0120361,33.77634084,-79.01906998
HLHOSPICEPROGRAM,RIVERVIEW HOSPICE AND PALLIATIVE CARE,45091060804,+34.9707405,-081.0072752,34.975054,-81.02662
HLTATTOOFAC,ROACH & COMPANY TATTOO EMPORIUM,45077011205,+34.6834674,-082.8345660,34.68925179,-82.83461903
HLINHOMECARE,ROBERTS IN-HOME CARE,45019003700,+32.8671057,-079.9825338,32.85614531,-79.98465073
HLHEARINGAIDSPEC,"ROBINSON, RICKY D.","",,,33.51573623,-82.06917959
HLHEARINGAIDSPEC,"ROBINSON, THOMAS ALLEN",45007011500,+34.4662024,-082.4055574,34.523142,-82.379189
HLNURSINGCARE,ROCK HILL POST ACUTE CARE CENTER,45091060700,+34.9606397,-081.0380086,34.9507882,-81.03898981
HLPSADOUTPATIENT,ROCK HILL TREATMENT SPECIALISTS,45091061301,+34.8868433,-081.0383810,34.91554849,-81.002248
HLRESIDENTIALCARE,ROCKHAVEN COMMUNITY CARE HOME,45079011404,+34.1092531,-080.9554245,34.11177268,-80.9419179
HLHEARINGAIDSPEC,"ROELLIG, NATALIE M.",45019005600,+32.8010357,-080.0830664,32.82863141,-80.0602549
HLRESIDENTIALCARE,ROLLING GREEN VILLAGE ASSISTED LIVING FACILITY,45045002808,+34.8429987,-082.2609847,34.84160464,-82.26442352
HLNURSINGCARE,ROLLING GREEN VILLAGE HEALTH CARE FACILITY,45045002808,+34.8429987,-082.2609847,34.84156383,-82.26467754
HLINHOMECARE,ROLLING GREEN VILLAGE HOME CARE,45045002808,+34.8429987,-082.2609847,34.84290374,-82.2636066
HLHOMEHEALTH,ROLLING GREEN VILLAGE HOME HEALTH AGENCY,45045002808,+34.8429987,-082.2609847,34.8429066,-82.26360658
HLHOSPICEPROGRAM,ROPER HOSPICE,45019002613,+32.8200495,-080.0433739,32.808447,-80.031378
HLHOSPICEFACILITY,ROPER HOSPICE COTTAGE,45019004614,+32.8596872,-079.8708533,32.84594018,-79.87790493
HLHOSPITAL,ROPER HOSPITAL,45019000600,+32.7850610,-079.9510689,32.78268684,-79.94880052
HLAMBULATORYSURGERY,ROPER HOSPITAL AMBULATORY SURGERY & PAIN MANAGEMENT JAMES ISLAND,45019001902,+32.7627874,-079.9653762,32.76031142,-79.97640195
HLAMBULATORYSURGERY,ROPER HOSPITAL AMBULATORY SURGERY-MONCKS CORNER MEDICAL PLAZA,45015020506,+33.1834737,-079.9987130,33.19478533,-79.9816725
HLHOSPITAL,ROPER ST FRANCIS BERKELEY HOSPITAL,45015020505,+33.1537443,-080.0382644,33.155557,-80.018922
HLAMBULATORYSURGERY,ROPER ST FRANCIS EYE CENTER,45019002802,+32.7748760,-080.0035774,32.78126265,-79.99479474
HLHOMEHEALTH,ROPER-ST FRANCIS HOME HEALTH CARE,45019002613,+32.8200495,-080.0433739,32.80844051,-80.03137431
HLINHOMECARE,ROPHEKA CARES LLC,45075011000,+33.5254269,-080.8599676,33.525302,-80.85352
HLHEARINGAIDSPEC,"ROSE, RANDY WAYNE",45013010600,+32.2452931,-080.7347150,32.214733,-80.722882
HLRESIDENTIALCARE,ROSECREST COMMUNITY RESIDENTIAL CARE,45083022801,+35.0670185,-082.0543873,35.03863685,-82.02765435
HLNURSINGCARE,ROSECREST REHABILITATION AND HEALTHCARE,45083022801,+35.0670185,-082.0543873,35.03860962,-82.0276662
HLRESIDENTIALCARE,ROSEWOOD ASSISTED LIVING,45083023802,+34.7826575,-081.8721797,34.825553,-81.862549
HLRESIDENTIALCARE,ROUSE COMMUNITY CARE HOME #1,45079011404,+34.1092531,-080.9554245,34.109663,-80.96080405
HLRESIDENTIALCARE,ROUSE COMMUNITY CARE HOME #2,45079010702,+34.0951978,-081.0058934,34.11104622,-80.98722796
HLRESIDENTIALCARE,ROUSE COMMUNITY CARE HOME #3,45079010102,+34.1723843,-080.9792738,34.12869932,-80.99178088
HLHEARINGAIDSPEC,"ROUSE, WILLIAM T.",45051060406,+33.7513210,-079.0028446,33.770908,-79.007582
HLRESIDENTIALCARE,ROYAL HILL COMMUNITY RESIDENTIAL CARE FACILITY,45089970502,+33.7051116,-079.7531332,33.664828,-79.825641
HLINHOMECARE,ROYALTY CARE SERVICES LLC,45063020510,+34.0357070,-081.1257529,34.045331,-81.129222
HLPSADOUTPATIENT,RUBICON ADDICTIONS CENTER & CAROLINA FAMILY CENTER,45031010600,+34.3700380,-080.0231357,34.37787319,-80.06519887
HLINHOMECARE,RUBY'S SLIPPERS CAREGIVERS LLC,45079011000,+34.0427142,-081.0051450,34.035603,-81.013054
HLRESIDENTIALCARE,RUDNICK CRCF,45003021400,+33.5732059,-081.7228476,33.57123981,-81.71417825
HLRESIDENTIALCARE,RUMPH'S RESIDENTIAL CARE,45009960100,+33.3261599,-081.1667580,33.32298903,-81.13860519
HLADULTDAYCARE,RUTH LOUIS ADULT HEALTH DAY CARE,45089970900,+33.4436303,-079.6714450,33.46646992,-79.63719883
HLADULTDAYCARE,RUTH LOUIS ADULT HEALTH DAY CARE #2,45089970600,+33.6990298,-079.8814089,33.66540378,-79.83005081
HLINHOMECARE,RUTH LOUIS PERSONAL CARE,45089970900,+33.4436303,-079.6714450,33.466387,-79.637046
HLINHOMECARE,S FAMILY HOMECARE,45019003700,+32.8671057,-079.9825338,32.860284,-79.980948
HLRESIDENTIALCARE,S&S BOARDING HOME LLC,45005970200,+33.0356436,-081.4486751,33.00543152,-81.31986722
HLINHOMECARE,SAFE HAVEN AT HOME CARE SERVICES,45063020201,+33.9783035,-081.0571089,33.980847,-81.065814
HLINHOMECARE,SAFE HAVEN IN-HOME CARE LLC,45075010300,+33.4385177,-080.4719225,33.46586822,-80.49289312
HLINHOMECARE,SAFE KEEPING HEALTHCARE,45019003113,+32.9546311,-080.0729838,32.931742,-80.056587
HLADULTDAYCARE,SAINT PAUL BAPTIST CHURCH ADULT DAY CARE,45067950400,+34.2456525,-079.2054743,34.20436904,-79.24963888
HLRENALDIALYSIS,SALLY HILL DIALYSIS,45041000201,+34.1991944,-079.8244682,34.22306453,-79.79629025
HLNURSINGCARE,SALUDA NURSING CENTER,45081960201,+33.9955697,-081.8669890,34.02075147,-81.7687074
HLRENALDIALYSIS,SALUDA RIVER DIALYSIS,45045003303,+34.6918423,-082.3925094,34.693431,-82.398186
HLINHOMECARE,SAMARITAN BED AND BATH SERVICES INC,45045003902,+34.9896106,-082.3867099,34.984938,-82.422433
HLMIDWIFEAPPRENTICE,"SAMMONS, SHAYLEEN",45063021024,+33.9423513,-081.3050478,33.94854912,-81.27203915
HLMIDWIFEAPPRENTICE,"SAMPSON, HALLIE BROOKE",45051060204,+33.7068355,-078.9669823,33.704844,-78.947642
HLRESIDENTIALCARE,SANDERS CRCF,45003021400,+33.5732059,-081.7228476,33.57090537,-81.7143048
HLAMBULATORYSURGERY,SANDHILLS ENDOSCOPY CENTER,45079001100,+34.0228440,-081.0031652,34.014765,-81.005663
HLINHOMECARE,SANDHILLS INTERGRATED CARE,45051020200,+34.0490659,-078.8433664,34.05599832,-78.89098111
HLHEARINGAIDSPEC,"SANDILAND, LINLEE A.",45019004606,+32.8232078,-079.8820580,32.813084,-79.870416
HLRESIDENTIALCARE,SANDPIPER COURTYARD ASSISTED LIVING,45019004607,+32.7958351,-079.8922487,32.80954881,-79.86390196
HLNURSINGCARE,SANDPIPER REHAB & NURSING,45019004607,+32.7958351,-079.8922487,32.809468,-79.86493765
HLADULTDAYCARE,SANTEE ADULT DAYCARE,45075010300,+33.4385177,-080.4719225,33.47565789,-80.48638218
HLRENALDIALYSIS,SANTEE DIALYSIS,45075010300,+33.4385177,-080.4719225,33.48377634,-80.47743692
HLINHOMECARE,SANTEE IN HOME CARE,45075010300,+33.4385177,-080.4719225,33.47580172,-80.48630517
HLNURSINGCARE,SAVANNAH GRACE AT THE PALMS OF MT PLEASANT,45019004606,+32.8232078,-079.8820580,32.81434447,-79.86184209
HLRESIDENTIALCARE,SAVANNAH HALL ASSISTED LIVING,45019004606,+32.8232078,-079.8820580,32.81399277,-79.86188389
HLRESIDENTIALCARE,SAVANNAH PLACE,45019002005,+32.7310699,-079.9132447,32.71078022,-79.95764677
HLADULTDAYCARE,SAVANNAH SENIORS,45041001504,+34.1361499,-079.8361998,34.1502605,-79.82060809
HLRESIDENTIALCARE,SC EPISCOPAL HOME AT STILL HOPES (CRCF),45063020300,+33.9896272,-081.0628508,33.98582944,-81.06182115
HLADULTDAYCARE,SC EPISCOPAL HOME AT STILL HOPES ADULT DAY CARE,45063020300,+33.9896272,-081.0628508,33.9850056,-81.06133967
HLINHOMECARE,SC FAMILY LUV&CARE IN-HOME CARE AGENCY,45079011415,+34.1482481,-080.8586460,34.159521,-80.879664
HLINHOMECARE,SC HOMECARE SOLUTIONS,45007000200,+34.5217065,-082.6449925,34.514831,-82.653353
HLHEARINGAIDSPEC,"SCHENDEL, JAMES D.",45051051202,+33.6025215,-078.9823450,33.611504,-78.981592
HLHEARINGAIDSPECTEMP,"SCHOPEN, JOSEPH, JR.","",,,35.172155,-80.729253
HLHEARINGAIDSPEC,"SCOTT, RYAN J.",45045002905,+34.7564671,-082.3154601,34.766385,-82.309872
HLINHOMECARE,SDM HOME CARE AGENCY,45051040103,+33.8802992,-078.6541160,33.869995,-78.64788
HLADULTDAYCARE,SEA ISLAND ADULT DAY CENTER,45019002101,+32.7430103,-080.0840064,32.7182855,-80.08221337
HLINHOMECARE,SEA ISLAND COMPREHENSIVE HEALTHCARE,45019002101,+32.7430103,-080.0840064,32.71975529,-80.08315123
HLHOMEHEALTH,SEABROOK WELLNESS AND HOME HEALTH CARE,45013010200,+32.1519392,-080.7893447,32.14987235,-80.76428106
HLINHOMECARE,SEASONS CONCIERGE CARE MOUNT PLEASANT SC,45019004608,+32.8973520,-079.7890349,32.86313778,-79.79959246
HLRESIDENTIALCARE,SECESSIONVILLE COMMUNITY RESIDENCE,45019002002,+32.7340159,-079.9611767,32.72229006,-79.95657524
HLINHOMECARE,SECOND CHANCE,45045004400,+34.8479697,-082.3501653,34.856318,-82.353095
HLRESIDENTIALCARE,SEDGEWOOD MANOR ASSISTED LIVING,45079011902,+33.9545013,-080.7936169,33.96167,-80.844179
HLNURSINGCARE,SEDGEWOOD MANOR HEALTH CARE CENTER,45079011902,+33.9545013,-080.7936169,33.961677,-80.844182
HLHEARINGAIDSPEC,"SELBY, MARK A.",45045003902,+34.9896106,-082.3867099,34.9665911,-82.42520461
HLINHOMECARE,SELECT ONE HEALTHCARE SOLUTIONS LLC,45007012300,+34.5134656,-082.6052554,34.49817408,-82.61644698
HLHOSPITAL,SELF REGIONAL HEALTHCARE,45047970800,+34.1118770,-082.1861034,34.17441344,-82.1563569
HLRENALDIALYSIS,SENECA DIALYSIS CENTER,45073030800,+34.6414943,-082.9517476,34.67564247,-82.95480194
HLNURSINGCARE,SENECA HEALTH AND REHABILITATION CENTER,45073030800,+34.6414943,-082.9517476,34.65439335,-82.96293717
HLRESIDENTIALCARE,SENECA RESIDENTIAL CARE CENTER,45073030800,+34.6414943,-082.9517476,34.65632314,-82.9629158
HLINHOMECARE,SENIOR CARE CONSULTANTS OF SOUTH CAROLINA LLC,45083021402,+35.0164539,-081.9222548,35.003554,-81.949631
HLNURSINGCARE,SENIOR CARE OF MARION,45067950600,+34.1309919,-079.3264614,34.105802,-79.330457
HLINHOMECARE,SENIOR CITIZENS ASSOCIATION IN FLORENCE COUNTY IN-HOME CARE PROVIDER,45041000600,+34.1546745,-079.7528863,34.16489222,-79.7551573
HLINHOMECARE,SENIOR HELPERS,45091060700,+34.9606397,-081.0380086,34.946964,-81.03896
HLINHOMECARE,SENIOR HELPERS - CHARLESTON,45019004902,+32.8133989,-079.7351795,32.79996143,-79.76465785
HLINHOMECARE,SENIOR HELPERS HILTON HEAD SC,45013002202,+32.3376045,-080.8200441,32.35291,-80.89161
HLINHOMECARE,SENIOR HELPERS OF GREENVILLE,45045003005,+34.7373354,-082.2632243,34.73720883,-82.25586195
HLINHOMECARE,SENIOR HELPERS OF PAWLEYS ISLAND,45043920505,+33.3344415,-079.2103675,33.441091,-79.125074
HLINHOMECARE,SENIOR MATTERS II,45079011201,+34.0150047,-080.9762798,34.018584,-80.986873
HLINHOMECARE,SENIOR OPTIONS HOME CARE AND CONSULTING,45013002101,+32.1187058,-080.8611777,32.136921,-80.843711
HLINHOMECARE,SENIOR RESOURCES,45079002200,+34.0062228,-081.0007516,34.00330216,-81.00179224
HLINHOMECARE,SENIOR SOLUTIONS,45075010600,+33.4186687,-080.7840432,33.42245144,-80.85167229
HLINHOMECARE,SENIOR SOLUTIONS - IN HOME CARE,45007001100,+34.5418110,-082.6594195,34.54947444,-82.67041772
HLADULTDAYCARE,SENIOR SOLUTIONS-OCONEE ADULT DAY CARE,45073030701,+34.6770968,-082.9344373,34.68375958,-82.94411223
HLINHOMECARE,SENIORS HELPERS - ANDERSON,45007011100,+34.5562299,-082.7000331,34.560875,-82.693055
HLINHOMECARE,SERENE HOME CARE,45013010600,+32.2452931,-080.7347150,32.216156,-80.72244
HLADULTDAYCARE,SERENITY DAY PROGRAM,45085002000,+33.9296368,-080.3508768,33.929731,-80.342301
HLINHOMECARE,SERENITY HEALTH CARE SERVICES INC,"",,,33.474124,-81.961649
HLINHOMECARE,SERENITY HEALTHCARE AGENCY LLC,45083023102,+34.9459973,-082.1019723,34.94743,-82.098991
HLINHOMECARE,SERENITY HOMECARE AGENCY LLC,45041001300,+34.1682753,-079.8015603,34.174885,-79.812193
HLINHOMECARE,SERENITY KEEPERS HOME CARE LLC,45085000800,+33.9535614,-080.3493350,33.94617498,-80.35247363
HLRESIDENTIALCARE,SERENITY MANOR OF HOLLY HILL,45075010200,+33.3204311,-080.3922399,33.317554,-80.413835
HLPSADINPATIENT,SERENITY PLACE,45045002107,+34.8167433,-082.4266676,34.828506,-82.42431071
HLRESIDENTIALCARE,SEVILLE'S RESIDENTIAL CARE FACILITY,45049920200,+32.8590563,-081.0106074,32.86911872,-81.09979684
HLINHOMECARE,SHADES OF LIFE LLC,45079003100,+34.0078902,-081.0307786,34.01013048,-81.03354051
HLADULTDAYCARE,SHANDON DAY HEALTH CENTER,45079002200,+34.0062228,-081.0007516,34.00302769,-80.99856611
HLHEARINGAIDSPECTEMP,"SHARP, SAMANTHA",45039960300,+34.3424663,-080.9219134,34.279322,-81.006841
HLTATTOOFAC,SHAVON'S PURPLE LOTUS BODY ART BOUTIQUE,45079002100,+33.9963901,-081.0085159,34.003654,-81.004872
HLHEARINGAIDSPEC,"SHAW, MICHELE L.",45051051502,+33.6708235,-078.9839079,33.681122,-78.987114
HLMIDWIFE,"SHEALY, DANIELLE",45071950601,+34.1917033,-081.5448551,34.181784,-81.502399
HLHEARINGAIDSPEC,"SHEETS, GERALD W.",45003021203,+33.4860371,-081.7256873,33.487438,-81.752955
HLINHOMECARE,SHELIA'S HELPING HANDS,45063021031,+33.9906391,-081.2175275,33.978031,-81.229944
HLHEARINGAIDSPEC,"SHELTON, AMANDA LYNN",45055970700,+34.1764818,-080.5520579,34.195084,-80.512963
HLRESIDENTIALCARE,SHEM CREEK HEALTH CENTER,45019004606,+32.8232078,-079.8820580,32.8180114,-79.85950388
HLNURSINGCARE,SHEM CREEK NURSING AND REHAB,45019004606,+32.8232078,-079.8820580,32.8180114,-79.85950388
HLRESIDENTIALCARE,SHEPHERD'S CARE CENTER,45045001600,+34.9145133,-082.3559783,34.8891674,-82.37288901
HLINHOMECARE,SHEPHERDS WAY HOME CARE LLC,45063021110,+34.0726567,-081.1829461,34.077317,-81.180848
HLINHOMECARE,SHEPPARD'S HELPING HANDS,45063021402,+33.9067406,-081.5379320,33.90801027,-81.53731993
HLHOSPITAL,SHERIFF AL CANNON DETENTION CENTER,45019003900,+32.8491452,-080.0158790,32.84478399,-80.01506585
HLRESIDENTIALCARE,SHERMAN RESIDENTIAL CARE,45045000700,+34.8504139,-082.4126907,34.852102,-82.407969
HLINHOMECARE,SHILOH HOME CARE SERVICES LLC,45045001101,+34.8804194,-082.3786068,34.865942,-82.38079
HLHEARINGAIDSPECTEMP,"SHILOT, ROBERT E.",45019002900,+32.7894663,-079.9838555,32.787421,-79.982001
HLHEARINGAIDSPECTEMP,"SHOBER, MICHELLE E.",45035010814,+32.9832119,-080.1343344,32.984916,-80.113414
HLPSADOUTPATIENT,SHORELINE BEHAVIORAL HEALTH SERVICES (OTP),45051070101,+33.9111006,-079.0002954,33.89900605,-79.04591775
HLPSADINPATIENT,SHORELINE BEHAVIORAL HEALTH SERVICES (PSAD-INPATIENT),45051070300,+33.8534671,-079.0653864,33.83858346,-79.05922623
HLHOSPITAL,SHRINERS HOSPITAL FOR CHILDREN,45045002103,+34.8059127,-082.4073509,34.81703534,-82.4136064
HLHEARINGAIDSPEC,"SHUMWAY, MACLAIN",45051060203,+33.7255263,-078.9848479,33.731111,-78.950158
HLHABITATIONR15,SIFLY COMMUNITY RESIDENCE,45075011400,+33.5011636,-080.8687913,33.50039269,-80.85651232
HLINHOMECARE,SIMPLY LOVE HOME CARE SERVICES,45045002811,+34.8066326,-082.3037438,34.808457,-82.286682
HLINHOMECARE,SIMPLY SENIORS,45019004611,+32.7918747,-079.8300457,32.80925,-79.845276
HLNURSINGCARE,SIMPSONVILLE REHABILITATION AND HEALTHCARE CENTER,45045003011,+34.7317039,-082.2349019,34.718108,-82.243924
HLINHOMECARE,SINCERELY DIVINE HOME CARE LLC,45035010818,+32.9256789,-080.1018839,32.925631,-80.082183
HLHEARINGAIDSPEC,"SISSKIND, MICHAEL M.",45091060804,+34.9707405,-081.0072752,34.975229,-81.026524
HLINHOMECARE,SITTERS REGISTRY LTD,45077010902,+34.7991552,-082.5662724,34.81465504,-82.55992275
