OBJECTID,Permit Type,Name of Facility,Location Street,Location City,Location State,ZIP Code,Facility #,Facility Email,Admin Name & Phone,Facility Cont. Email,License / Expires,County / Ownership Type,Mailing Address,Mailing City,Mailing State,Mailing ZIP,Licensee,Licensee Business Phone,CMS Certification,,Evacuation_Zone,X,Y,Licensee County,x,y,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
6673,HLRESIDENTIALCARE,RETREAT AT GAFFNEY,101 PARK CT,GAFFNEY,SC,29341,864-206-0006,SHELLY.SMITH@PHOENIXSRLIVING.COM, PH#: ,,CRC-1281 / 01/31/2022,Cherokee / Limited Liability Limited Partnership,101 PARK CT,GAFFNEY,SC,29341,CARE RSL GAFFNEY OPCO LP,678-214-2900,,Cherokee,,-81.6574393,35.09200104,Out of State,440074.3519,3883443.365,35.09221,-81.657995,1,rooftop,101,Park Ct,,,Gaffney,SC,29341,US,Cherokee County G,
7052,HLRESIDENTIALCARE,RETREAT AT LADYS ISLAND,9 SUNSET BLVD,BEAUFORT,SC,29907,843-379-9502,YOLANDA.HUNTER@PHOENIXSRLIVING.COM, PH#: ,,CRC-1898 / 05/31/2021,Beaufort / Limited Liability,10933 CRABAPPLE RD,ROSWELL,GA,30075,FACTORY CREEK AL LLC,843-379-9502,,Beaufort,A,-80.6568186,32.41824722,Beaufort,532267.3909,3586848.581,32.418247,-80.65682,1,rooftop,9,Sunset Blvd,,,Beaufort,SC,29907,US,Beaufort,
256,HLRESIDENTIALCARE,RETREAT AT SUMMERVILLE,950 TRAVELERS BLVD,SUMMERVILLE,SC,29485-8213,843-832-8481,JACKIE.MAGNES@PHOENIXSRLIVING.COM, PH#: ,,CRC-0859 / 01/31/2022,Dorchester / ,950 TRAVELERS BLVD,SUMMERVILLE,SC,29485-8213,CARE RSL SUMMERVILLE OPCO LP,561-302-2780,,Dorchester,D,-80.16834349,32.9649049,Out of State,577721.7511,3647703.248,32.965085,-80.168367,1,rooftop,950,Travelers Blvd,,,Summerville,SC,29485,US,Dorchester,
5072,HLNURSINGCARE,RETREAT AT WELLMORE OF DANIEL ISLAND,580 ROBERT DANIEL DR,CHARLESTON,SC,29492,843-566-1000,DANIELISLAND.LICENSING@WELL-MORE.COM,"BRYANT, COLBY E. PH#: 843-566-1000",DANIELLSLAND.LICENSING@WELL-MORE.COM,NCF-0965 / 03/31/2022,Berkeley / Limited Liability,3530 TORINGDON WAY STE 204,CHARLOTTE,NC,28277-3431,WELLMORE OF DANIEL ISLAND LLC,704-246-1620,,Berkeley,B,-79.895528,32.880688,Out of State,602192.0565,3637390.273,32.880544,-79.89536,1,rooftop,298,Island Park Dr,,,Daniel Island,SC,29492,US,Berkeley,
4636,HLNURSINGCARE,RETREAT AT WELLMORE OF LEXINGTON,200 WELLMORE DR BLDG #4,LEXINGTON,SC,29072,803-520-1200,LEXINGTON.LICENSING@WELL-MORE.COM,"BUTCHER, CRYSTAL C. PH#: ",CBUTCHER@WILDEWOOD-DOWNS.COM,NCF-0966 / 07/31/2021,Lexington / Limited Liability,3530 TORINGDON WY STE 204,CHARLOTTE,NC,28277,WELLMORE OF LEXINGTON LLC,803-520-1200,,Lexington,,-81.248414,33.994616,Lexington,480133.9437,3761752.222,33.994568,-81.248576,1,rooftop,205,Waverly Dr,,,Lexington,SC,29072,US,Lexington,
7016,HLINHOMECARE,REVELATION HOME CARE,331 E MAIN ST STE 200,ROCK HILL,SC,29730-5384,803-909-9358,REVELATIONHOMEHEALTHCARE@GMAIL.COM,"BARBER, JERIKA PH#: 803-630-6624; GADSDON, SIIVIA PH#: 704-726-5876",,IHCP-0761 / 11/30/2021,York / Limited Liability,6904 PLEASANT GROVE RD,CHARLOTTE,NCF,28216,REVELATION HOME CARE LLC,704-726-5876,,York,,-81.03371543,34.92998713,York,496920.7931,3865279.467,34.929834,-81.033853,1,rooftop,327,Main St W,,,Rock Hill,SC,29730,US,York,
7829,HLTATTOOFAC,REVOLUTIONARY TATTOO,11011 ANDERSON RD STE B,PIEDMONT,SC,29673,864-263-7050,POSEY530@GMAIL.COM, PH#: ,,TF-0348 / 09/30/2021,Anderson / Sole Proprietorship,,,,,DAVID K POSEY,864-901-1298,,Anderson,,-82.484461,34.784454,Greenville,364180.9814,3850144.158,34.784733,-82.484964,1,rooftop,11003,Anderson Rd,,,Piedmont,SC,29673,US,Anderson,
7974,HLHEARINGAIDSPEC,"REYKA, JEFFREY",4660 FRINGETREE DR UNIT E,MURRELLS INLET,SC,29576,203-376-5454,JREYKA926@COMCAST.NET, PH#: ,,HAS-0686 / 01/30/2022,Georgetown / Sole Proprietorship,4660 FRINGETREE DR UNIT E,MURRELLS INLET,SC,29576,"REYKA, JEFFREY",203-376-5454,,Georgetown,B,-79.065293,33.561516,Georgetown,679592.2383,3715216.076,33.561612,-79.064971,1,rooftop,4654,Fringetree Dr,,,Murrells Inlet,SC,29576,US,Georgetown,
2795,HLRESIDENTIALCARE,RICE ESTATE - ASSISTED LIVING,100 FINLEY RD,COLUMBIA,SC,29203-9264,803-691-5720,DAMODIO@RICEESTATE.ORG, PH#: ,,CRC-1075 / 03/31/2022,Richland / Non-Profit Corporation,100 FINLEY RD,COLUMBIA,SC,29203-9264,LUTHERAN HOMES OF SOUTH CAROLINA INC,803-749-5110,,Richland,,-80.96480344,34.10702486,Richland,503246.2441,3774023.344,34.107426,-80.962369,0.99,nearest_street,,I 77,,,Columbia,SC,29203,US,TIGER/Line® dataset from the US Census Bureau,
193,HLNURSINGCARE,RICE ESTATE REHABILITATION AND HEALTHCARE,100 FINLEY RD,COLUMBIA,SC,29203-9264,803-691-5720,DAMODIO@RICEESTATE.ORG,"AMODIO, DANIEL JOHN PH#: 803-691-5723",DAMODIO@RICEESTATE.ORG,NCF-0831 / 05/31/2022,Richland / Non-Profit Corporation,100 FINLEY RD,COLUMBIA,SC,29203-9264,LUTHERAN HOMES OF SOUTH CAROLINA INC,803-749-5110,425387,Richland,,-80.96513959,34.10672571,Richland,503215.2519,3773990.164,34.107426,-80.962369,0.98,nearest_street,,I 77,,,Columbia,SC,29203,US,TIGER/Line® dataset from the US Census Bureau,
823,HLNURSINGCARE,RICHARD M CAMPBELL VETERANS NURSING HOME,4605 BELTON HWY,ANDERSON,SC,29621-5045,864-261-6734,REVATT@HMRVSI.COM,"EVATT, RUSSELL PH#: 864-261-6734",REVATT@HMRVSI.COM,NCF-0549 / 02/28/2022,Anderson / State,4605 BELTON HWY,ANDERSON,SC,29621-5045,SC DEPARTMENT OF MENTAL HEALTH,803-898-8319,425301,Anderson,,-82.57448466,34.47943502,Richland,355415.1251,3816441.66,34.479789,-82.5744,1,rooftop,4605,Belton Hwy,,,Anderson,SC,29621,US,Anderson,
6169,HLNURSINGCARE,RIDGE REHABILITATION AND HEALTHCARE CENTER,226 W A REEL DR,EDGEFIELD,SC,29824-4534,803-637-5312,MOHAMED.OTHMAN@SA-HC.COM,"HEALY, STANLEY PH#: ; OTHMAN, MOHAMED M. PH#: 803-637-5312",MOTHMAN@ORIANNA.COM,NCF-1014 / 01/31/2022,Edgefield / Limited Liability,4 W RED OAK LN STE 201,WHITE PLAINS,NY,10604,SC-GA2018 RIDGE REHABILITATION AND HEALTHCARE CENTER LLC,803-637-5312,,Edgefield,,-81.928776,33.777965,Edgefield,414005.651,3737925.164,33.777924,-81.92881,1,rooftop,226,Wa Reel,,,Edgefield,SC,29824,US,Edgefield County G,
507,HLHABITATIONR15,RIDGE ROAD RESIDENCE,1810 RIDGE RD,GREENVILLE,SC,29607-4704,864-679-0220,RBRITT@DDSN.SC.GOV,"OGUNSILE, MATTHEW PH#: 864-679-0220",MATTHEW.OGUNSILE@THRIVEUPSTATE.ORG,MR15-0176 / 09/30/2021,Greenville / State,"PO BOX 4706, DDSN C/O RUFUS BRITT",COLUMBIA,SC,29240-4706,SC DEPARTMENT OF DISABILITIES AND SPECIAL NEEDS,803-898-9769,42G041,Greenville,,-82.33676946,34.78942863,Richland,377702.0029,3850505.996,34.789067,-82.337048,1,rooftop,1810,Ridge Rd,,,Greenville,SC,29607,US,Greenville,
532,HLRENALDIALYSIS,RIDGELAND DIALYSIS,112 WEATHERSBY ST,RIDGELAND,SC,29936-9514,843-717-9379,SCL_C@DAVITA.COM,"RAHN, JENNIFER PH#: ",,ERD-0187 / 07/31/2021,Jasper / Corporation,"5200 VIRGINIA WAY STE 400, LICENSING AND CERTIFICATION",BRENTWOOD,TN,37027-7569,TOTAL RENAL CARE INC,720-631-2100,422626,Jasper,,-80.98304312,32.48334773,Out of State,501593.2085,3594013.318,32.483314,-80.983013,1,rooftop,29,Weathersbee St,,,Ridgeland,SC,29936,US,Jasper County G,
402,HLNURSINGCARE,RIDGELAND NURSING CENTER,1516 GRAYS HWY,RIDGELAND,SC,29936-5440,843-726-5581,SBOYLES@RIDGELANDNC.COM,"BOYLES, SHERI P. PH#: 843-645-5531",SBOYLES@RIDGELANDNC.COM,NCF-0553 / 08/31/2021,Jasper / Corporation,PO BOX 1570,RIDGELAND,SC,29936-2627,RIDGELAND NURSING CENTER INC,843-726-5581,425132,Jasper,,-80.98704109,32.49613047,Jasper,501217.4017,3595430.245,32.49651,-80.987111,1,rooftop,1516,Grays Hwy,,,Ridgeland,SC,29936,US,Jasper County G,
183,HLRESIDENTIALCARE,RIDGEVIEW COMMUNITY CARE HOMES UNIT A,217 CHANDLER RD,GREER,SC,29651-1290,864-877-8599,RIDGEVIEW1@MSN.COM,"DAUGHERTY, PATRICIA L. PH#: 864-877-8599",RIDGEVIEW1@MSN.COM,CRC-0559 / 01/31/2022,Greenville / Corporation,217 CHANDLER RD,GREER,SC,29651-1290,RIDGEVIEW COMMUNITY CARE HOMES INC,864-877-8599,,Greenville,,-82.23437161,34.95716095,Greenville,387299.8559,3868988.034,34.95705,-82.234688,1,rooftop,217,Chandler Rd,,,Greer,SC,29651,US,Greenville,
45,HLRESIDENTIALCARE,RIDGEVIEW COMMUNITY CARE HOMES UNIT B,217 CHANDLER RD,GREER,SC,29651-1290,864-877-8599,RIDGEVIEW1@MSN.COM,"DAUGHERTY, PATRICIA L. PH#: 864-877-8599",RIDGEVIEW1@MSN.COM,CRC-0560 / 01/31/2022,Greenville / Corporation,217 CHANDLER RD,GREER,SC,29651-1290,RIDGEVIEW COMMUNITY CARE HOMES INC,864-877-8599,,Greenville,,-82.23437051,34.95716095,Greenville,387299.9558,3868988.033,34.95705,-82.234688,1,rooftop,217,Chandler Rd,,,Greer,SC,29651,US,Greenville,
396,HLRESIDENTIALCARE,RIDGEVIEW COMMUNITY CARE HOMES UNIT C,217 CHANDLER RD,GREER,SC,29651-1290,864-877-8599,RIDGEVIEW1@MSN.COM,"DAUGHERTY, PATRICIA L. PH#: 864-877-8599",RIDGEVIEW1@MSN.COM,CRC-0561 / 01/31/2022,Greenville / Corporation,217 CHANDLER RD,GREER,SC,29651-1290,RIDGEVIEW COMMUNITY CARE HOMES INC,864-877-8599,,Greenville,,-82.23436951,34.95716095,Greenville,387300.047,3868988.031,34.95705,-82.234688,1,rooftop,217,Chandler Rd,,,Greer,SC,29651,US,Greenville,
310,HLRESIDENTIALCARE,RIDGEVIEW COMMUNITY CARE HOMES UNIT D,217 CHANDLER RD,GREER,SC,29651-1290,864-877-8599,RIDGEVIEW1@MSN.COM,"DAUGHERTY, PATRICIA L. PH#: 864-877-8599",RIDGEVIEW1@MSN.COM,CRC-0562 / 01/31/2022,Greenville / Corporation,217 CHANDLER RD,GREER,SC,29651-1290,RIDGEVIEW COMMUNITY CARE HOMES INC,864-877-8599,,Greenville,,-82.23436967,34.95716998,Greenville,387300.0451,3868989.033,34.95705,-82.234688,1,rooftop,217,Chandler Rd,,,Greer,SC,29651,US,Greenville,
6342,HLNURSINGCARE,RIDGEWAY MANOR HEALTHCARE CENTER,117 BELLFIELD RD,RIDGEWAY,SC,29130-8261,803-337-2257,MATT.MCCOLLUM@RIDGEWAYMANORHEALTHCARE.CO,"NADKARNI, NATASHA PH#: 803-337-2257",,NCF-1031 / 08/31/2021,Fairfield / Limited Liability,117 BELLFIELD RD,RIDGEWAY,SC,29130-8261,RIDGEWAY MANOR HEALTHCARE CENTER LLC,803-337-2257,,Fairfield,,-80.906751,34.329702,Fairfield,508577.9934,3798717.601,34.328885,-80.906764,0.99,rooftop,142,Bellfield Rd,,,Ridgeway,SC,29130,US,Fairfield County G,
7424,HLHEARINGAIDSPEC,"RIESSEN, RONALD P.",108 ASHCROFT LN,SIMPSONVILLE,SC,29681,803-448-9378,RONRIESSEN@GMAIL.COM, PH#: ,,HAS-0498 / 01/30/2022,Greenville / Sole Proprietorship,5442 MEADOW HILL LOOP,LADY LAKE,FL,32159-5966,"RIESSEN, RONALD P.",803-448-9378,,Greenville,,-82.229461,34.776059,Greenville,387501.9241,3848897.82,34.776109,-82.229518,1,rooftop,108,Ashcroft Ln,,,Simpsonville,SC,29681,US,Greenville,
4780,HLINHOMECARE,RIGHT AT HOME,802 E MARTINTOWN RD #22,NORTH AUGUSTA,SC,29841,803-278-0250,STEPHAN@RIGHTATHOME-CSRA.COM, PH#: ,,IHCP-0702 / 04/30/2022,Aiken / Charitable,802 E MARTINTOWN RD STE 22,NORTH AUGUSTA,SC,29841,CSRA CARE GROUP INC,803-278-0250,,Aiken,,-81.950851,33.484222,Aiken,411662.2766,3705374.363,33.485635,-81.952161,0.99,rooftop,558,Gentry Ln,,,North Augusta,SC,29841,US,Aiken,
7545,HLINHOMECARE,RIGHT AT HOME - CHARLESTON,884 JOHNNIE DODDS BLVD STE 202,MOUNT PLEASANT,SC,29464,843-580-5120,MATTHEW.MINOTTI@RAHCHARLESTON.COM, PH#: ,,IHCP-0106 / 04/30/2022,Charleston / Limited Liability,658 RUTLEDGE AVE STE B,CHARLESTON,SC,29403-4147,CHARLESTON HOME HEALTH CARE LLC,843-580-5120,,Charleston,C,-79.868308,32.811252,Charleston,605945.4542,3630929.692,32.811873,-79.866989,0.99,rooftop,942,Johnnie Dodds Blvd,,,Mount Pleasant,SC,29464,US,Charleston,
6790,HLINHOMECARE,RIGHT AT HOME - COLUMBIA,1904 SUNSET BLVD STE D,WEST COLUMBIA,SC,29169,803-551-4004,CHARLES@RAHCOLUMBIA.COM,"BROWN, MICHAEL A. PH#: 803-551-4004",MIKE@RAHCOLUMBIA.COM,IHCP-0029 / 10/31/2021,Lexington / Corporation,1904 SUNSET BLVD STE D,WEST COLUMBIA,SC,29169,BROWN AND ASSOCIATES HOME HEALTH SERVICES INC,803-551-4004,,Lexington,,-81.09321653,33.99929715,Lexington,491391.583,3762081.963,33.999304,-81.09322,1,rooftop,1904,Sunset Blvd,,,West Columbia,SC,29169,US,Lexington,
8169,HLINHOMECARE,RIGHT AT HOME - GREENVILLE SC,3401 HWY 153 STE D,POWDERSVILLE,SC,29673,864-609-1656,RENEE@RAHUPSTATE.COM, PH#: ,,IHCP-0159 / 05/31/2021,Greenville / Limited Liability,PO BOX 747,CLEMSON,SC,29633,UPSTATE INTEGRITY LLC,864-609-1656,,Greenville,,-82.47896,34.786269,Greenville,364687.2344,3850338.024,34.786276,-82.478963,1,rooftop,3401,Highway 153,,,Piedmont,SC,29673,US,Anderson,
7020,HLINHOMECARE,RIGHT AT HOME - ROCK HILL,1125 N ANDERSON RD STE 102,ROCK HILL,SC,29730,803-227-3087,JIM@SENIORCARE-SC.COM, PH#: ,,IHCP-0769 / 10/31/2021,York / Corporation,1125 N ANDERSON RD STE 102,ROCK HILL,SC,29730,RYAN VENTURES INC,803-227-3087,,York,,-80.99298257,34.96732442,York,500640.6064,3869419.5,34.967484,-80.993367,1,rooftop,1125 101,Anderson Rd N,,,Rock Hill,SC,29730,US,York,
6924,HLINHOMECARE,RIGHT AT HOME MYRTLE BEACH,1500 HWY 17 N STE 106,SURFSIDE BEACH,SC,29575,843-651-4848,HARRY@RIGHTATHOMEMB.COM, PH#: ,,IHCP-0294 / 08/31/2021,Horry / Limited Liability,1500 HWY 17 N STE 106,SURFSIDE BEACH,SC,29575,IN HOME CARE & ASSISTANCE LLC,843-651-4848,,Horry,A,-78.96978562,33.62351678,Horry,688324.3282,3722261.559,33.623772,-78.970309,1,rooftop,1502,N Hwy 17,,,Surfside Beach,SC,29575,US,Horry,
6793,HLINHOMECARE,RIGHT AT HOME OF BLUFFTON,29 PLANTATION PARK DR STE 704,BLUFFTON,SC,29910-9003,843-815-7890,GREGG@RAHLOWCOUNTRY.COM, PH#: ,,IHCP-0026 / 10/31/2021,Beaufort / Corporation,29 PLANTATION PARK DR STE 704,BLUFFTON,SC,29910-9003,RALPH DONALD CORPORATION,843-815-7890,,Beaufort,A,-80.86924238,32.27184676,Beaufort,512314.1814,3570576.005,32.271847,-80.869242,1,rooftop,29,Plantation Park Dr,,,Bluffton,SC,29910,US,Beaufort,
311,HLRESIDENTIALCARE,RILEY'S RESIDENTIAL CARE HOME,2327 BRIAN CHRISTOPHER RD,GREAT FALLS,SC,29055-8844,803-482-3290,BPRILEY09@YAHOO.COM,"GOODE-RILEY, BEVERLY PH#: 803-482-3290",BPRILEY09@YAHOO.COM,CRC-0900 / 10/31/2021,Chester / Sole Proprietorship,2327 BRIAN CHRISTOPHER RD,GREAT FALLS,SC,29055-8844,"GOODE-RILEY, BEVERLY",803-374-3062,,Chester,,-80.93398362,34.59984869,Chester,506053.2837,3828671.248,34.59973,-80.933829,0.99,nearest_street,2374,Brian Christopher Dr,,,Great Falls,SC,29055,US,TIGER/Line® dataset from the US Census Bureau,
7440,HLHEARINGAIDSPEC,"RIORDAN, COLIN T.",2645 WHISKEY RD STE 105,AIKEN,SC,29803-8072,706-840-1619,COLIN.RIORDAN@GMAIL.COM, PH#: ,,HAS-0475 / 01/30/2022,Aiken / Sole Proprietorship,942 WOODY HILL CIR,EVANS,GA,30809-6714,"RIORDAN, COLIN T.",706-840-1619,,Aiken,,-81.707856,33.503622,Aiken,434252.7338,3707344.975,33.504013,-81.70762,1,rooftop,507,Heathwood Dr,,,Aiken,SC,29803,US,Aiken,
6183,HLNURSINGCARE,RIVER FALLS REHABILITATION AND HEALTHCARE CENTER,2906 GEER HWY,MARIETTA,SC,29661-9517,864-836-6381,RIVERFALLSADMINISTRATOR@SA-HC.COM,"BRUNSON, T'KEYAH PH#: ; HAMMETT, WARREN PH#: 864-836-6381",WARREN.HAMMETT@SA-HC.COM,NCF-1020 / 01/31/2022,Greenville / Limited Liability,4 W RED OAK LN STE 201,WHITE PLAINS,NY,10604,SC-GA2018 RIVER FALLS REHABILITATION AND HEALTHCARE CENTER LLC,864-836-6381,,Greenville,,-82.501388,35.021741,Greenville,363026.757,3876484.075,35.021734,-82.501384,1,rooftop,2906,Geer Hwy,,,Marietta,SC,29661,US,Greenville,
7151,HLRESIDENTIALCARE,RIVER PARK SENIOR LIVING,190 RIVER PARK DR,LITTLE RIVER,SC,29566,843-741-0082,DLITTLE3@MINDSPRING.COM,"JACKSON, TOMMY PH#: 843-741-0082",ED@RIVERPARKASSISTEDLIVING.COM,CRC-1962 / 02/28/2022,Horry / Limited Liability,PO BOX 6384,SPARTANBURG,SC,29304-6384,CR RIVER PARK LLC,864-585-8777,,Horry,,-78.64787852,33.86999466,Spartanburg,714981.7527,3750467.879,33.869687,-78.647816,1,rooftop,4047,Fairway Dr,,,Little River,SC,29566,US,Horry,
7147,HLINHOMECARE,RIVER ROAD CARE,50 PROMISE LAND RD,EDGEFIELD,SC,29824,803-226-0476,RIVERROADCARE@GMAIL.COM, PH#: ,,IHCP-0817 / 01/31/2022,Edgefield / Corporation,50 PROMISE LAND RD,EDGEFIELD,SC,29824,RIVER ROAD CARE LLC,803-480-1896,,Edgefield,,-81.96232323,33.78513056,Edgefield,410906.7915,3738748.174,33.785115,-81.962267,1,rooftop,50,Promised Land,,,Edgefield,SC,29824,US,Edgefield County G,
1029,HLRESIDENTIALTREATMENT,RIVERSIDE BEHAVIORAL HEALTH SERVICES AT WINDWOOD FARM,4857 WINDWOOD FARM RD,AWENDAW,SC,29429-5951,843-991-0681,MCKELVEY@WINDWOODFARM.ORG,"MCKELVEY, DEBORAH D. PH#: 843-991-0681",MCKELVEY@WINDWOODFARM.ORG,RTF-0025 / 03/31/2022,Charleston / Non-Profit Corporation,4857 WINDWOOD FARM RD,AWENDAW,SC,29429-5951,WINDWOOD FARM HOME FOR CHILDREN INC,843-884-5342,,Charleston,C,-79.72641166,32.93704093,Charleston,619061.7829,3645026.888,32.937047,-79.726414,1,rooftop,4857,Windwood Farm Rd,,,Awendaw,SC,29429,US,Charleston,
797,HLNURSINGCARE,RIVERSIDE HEALTH AND REHAB,2375 BAKER HOSPITAL BLVD,NORTH CHARLESTON,SC,29405-8291,843-744-2750,JERR.MONTGOMERY-SMALLS@FUNDLTC.COM,"MONTGOMERY-SMALL, JERROLYN PH#: 843-744-2750",JERR.MONTGOMERY-SMALLS@FUNDLTC.COM,NCF-0870 / 08/31/2021,Charleston / Ltd. Liability,2375 BAKER HOSPITAL BLVD,CHARLESTON,SC,29405-8291,THI OF SOUTH CAROLINA AT CHARLESTON LLC,843-744-2750,425082,Charleston,B,-79.96946958,32.83920909,Charleston,596444.2527,3633932.248,32.839112,-79.969835,0.99,nearest_street,2375,Baker Hospital Blvd,,,North Charleston,SC,29405,US,TIGER/Line® dataset from the US Census Bureau,
496,HLAMBULATORYSURGERY,RIVERTOWN SURGERY CENTER,822 FARRAR DR,CONWAY,SC,29526-8747,843-347-9587,GMCCURDY@RIVERTOWNSURGERYCENTER.COM,"VICK, ALISON PH#: 843-347-9587",AVICK@RIVERTOWNSURGERYCENTER.COM,ASF-0073 / 01/31/2022,Horry / Ltd. Liability,"822 FARRAR DR, RIVERTOWN MEDICAL PARK",CONWAY,SC,29526-8747,COASTAL CAROLINA CENTERS OF UROLOGY AND SURGERY LLC,843-347-9587,42C0001045,Horry,,-79.01906998,33.77634084,Horry,683426.7091,3739120.823,33.776187,-79.018753,1,rooftop,820,Farrar Dr,,,Conway,SC,29526,US,Horry,
7546,HLHOSPICEPROGRAM,RIVERVIEW HOSPICE AND PALLIATIVE CARE,2450 INDIA HOOK RD STE B,ROCK HILL,SC,29732,803-326-3384,JEFF@RIVERVIEWCARES.COM,"LESSLIE, JEFF PH#: 803-324-7534; VEAL, HUNTER PH#: ",HOSPICEADMIN@RIVERVIEWMED.COM,HPC-0185 / 11/30/2021,York / Limited Liability,1393 CELANESE RD,ROCK HILL,SC,29732,RIVERVIEW HOSPICE AND PALLIATIVE CARE LLC,803-326-3384,,York,,-81.02662,34.975054,York,497570.2268,3870276.945,34.97523,-81.026232,1,rooftop,2460  101,India Hook Rd,,,Rock Hill,SC,29732,US,York,
7171,HLTATTOOFAC,ROACH & COMPANY TATTOO EMPORIUM,518-140 COLLEGE AVE,CLEMSON,SC,29631,864-507-6131,BENROACHTATTOOS@GMAIL.COM, PH#: ,,TF-0325 / 03/31/2022,Pickens / Limited Liability,,,,,ROACH & CO LLC,864-280-0031,,Pickens,,-82.83461903,34.68925179,Pickens,331947.3419,3840114.714,34.688825,-82.834496,1,rooftop,124,Strode Cir,,,Clemson,SC,29631,US,Pickens,
6857,HLINHOMECARE,ROBERTS IN-HOME CARE,3605 MEETING STREET RD STE B1,NORTH CHARLESTON,SC,29405-8095,843-552-8165,ROBERTS4CARE@YAHOO.COM, PH#: ,,IHCP-0240 / 07/31/2021,Charleston / Limited Liability,3605 MEETING STREET RD,NORTH CHARLESTON,SC,29418,ROBERTS IN-HOME NURSING SERVICES LLC,843-552-8165,,Charleston,B,-79.98465073,32.85614531,Charleston,595005.3831,3635796.118,32.856246,-79.98471,0.99,nearest_street,3626,State Rd S-10-39,,,North Charleston,SC,29405,US,TIGER/Line® dataset from the US Census Bureau,
974,HLHEARINGAIDSPEC,"ROBINSON, RICKY D.",3328 WASHINGTON RD STE D,AUGUSTA,GA,30907-3871,706-868-8862,RICROB2000@KNOLOGY.NET, PH#: ,,HAS-0470 / 01/30/2022,Out of State / Sole Proprietorship,3328 WASHINGTON RD STE D,AUGUSTA,GA,30907-3871,"ROBINSON, RICKY D.",706-868-8862,,Out of State,,-82.06917959,33.51573623,Out of State,400704.5591,3708975.479,33.515648,-82.069237,1,rooftop,3320,Washington Rd,,,Augusta,GA,30907,US,Richmond,
4996,HLHEARINGAIDSPEC,"ROBINSON, THOMAS ALLEN",890 HOLLIDAY DAM RD,HONEA PATH,SC,29654,704-608-4089,THRB@HEARINGLIFE.COM, PH#: ,,HAS-0627 / 01/30/2022,Anderson / Sole Proprietorship,890HOLLIDAY DAM RD,HONEA PATH,SC,29654,"ROBINSON, THOMAS ALLEN",704-608-4089,,Anderson,,-82.379189,34.523142,Anderson,373416.6206,3821026.886,34.523142,-82.379188,1,rooftop,890,Holliday Dam Rd,,,Honea Path,SC,29654,US,Anderson,
2202,HLNURSINGCARE,ROCK HILL POST ACUTE CARE CENTER,159 SEDGEWOOD DR,ROCK HILL,SC,29732-2315,803-329-6565,RENEWALS@ENSIGNSERVICES.NET,"JOHNSON, KATE PH#: 803-326-6565",KATEJOHNSON@ENSIGNSERVICES.NET,NCF-0975 / 12/31/2021,York / Corporation,27101 PUERTA REAL STE 450,MISSION VIEJO,CA,92691-8566,ROCK HILL HEALTHCARE INCORPORATED,803-329-6565,,York,,-81.03898981,34.9507882,York,496439.9865,3867586.379,34.950795,-81.038993,1,rooftop,159 102,Sedgewood Dr,,,Rock Hill,SC,29732,US,York,
6997,HLPSADOUTPATIENT,ROCK HILL TREATMENT SPECIALISTS,1274 E MAIN ST,ROCK HILL,SC,29730,803-526-7666,BRENTBRADYSC@GMAIL.COM,"DAVIGNON, SUZANNE PH#: 864-354-1031",,OPFN-0182 / 05/31/2022,York / Corporation,,,,,ROCK HILL TREATMENT SPECIALIST INC,803-526-7666,,York,,-81.002248,34.91554849,Greenville,499794.6557,3863677.78,34.915555,-81.002251,1,rooftop,1274,Main St E,,,Rock Hill,SC,29730,US,York,
313,HLRESIDENTIALCARE,ROCKHAVEN COMMUNITY CARE HOME,524 ROCKHAVEN DR,COLUMBIA,SC,29223-7805,803-699-5361,RBARNES3469@GMAIL.COM,"BARNES, RICHIE D. PH#: 803-699-5361",RBARNES3469@GMAIL.COM,CRC-0800 / 01/31/2022,Richland / Sole Proprietorship,524 ROCKHAVEN DR,COLUMBIA,SC,29223-7805,RICHIE D BARNES,803-361-0771,,Richland,,-80.9419179,34.11177268,Richland,505356.7211,3774550.747,34.111581,-80.941916,0.99,nearest_street,549,Rockhaven Dr,,,Columbia,SC,29223,US,TIGER/Line® dataset from the US Census Bureau,
7233,HLHEARINGAIDSPEC,"ROELLIG, NATALIE M.",1401 FOXTAIL PINE RD,LADSON,SC,29456,843-270-6034,NNMARTIN82@GMAIL.COM, PH#: ,,HAS-0662 / 01/30/2022,Berkeley / Sole Proprietorship,,,,,"ROELLIG, NATALIE M.",843-270-6034,,Berkeley,A,-80.0602549,32.82863141,Berkeley,587958.0251,3632680.34,32.82883,-80.060155,1,rooftop,2020,Wadsbury Ln,,,Charleston,SC,29414,US,City of Charleston,
840,HLRESIDENTIALCARE,ROLLING GREEN VILLAGE ASSISTED LIVING FACILITY,1 HOKE SMITH BLVD OFC,GREENVILLE,SC,29615-5399,864-987-9800,"RYANT@ROLLINGGREENVILLAGE.COM","TOERNER, RYAN PH#: 864-987-9800",RYANT@ROLLINGGREENVILLAGE.COM,CRC-0573 / 03/31/2022,Greenville / Non-Profit Corporation,1 HOKE SMITH BLVD OFC,GREENVILLE,SC,29615-5399,ROLLING GREEN VILLAGE,864-987-9800,,Greenville,,-82.26442352,34.84160464,Greenville,384394.0759,3856206.693,34.841804,-82.26458,1,rooftop,3,Hoke Smith Blvd,,,Greenville,SC,29615,US,Greenville,
