npi,basic_organization_name,basic_organizational_subpart,basic_enumeration_date,basic_last_updated,basic_status,basic_authorized_official_credential,basic_authorized_official_first_name,basic_authorized_official_last_name,basic_authorized_official_telephone_number,basic_authorized_official_title_or_position,basic_name,basic_parent_organization_ein,basic_parent_organization_legal_business_name,basic_authorized_official_middle_name,basic_authorized_official_name_prefix,basic_authorized_official_name_suffix,basic_certification_date,basic_name_prefix,basic_first_name,basic_last_name,basic_middle_name,basic_credential,basic_sole_proprietor,basic_gender,addresses_country_code,addresses_country_name,addresses_address_purpose,addresses_address_type,addresses_address_1,addresses_address_2,addresses_city,addresses_state,addresses_postal_code,addresses_telephone_number,addresses_fax_number
1770509218,CORAM ALTERNATE SITE SERVICES INC,YES,2006-07-15,2019-08-19,A,,WILLIAM,BOLGAR,720-895-3122,PRESIDENT/TREASURER,CORAM ALTERNATE SITE SERVICES INC,<UNAVAIL>,CORAM ALTERNATE SITE SERVICES INC,,,,,,,,,,,,US,United States,LOCATION,DOM,9401 SOUTHERN PINE BLVD STE J,"",CHARLOTTE,NC,282735596,704-523-7731,704-523-8001
1770517401,THE KROGER CO,NO,2006-07-10,2016-05-16,A,,ALLISON,MUENNICH,513-762-1019,MANAGER OF PHARMACY LICENSING,THE KROGER CO,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1795 WHISKEY RD,"",AIKEN,SC,298037337,803-642-5371,803-642-5417
1770563231,"SUMTER CUT RATE DRUG STORE, INC",NO,2006-01-20,2012-12-26,A,RPH,JOHN,HOLLADAY,803-773-8432,PARTNER,"SUMTER CUT RATE DRUG STORE, INC",,,W,DR.,,,,,,,,,,US,United States,LOCATION,DOM,32 S MAIN ST,"",SUMTER,SC,291505245,803-773-8432,803-436-5533
1770588097,"IVA DRUG STORE, INC.",NO,2005-06-14,2008-05-13,A,RPH,LANCE,BOLES,864-348-6138,PRESIDENT,"IVA DRUG STORE, INC.",,,P,MR.,,,,,,,,,,US,United States,LOCATION,DOM,720 E FRONT ST,"",IVA,SC,296559089,864-348-6138,864-348-2220
1770588154,"ORANGE CUT RATE DRUG STORE, INC",NO,2005-06-14,2016-08-30,A,,CHARLES,THOMPSON,803-536-0007,OWNER,"ORANGE CUT RATE DRUG STORE, INC",,,PAIGE,MR.,JR.,,,,,,,,,US,United States,LOCATION,DOM,7615 FREEDOM RD,"",BRANCHVILLE,SC,294322315,803-274-8585,
1770628653,"HAWTHORNE PELION PHARMACY, INC.",NO,2007-02-20,2019-06-25,A,,KRISTIE,CASSIDY,803-227-4464,OWNER,"HAWTHORNE PELION PHARMACY, INC.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,8073 EDMUND HIGHWAY,"",PELION,SC,291239805,803-894-4010,803-894-5150
1770686446,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,303 E RUTHERFORD ST,"",LANDRUM,SC,293561627,864-457-4163,
1770686545,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2401 E NORTH ST,"",GREENVILLE,SC,296151401,864-244-1851,
1770746026,WALGREEN CO,YES,2008-07-08,2016-09-02,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,100 LITTLE TEXAS RD,"",TRAVELERS REST,SC,296909428,864-834-4451,
1770940801,DILLON FAMILY PHARMACY I,NO,2016-01-20,2016-01-20,A,,WILLIAM,DUNLAP,803-984-1560,VICE PRESIDENT,DILLON FAMILY PHARMACY I,,,T,,,,,,,,,,,US,United States,LOCATION,DOM,603 N 6TH AVE,"",DILLON,SC,295362503,843-774-1816,
1770960247,WAL-MART STORES EAST LP,NO,2015-05-04,2017-02-17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,300 BYPASS 25 NE,"",GREENWOOD,SC,296463009,864-321-6029,864-321-6036
1770987695,WAL-MART STORES EAST LP,NO,2014-10-21,2017-02-16,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,680 OLD GREENVILLE HWY,"",CLEMSON,SC,296313363,864-722-6055,864-722-6052
1780127159,GREENVILLE HEALTH CORPORATION,NO,2016-12-02,2017-01-17,A,,STEVE,RANCK,864-522-1708,"DIRECTOR, AMBULATORY PHARMACY,AO",GREENVILLE HEALTH CORPORATION,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2400 BOILING SPRINGS RD STE B,"",BOILING SPRINGS,SC,293165304,864-578-9524,864-579-9529
1780135764,"SAM'S EAST, INC.",YES,2016-10-14,2017-04-06,A,,SARAH,LITTLE,479-277-2500,DIR HEALTHCARE CONTRACT & ENROLL,"SAM'S EAST, INC.",<UNAVAIL>,"WAL-MART STORES, INC.",,,,,,,,,,,,US,United States,LOCATION,DOM,14 BLUFFTON ROAD,"",BLUFFTON,SC,299100000,843-837-1862,843-837-1113
1780618405,THE KROGER CO,NO,2006-07-10,2016-06-28,A,,ALLISON,MUENNICH,513-762-1019,MANAGER OF PHARMACY LICENSING,THE KROGER CO,,,,,,,,,,,,,,US,United States,LOCATION,DOM,9610 N KINGS HWY,"",MYRTLE BEACH,SC,295724006,843-449-2158,843-692-7221
1780750646,WALGREEN CO,YES,2006-11-24,2015-11-29,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1101 HIGHWAY 9 BYPASS W,"",LANCASTER,SC,297201710,803-289-1223,
1780787457,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,4724 CHARLOTTE HWY,"",CLOVER,SC,297108095,803-831-1911,
1780787556,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2011-12-06,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,6617 N KINGS HWY,"",MYRTLE BEACH,SC,295723012,843-449-5246,
1780788430,"EAU CLAIRE COOPERATIVE HEALTH CENTER,INC",NO,2006-09-12,2020-08-22,A,,STUART,HAMILTON,803-252-3770,CEO,"EAU CLAIRE COOPERATIVE HEALTH CENTER,INC",,,,DR.,,,,,,,,,,US,United States,LOCATION,DOM,4605 MONTICELLO RD,"",COLUMBIA,SC,292034156,803-252-3770,803-252-7443
1780819839,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",NO,2009-05-19,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS","SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,1858 REMOUNT RD,"",HANAHAN,SC,294103270,843-747-5213,
1780958744,"DOGWOOD PHARMACY, LLC",NO,2012-03-08,2020-06-09,A,PHARMD,ELVIN,MONTANEZ,800-628-6965,COO,"DOGWOOD PHARMACY, LLC",,,,,,2020-06-09,,,,,,,,US,United States,LOCATION,DOM,"1325 MILLER RD, SUITE K","",GREENVILLE,SC,296076541,866-840-4067,866-514-8299
1790210839,MUKTA LLC,NO,2017-04-26,2017-04-26,A,,ASHISH,PATEL,864-210-1811,MANAGER,MUKTA LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1103 N MAIN ST STE E,"",FOUNTAIN INN,SC,296441336,864-210-1811,864-210-1810
1790306363,CONWAY PHARMACY,NO,2020-05-05,2020-07-14,A,,MOHIT,PAWAR,843-298-5421,OWNER,CONWAY PHARMACY,,,,,,2020-07-14,,,,,,,,US,United States,LOCATION,DOM,1610 CHURCH ST STE C,"",CONWAY,SC,295262960,843-488-3535,843-488-3435
1790707446,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-07-24,2016-11-08,A,,SUSAN,COLBERT,401-770-2751,"SR. DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1050 FORDING ISLAND RD,"",BLUFFTON,SC,299108664,843-815-8191,843-815-8191
1790708071,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-07-26,2016-11-08,A,,SUSAN,COLBERT,401-770-2751,"SR. DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,8199 WARREN H ABERNATHY HWY,"",SPARTANBURG,SC,293012452,864-576-7591,864-576-7591
1790772598,M J W CORPORTATION,NO,2005-10-05,2017-01-17,A,RPH,JAMES,WATTS,803-599-1776,PIC,M J W CORPORTATION,,,,,,,,,,,,,,US,United States,LOCATION,DOM,333 NEWBERRY ST NW,"",AIKEN,SC,298013929,803-649-1776,803-641-0205
1790888469,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,4295 JEFFERSON DAVIS HWY,"",BEECH ISLAND,SC,29842,803-593-5196,
1790888477,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2012-03-01,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,5215 ASHLEY PHOSPHATE RD,"",N CHARLESTON,SC,294182823,843-767-4500,
1790894061,WALGREEN CO,YES,2006-08-30,2015-11-29,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,395 N HIGHWAY 52,"",MONCKS CORNER,SC,294613919,843-899-6601,
1801037775,WALGREEN CO,YES,2009-03-23,2016-10-04,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,9001 TWO NOTCH RD,"",COLUMBIA,SC,292235834,803-419-3664,
1801087556,WALGREEN CO,YES,2007-08-07,2017-09-13,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,3701 N KINGS HWY,"",MYRTLE BEACH,SC,295772935,843-448-9104,
1801131719,"AYNOR FAMILY PHARMACY, INC",NO,2012-12-04,2012-12-04,A,,JENNIFER,BROWN,843-995-2326,PHARMACIST/OWNER,"AYNOR FAMILY PHARMACY, INC",,,,,,,,,,,,,,US,United States,LOCATION,DOM,240 8TH AVENUE,"",AYNOR,SC,29511,843-358-2000,843-358-2524
1801801998,WALGREEN CO,YES,2006-07-29,2016-07-21,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,2018 AUGUSTA ST,"",GREENVILLE,SC,296051750,864-232-4781,
1801813050,WAL-MART STORES EAST LP,NO,2006-07-16,2017-02-16,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,6134 WHITE HORSE RD,"",GREENVILLE,SC,296113837,864-295-3186,
1801990601,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-12,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,415 E BROOKS RD,"",ANDREWS,SC,295104041,803-264-3045,
1811045677,"GENESIS HEALTH CARE, INC",YES,2007-01-08,2021-06-23,A,,ALEXANDER,COHEN,803-254-3676,MCO,"GENESIS HEALTH CARE, INC",<UNAVAIL>,"GENESIS HEALTH CARE, INC",H,,,2021-06-23,,,,,,,,US,United States,LOCATION,DOM,201 CASHUA ST,SUITE A,DARLINGTON,SC,295323301,843-393-6591,
1811060650,WALGREEN CO,YES,2006-11-17,2016-08-30,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,837 W FLOYD BAKER BLVD,"",GAFFNEY,SC,293411805,864-902-0374,
1811091614,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",NO,2006-09-12,2010-11-19,A,,SUSAN,COLBERT,401-770-2751,DIRECTOR PAYER RELATIONS,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,821 S BATESVILLE RD,"",GREER,SC,296503656,864-879-1702,
1811194194,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",NO,2007-06-29,2012-02-08,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS","SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,101 FETLOCK DRIVE,"",MYRTLE BEACH,SC,29588,843-236-6300,401-770-7108
1811204696,WALGREEN CO,YES,2010-09-01,2017-12-13,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1925 ASHLEY RIVER RD,"",CHARLESTON,SC,294074712,843-405-1500,
1811248412,"GENOA HEALTHCARE, LLC",NO,2012-09-24,2021-04-27,A,,NATASHA,HENNESSY,612-722-4249,CHIEF PHARMACY OFFICER,"GENOA HEALTHCARE, LLC",,,,,,2021-04-27,,,,,,,,US,United States,LOCATION,DOM,4 HARBISON WAY,"",COLUMBIA,SC,292123402,803-731-0203,866-935-3629
1811476005,REGENESIS ORGANIZATION COMMUNITY HEALTH CENTER,NO,2018-08-09,2020-07-01,A,,MARLON,HUNTER,864-582-2817,CEO,REGENESIS ORGANIZATION COMMUNITY HEALTH CENTER,,,,,,2020-07-01,,,,,,,,US,United States,LOCATION,DOM,1341 N LIMESTONE ST,"",GAFFNEY,SC,293404733,864-514-1001,864-435-9720
1811902901,WALGREEN CO,YES,2006-07-29,2016-10-11,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1290 CHESTNUT ST,"",ORANGEBURG,SC,291153567,803-531-6115,
1811902984,WALGREEN CO,YES,2006-07-29,2016-08-25,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,8395 DORCHESTER RD,"",NORTH CHARLESTON,SC,294182916,843-207-1578,843-207-9528
1811914070,WAL-MART STORES EAST LP,NO,2006-07-16,2017-02-16,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,14055 E WADE HAMPTON BLVD,"",GREER,SC,296511500,864-877-2296,
1811915614,WAL-MART STORES EAST LP,NO,2006-07-18,2017-02-17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,805 HWY 9 BYPASS WEST,"",LANCASTER,SC,29720,803-286-5424,
1811937253,PUBLIX SUPER MARKETS INC,NO,2006-06-07,2019-11-18,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,111 W BUTLER RD,"",MAULDIN,SC,296622534,864-987-1607,864-987-9513
1821003914,WALGREEN CO,YES,2006-07-29,2016-08-26,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,101 W WADE HAMPTON BLVD,"",GREER,SC,296501651,864-968-1949,
1821015082,WAL-MART STORES EAST LP,NO,2006-07-16,2017-02-20,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,809 ENTERPRISE RD,"",DILLON,SC,29536,843-841-2228,
1821038266,PUBLIX SUPER MARKETS INC,NO,2006-06-07,2019-11-18,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,4840 FOREST DR STE 10,"",COLUMBIA,SC,292064810,803-790-4929,803-790-4933
1821109901,"MAXWELL & HALFORD DRUG, INC.",NO,2006-08-31,2014-03-21,A,,THOMAS,STONE,803-275-2021,PHARMACIST/PARTNER,"MAXWELL & HALFORD DRUG, INC.",,,EDWARD,MR.,,,,,,,,,,US,United States,LOCATION,DOM,432 CALHOUN ST,"",JOHNSTON,SC,298321317,803-275-2021,
1821117375,"TLC MEDICAL CENTRE, INC.",NO,2007-03-28,2009-10-30,A,,RICHARD,HEATON,803-648-7800,AGENT,"TLC MEDICAL CENTRE, INC.",,,DAVID,,,,,,,,,,,US,United States,LOCATION,DOM,190 CREPE MYRTLE DR,"",AIKEN,SC,298037543,803-648-7800,803-648-7277
1821186461,BLACKVILLE HEALTH INVESTORS,NO,2006-10-10,2013-01-30,A,BS PHARMACY,KYLE,MCHUGH,803-284-3372,PRES,BLACKVILLE HEALTH INVESTORS,,,F,MR.,,,,,,,,,,US,United States,LOCATION,DOM,19354 SOLOMON BLATT AVE N,"",BLACKVILLE,SC,298172304,803-284-3372,803-284-3372
1821191511,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2021-01-31,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,2021-01-28,,,,,,,,US,United States,LOCATION,DOM,1200 E BUTLER RD,"",GREENVILLE,SC,296075910,864-297-2501,864-284-6346
1821191792,"HARRIS TEETER, LLC",NO,2006-09-06,2014-10-08,A,,ROSE,WARD,704-844-6524,"MANAGER, PHARMACY ADMIN/AR","HARRIS TEETER, LLC",,,,,,,,,,,,,,US,United States,LOCATION,DOM,1750 HWY. #160 W,"",FORT MILL,SC,29708,803-396-0450,704-844-6556
1821238551,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,NO,2009-02-20,2016-12-18,A,"PHARMD, MBA",HEATHER,EASTERLING,843-792-5691,ADMINISTRATOR,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,,,,,,,,,,,,,,US,United States,LOCATION,DOM,25 COURTENAY DR,RM M104,CHARLESTON,SC,294258911,843-876-0199,843-876-4583
1821307356,RHSC LLC,NO,2010-10-01,2019-01-25,A,,VIC,PATEL,803-804-4735,"OWNER, AO",RHSC LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,725 CHERRY RD STE 103,"",ROCK HILL,SC,297323143,803-327-1640,803-327-1641
1821355611,SAMS EAST INC,YES,2012-04-18,2013-09-05,A,,LAURA,LEVINE,479-204-8550,MGR OF GOVERNMENT CONTRACTING,SAMS EAST INC,<UNAVAIL>,WAL-MART STORES INC,,,,,,,,,,,,US,United States,LOCATION,DOM,3812 LIBERTY HWY STE 6,"",ANDERSON,SC,296211344,864-226-7729,
1821493693,PUBLIX SUPER MARKETS INC,NO,2014-10-23,2019-11-18,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1576 HIGHWAY 17 N,"",NORTH MYRTLE BEACH,SC,295822552,843-272-0059,843-491-6911
1821513235,HARRIS TEETER LLC,NO,2017-08-07,2018-04-19,A,,ALLISON,BREDESTEGE,513-762-1019,MANAGER OF PHARMACY LICENSING,HARRIS TEETER LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1812 SAM RITTENBERG BLVD STE 2,"",CHARLESTON,SC,294074868,704-844-4147,
1821531062,"GLEATON PHARMACY GROUP, LLC",NO,2016-11-21,2017-01-18,A,PHARMD,KRISALYN,GLEATON,843-991-8403,OWNER,"GLEATON PHARMACY GROUP, LLC",,,,,,,,,,,,,,US,United States,LOCATION,DOM,2000 SAM RITTENBERG BLVD STE 134,"",CHARLESTON,SC,294074629,843-818-4638,843-952-7157
1821635301,GREENVILLE HEALTH CORPORATION,NO,2019-12-04,2020-04-14,A,,POLLY,MILLER,864-522-2286,VP PAYOR STRATEGIES & ALIGNMENT,GREENVILLE HEALTH CORPORATION,,,H.,,,2020-04-14,,,,,,,,US,United States,LOCATION,DOM,14 RICHLAND MEDICAL PARK DR STE 210,"",COLUMBIA,SC,292036877,803-434-6482,803-434-2134
1831104785,INGLES MARKETS INC,NO,2006-07-29,2019-08-14,A,RPH,STEPHEN,CUCCHI,828-669-2941,VP OF PHARMACY,INGLES MARKETS INC,,,V,MR.,,,,,,,,,,US,United States,LOCATION,DOM,502 ANN ST STE A,"",PICKENS,SC,296712267,864-878-2464,864-878-5108
1831110899,NUTRITIONAL SUPPORT SERVICES,NO,2006-07-22,2020-01-28,A,,TERRY,LEEMAN,615-890-2020,PRESIDENT,NUTRITIONAL SUPPORT SERVICES,,,,,,2020-01-28,,,,,,,,US,United States,LOCATION,DOM,1200 WOODRUFF RD STE C28,"",GREENVILLE,SC,296075751,864-288-0816,800-227-9356
1831116094,WAL-MART STORES EAST LP,NO,2006-07-16,2017-02-16,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,651 HIGHWAY 28 BYP,"",ANDERSON,SC,296243009,864-261-7459,
1831139278,PUBLIX SUPER MARKETS INC,NO,2006-06-07,2019-11-18,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1750 WOODRUFF RD,"",GREENVILLE,SC,296075933,864-987-7086,864-987-7092
1831167873,DISCOUNT DRUG OF SWANSEA,NO,2006-03-08,2008-11-07,A,RPH,ANTHONY,RAY,803-568-3251,PARTNER,DISCOUNT DRUG OF SWANSEA,,,BUCK,MR.,III,,,,,,,,,US,United States,LOCATION,DOM,290 WEST THIRD STREET,"",SWANSEA,SC,291600985,803-568-3251,803-568-7590
1831266592,NEW HORIZON PHARMACY #2,NO,2006-11-29,2020-08-22,A,,REGINA,COOK,864-233-1534,CEO,NEW HORIZON PHARMACY #2,,,,,,,,,,,,,,US,United States,LOCATION,DOM,811 PENDLETON ST,SUITE 11,GREENVILLE,SC,296013209,864-751-3200,864-751-3218
1831289818,H AND M HEALTHCARE INC,NO,2006-10-13,2020-09-30,A,RPH,TAVIA,FOGLE,803-247-2133,OWNER,H AND M HEALTHCARE INC,,,S,,,2020-09-30,,,,,,,,US,United States,LOCATION,DOM,6611 SAVANNAH HWY,"",NEESES,SC,291079361,803-247-2135,803-247-4335
1831292374,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2011-12-06,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1041 YORK ST NE,"",AIKEN,SC,298014025,803-649-0521,
1831292697,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2011-12-06,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,100 REMBERT DENNIS BLVD,"",MONCKS CORNER,SC,29461,803-761-8261,
1831423326,KRT ENTERPRISES,NO,2009-09-30,2009-09-30,A,RPH,KERMIT,TODD,843-248-4609,RPH/OWNER,KRT ENTERPRISES,,,RANDALL,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1401 MAIN ST,"",CONWAY,SC,295263568,843-248-4609,843-488-0770
1831533199,SAMS EAST INC,YES,2013-04-17,2013-10-29,A,,LAURA,LEVINE,479-204-8550,MANAGER GOVT CONTRACTING,SAMS EAST INC,<UNAVAIL>,WAL-MART STORES INC,,,,,,,,,,,,US,United States,LOCATION,DOM,309 ROLLING HILLS CIR,"",EASLEY,SC,296407124,864-644-9012,864-644-9013
1831615715,WALGREEN CO,YES,2017-08-22,2019-03-06,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,,,US,United States,LOCATION,DOM,5001 SOCASTEE BLVD,"",MYRTLE BEACH,SC,295887339,843-293-6066,843-293-6238
1841237245,"PRUITTHEALTH PHARMACY SERVICES, INC.",NO,2006-06-02,2014-07-09,A,,NEIL,PRUITT,770-279-6200,CHAIRMAN AND CEO,"PRUITTHEALTH PHARMACY SERVICES, INC.",,,L,,JR.,,,,,,,,,US,United States,LOCATION,DOM,328 RIVERCHASE WAY,"",LEXINGTON,SC,290728010,803-739-4949,803-739-4950
1841271525,CLINKSCALES DRUGS INC,NO,2005-11-09,2017-01-26,A,,EUGENE,CLINKSCALES,864-338-8217,OWNER/PRESIDENT,CLINKSCALES DRUGS INC,,,LESLIE,MR.,,,,,,,,,,US,United States,LOCATION,DOM,727 ANDERSON ST,"",BELTON,SC,296272100,864-338-8217,864-338-6935
1841280625,KEMPSON REXALL DRUGS INC,NO,2005-10-24,2020-09-01,A,,MARIANNE,SMITH,864-472-2136,PHARMACIST/VICE PRESIDENT,KEMPSON REXALL DRUGS INC,,,,,,2020-09-01,,,,,,,,US,United States,LOCATION,DOM,27 N MAIN ST,"",INMAN,SC,293491425,864-472-2136,864-472-2136
1841374097,WALGREEN CO,YES,2006-10-24,2018-04-30,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,,,US,United States,LOCATION,DOM,1 THE PKWY,"",GREENVILLE,SC,296155026,864-288-9334,
1841393600,SOUTH CAROLINA CVS PHARMACY LLC,NO,2006-09-07,2011-12-06,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,315 W BUTLER RD,"",MAULDIN,SC,296622531,864-288-1847,
