x,y,objectid,name,street,city,state,zip,county,mail_phone,website,open_jan,open_feb,open_mar,open_apr,open_may,open_jun,open_jul,open_aug,open_sep,open_oct,open_nov,open_dec,cash,check,credit,debit,other_pay,wic,senior,snap_ebt,snap_trans,h_bucks,geoid,tract_latitude,tract_longitude,lat,lon
-9019517.216,4154150.542,10016,Old Town Farmers Market At Legal Remedy Brewing,129 Oakland Ave,Rock Hill,SC,29732,YORK,,http://www.onlyinoldtown.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,,,,,,,,,,45091060501,+34.9325443,-081.0382008,34.930004,-81.02396
-9091965.56,3983192.351,10018,Sara's Fresh Market,2601 Columbia Hwy North,Aiken,SC,29805,AIKEN,803-642-1133,http://titanfarms.com,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,,YES,YES,NO,,NO,45003020200,+33.6685580,-081.6441212,33.660263,-81.67451
-8838820.886,4053058.378,10819,Marion Farmers' Market,229 North Main,Marion,SC,29571,MARION,843-423-9891,www.theswampfox.org,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,,NO,NO,NO,N/A,NO,45067950600,+34.1309919,-079.3264614,34.180344,-79.40025
-8832147.789,4044138.843,10821,Herbie's Produce at Sparky's,2416 South HWY. 501,Marion,SC,29571,MARION,8434304814,,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,NO,45067950600,+34.1309919,-079.3264614,34.113598,-79.3405
-8753180.967,4018914.048,11221,Indigo Farms Market,2000 HWY 57,Little River,SC,29566,HORRY,843-399-6902,www.indigofarmsmarket.com,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,,NO,NO,NO,,NO,45051040104,+33.8868648,-078.6108585,33.92593178,-78.6320316
-8807755.551,3954782.193,11225,Mary Beth's Sustainable Foods,11151 Ocean HWY,Pawleys Island,SC,29585,GEORGETOWN,843-458-9009,,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,YES,YES,,NO,NO,NO,,NO,45043920503,+33.4766920,-079.1281755,33.44674014,-79.12160671
-8800865.489,4006564.925,11624,Chops Produce and Community Cannery,505 Church St,Conway,SC,29526,HORRY,843-248-1784,www.palmettoworks.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,,NO,NO,NO,,NO,45051070300,+33.8534671,-079.0653864,33.8337767,-79.05920257
-9093496.758,4040510.773,12019,"Patchwork Farm, LLC",110 Dairy Lane,Saluda,SC,29138,SALUDA,,,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,NO,NO,NO,,,45081960100,+34.1172525,-081.7462622,34.084667,-81.68767
-8934895.823,4056796.783,12822,Lee Co. Farmers Market - Jared's Ace Hardware,576 Sumter Hwy,Bishopville,,29010,LEE,8032292679,,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,,,,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,YES,"",+34.2712347,-080.3181752,34.204326,-80.270365
-8860487.433,3984328.487,13619,Williams Vineyard and Farm,21 Gabriel Place,Nesmith,,29580,WILLIAMSBURG,8433828251,,,,,,,,,YES,YES,,,,YES,YES,NO,NO,,NO,NO,NO,N/A,NO,45089970400,+33.6085250,-079.5803964,33.66822,-79.59543
-9155448.671,4082481.732,14019,Ware Shoals Farmers Market,8 Mill Street,Ware Shoals,SC,29692,GREENWOOD,864-456-7478,,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,None,NO,NO,NO,N/A,NO,45047970102,+34.3181322,-082.2696150,34.398033,-82.24598
-9113439.36,4084886.598,14020,Crescent Farms,3111 Highway 56 S,Clinton,SC,29325,LAURENS,802-380-0605,https://www.crescentfarmsc.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,None,NO,NO,NO,,,45059920800,+34.4227328,-081.8992407,34.454931,-81.876649
-9134062.181,4089535.756,14022,Highway 221 South Peanuts and Produce,4568 Hwy 221 South,Laurens,SC,29360,LAURENS,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,,NO,NO,NO,,,45059921001,+34.3629151,-082.0389254,34.384967,-82.052464
-9221523.085,4139769.528,14023,Mile Creek Farm and Produce,824 Mount Olivet Rd,Six Mile,SC,29682,PICKENS,864-723-4955,https://www.milecreekfarmsixmilesc.com,,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,45077010300,+34.8111934,-082.8049294,34.823795,-82.8393
-9190609.826,4139845.594,14024,Winslett's Produce Market,401 Powdersville Rd,Easley,SC,29642,PICKENS,864-855-1176,https://www.winslettsmarket.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Apple Pay,NO,NO,NO,,,45077010804,+34.8226519,-082.5830564,34.82318,-82.56093
-9179359.675,4102709.526,14420,Barefoot Farms of Belton,293 Murphy Rd,Belton,SC,29627,ANDERSON,864-338-3276,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,None,,,,,,45007010402,+34.5777621,-082.5046973,34.548313,-82.45879
-8846416.052,3908526.854,14821,McClellanville Land and Sea Market,1369 North Pinckney Street,McClellanville,SC,29458,CHARLESTON,,http://landandseamcvl.com/,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,,NO,NO,NO,,,45019005000,+33.0393507,-079.5734552,33.098907,-79.46836
-8885064.106,3874082.7,14822,East Cooper Community Outreach,1145 6 Mile Rd,Mt Pleasant,SC,29466,CHARLESTON,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,Free,NO,NO,NO,N/A,NO,45019004610,+32.8245244,-079.7688751,32.839806,-79.81519
-8902406.675,3877368.038,15219,Celadon’s Flea & Farmers Market,2221 Noisette Blvd.,North Charleston,SC,29405,CHARLESTON,843 884 7005,http://celadonathome.com/events/celadons-flea-farmers-market/,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,,,,,,,,45019005500,+32.8532338,-079.9554747,32.86549582,-79.9710757
-9012402.532,4070037.005,16019,Fairfield Farmers and Artisans Market,170 Palmer Street,Ridgeway,SC,29103,FAIRFIELD,803-627-0489,,,,,,YES,YES,YES,YES,YES,,,,YES,YES,YES,YES,,NO,YES,NO,,,45039960300,+34.3424663,-080.9219134,34.30887865,-80.96213356
-8947257.916,4019813.62,18419,USC Farmers Market (Dorr Farms),200 Miller Road,Sumter,SC,29150,SUMTER,(803) 495-2639,N/A,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,Pay Pal,NO,YES,NO,N/A,NO,45085000902,+33.9307112,-080.3812259,33.93248,-80.37287
-8947254.93,4019816.904,18819,USC Farmers Market (Wildfire Farms),200 Miller Road,Sumter,SC,29150,SUMTER,(803) 499-1749,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,,NO,NO,NO,,,45085000902,+33.9307112,-080.3812259,33.93248,-80.37287
-8945802.913,4018194.262,19219,American Legion Farmers Market (Newmans Farm House),25 Artillery Drive,Sumter,SC,29150,SUMTER,(803) 983-3249,americanlegionfarmersmarket.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,NO,YES,NO,N/A,NO,45085001300,+33.9165836,-080.3525729,33.91779874,-80.36048906
-8945790.173,4018251.59,19220,American Legion Farmers Market ( M & M Farms),25 Artillery Road,Sumter,SC,29150,SUMTER,(803) 486-5357,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,,YES,YES,NO,N/A,NO,45085001300,+33.9165836,-080.3525729,33.91779874,-80.36048906
-8945755.14,4018222.926,19221,American Legion Farmers Market (Munoz),25 Artillery Drive,Sumter,SC,29150,SUMTER,(843) 598-4701,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,NO,NO,NO,N/A,NO,45085001300,+33.9165836,-080.3525729,33.91779874,-80.36048906
-8945764.694,4018289.808,19222,American Legion Farmers Market (Harris Naturally Grown,25 Artillery Drive,Sumter,SC,29150,SUMTER,(843) 992-3780,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,Venmo,NO,NO,NO,N/A,NO,45085001300,+33.9165836,-080.3525729,33.91779874,-80.36048906
-8947258.4,4019816.022,19619,USC Farmers' Market (The Veggie Patch),200 Miller Road,Sumter,SC,29150,SUMTER,(803) 206-6480,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,Venmo,YES,YES,NO,N/A,NO,45085000902,+33.9307112,-080.3812259,33.93248,-80.37287
-9018129.878,4040909.905,20019,Sal's Ol' Timey Feed and Seed,113 Hilltop Dr.,Columbia,SC,29203,RICHLAND,803-786-6546,https://salslocalseed.com/,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,YES,,NO,NO,NO,,,45079010702,+34.0951978,-081.0058934,34.090275,-81.011375
-8967424.679,3815955.574,9587,Pasture Shed Farm,1083 Sea Island Pkwy,St. Helena Island,SC,29920,BEAUFORT,8435217063,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,,,45013001101,+32.4230434,-080.5098578,32.40202193,-80.555966
-9021051.53,3934883.284,9590,S & S Produce,Intersection Of Calhoun St. And Hwy 78,Bamberg,SC,29003,BAMBERG,803-747-4560,,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,45009960200,+33.2528574,-080.9598246,33.29783776,-81.03747796
-8922539.86,3844529.519,9591,Rosebank Farm,4362 Betsy Kerrison Pkwy,Johns Island,SC,29455,CHARLESTON,8437680508,http://www.rosebankfarms.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,,45019002103,+32.6727041,-080.0718045,32.61777458,-80.15422315
-8981998.654,3814411.974,9593,Port Royal Farmers Market,Ribaut Road Intersection Of Pinckney Blvd.,Port Royal,SC,29935,BEAUFORT,(843)470-0699 OR (843)492-2211,http://www.portroyalfarmersmarket.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,45013000800,+32.3847275,-080.6965888,32.39002552,-80.68682212
-9001561.421,3794232.197,9595,Farmer's Market Of Bluffton,Calhoun St. Intersection Of Lawton St.,Bluffton,SC,29910,BEAUFORT,8434152446,http://www.farmersmarketbluffton.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED THROUGH OUTLET-WIDE PROGRAM,,45013002107,+32.2608068,-080.8659839,32.2374171,-80.86239822
-8845400.838,3910108.047,9607,Branton Produce,10616 N Hwy 17,Mcclellanville,SC,29458,CHARLESTON,8438873126,,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,,,45019005000,+33.0393507,-079.5734552,33.11136056,-79.46049426
-8883733.245,3875712.886,9608,Boone Hall Farms Market Produce Stand,2330 North Highway 17,Mt Pleasant,SC,29466,CHARLESTON,8438844371,http://www.boonehallfarms.com,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,,,45019004608,+32.8973520,-079.7890349,32.85221178,-79.80639255
-8932330.445,3896331.222,9609,Rivers Vegetable Market,200 Cone Ln.,Summerville,SC,29483,DORCHESTER,8438759036,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,45035010504,+32.9855747,-080.2374595,33.0097321,-80.24109315
-9027076.824,3876446.422,9611,Hampton County Farmer's Market,Intersection Of Center St. And W.Carolina Ave.,Hampton,SC,29924,HAMPTON,8039422324,,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,,,45049920200,+32.8590563,-081.0106074,32.85834115,-81.09152242
-8970536.08,3808732.152,9617,Marshview Farm,1257 Seaside Rd.,St. Helena Island,SC,29920,BEAUFORT,5129697300,,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,,45013001102,+32.3630229,-080.5792222,32.34762517,-80.58450852
-8962641.196,3817486.916,9618,Dempsey Farms,1576 Sea Island Pkwy,St. Helena Island,SC,29920,BEAUFORT,8438383656,http://www.dempseyfarmsupick.com/,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,,45013001102,+32.3630229,-080.5792222,32.32828611,-80.60545881
-8969013.045,3815884.826,9620,Barefoot Farms,939 Sea Island Pkwy,St. Helena Island,SC,29920,BEAUFORT,8438387421,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,,45013001101,+32.4230434,-080.5098578,32.40122042,-80.5704695
-8995507.934,3928809.674,9627,Branchville Farmer's Market,Freedom Rd Us 21/ 78 At Railroad Tracks,Branchville,SC,29432,ORANGEBURG,8033471604,http://branchville.sc.gov/community/farmers-market,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,NO,,,45075011700,+33.3176401,-080.8857594,33.25284535,-80.81533927
-8914704.165,3850330.88,9633,Fields Family Farm,3129 River Rd,Johns Island,SC,29455,CHARLESTON,843-729-9606,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,YES,45019002103,+32.6727041,-080.0718045,32.68285978,-80.02449962
-8773423.798,4009301.168,9693,Jaw's Produce,6951 Hwy 90,Longs,SC,29568,HORRY,843-457-5259,http://sites.google.com/site/jawsproduce,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,HANDLED BY INDIVIDUAL VENDOR,NO,45051060301,+33.8542270,-078.8517314,33.8602987,-78.8163573
-8885643.195,3984070.229,9713,Williamsburg County Farmers Market,East Main Street Intersection Of Madison Avenue,Kingstree,SC,29556,WILLIAMSBURG,8433569493,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,N/A,NO,45089970502,+33.7051116,-079.7531332,33.66712055,-79.82096194
-9097604.351,3974588.936,9719,Jackson's Peach Stand,Intersection Of Croft Mill Rd. And Hwy 19,Aiken,SC,29801,AIKEN,(803) 637-3265,,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,,,45003020302,+33.6120849,-081.7527523,33.59696669,-81.72536794
-8800157.931,3967509.089,9725,Lee's Farmers Market,4883 Hwy 17 Bypass N.,Murrells Inlet,SC,29576,GEORGETOWN,8436517398,http://www.leesfarmersmarket.com,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,45043920502,+33.5181934,-079.0806567,33.54168449,-79.04980241
-8808655.789,4014948.428,9728,Carrols Produce - Enoch Road,Intersection Of Enoch Rd. And Hwy 501 W.,Conway,SC,29526,HORRY,8434216294,,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,N/A,NO,45051080200,+33.9415985,-079.2327837,33.90794395,-79.13365146
-8814293.873,4023605.768,9730,Bobby's Produce,Intersection Of Hwy 501 W. And Wm. Nobles Rd.,Aynor,SC,29511,HORRY,,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,N/A,NO,45051080102,+34.0039385,-079.2072429,33.96230254,-79.18035726
-8810959.079,4017666.454,9731,Dean's Produce,Intersection Of Hwy 22 And Hwy 501 W.,Aynor,SC,29511,HORRY,8432892395,,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,N/A,NO,45051080200,+33.9415985,-079.2327837,33.92114725,-79.15241357
-9125323.4,4183879.957,9740,Mcdowell Farms,3731 Hwy 11 W.,Chesnee,SC,29323,SPARTANBURG,8649788158,,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,VENDOR,,45083022304,+35.1470996,-081.9381782,35.14806684,-81.97464167
-8945360.389,3993793.958,9748,The Fruit Stand,Intersection Of Hwy 15 South And Hwy 261,Sumter,SC,29154,CLARENDON,,,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,45027960400,+33.7237211,-080.3778775,33.76145785,-80.35865944
-8957901.912,4032909.179,9749,Wildfire Farm,Intersection Of Hwy 521 And Hwy 441,Dalzell,SC,29040,SUMTER,(803) 499-1749,,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,45085000202,+34.0127661,-080.4618438,34.03341207,-80.46334124
-8943926.764,4018694.337,9750,Matthews Produce,Intersection Of Hwy 521 And Hwy 441,Sumter,SC,29150,SUMTER,(352) 457-2238,,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,,,45085000202,+34.0127661,-080.4618438,34.03341207,-80.46334124
-8945763.598,4018018.397,9751,Bradley's Produce,Intersection Of S.Guignard Dr. And Hwy 763,Sumter,SC,29150,SUMTER,(803) 774-5050,,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,,,45085001300,+33.9165836,-080.3525729,33.92138973,-80.35960188
-8948220.535,4022967.212,9752,Deaton Produce,Intersection Of Broad St. At Hwy 378/76,Sumter,SC,29150,SUMTER,,,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,,,45085000901,+33.9483910,-080.3732220,33.95665351,-80.38381603
-9183442.932,4099750.756,9769,Belton Farmer's Market,N.Main St. Intersection Of Blake St.,Belton,SC,29627,ANDERSON,,http://www.cityofbeltonsc.com,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,,,45007011402,+34.5256364,-082.4416280,34.52804217,-82.49586968
-9202105.15,4070064.891,9778,Iva Farmer's Market,Sc Hwy 81 Intersection Of East And West Broad Streets,Iva,SC,29655,ANDERSON,,http://townofiva.org/,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,45007011700,+34.3109700,-082.6793835,34.30671403,-82.66390094
-9215470.718,4116466.694,9779,Pendleton Farmers' Market,S. Mechanic St. Intersection Of E. Main St.,Pendleton,SC,29670,ANDERSON,,http://townofpendleton.org/,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,,,45007010700,+34.6422416,-082.7791119,34.65214911,-82.78410114
-8928812.612,3987957.872,9793,Manning Farmers Market,Intersection Of Church St. And Boyce St.,Manning,SC,29102,CLARENDON,8034358477,,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,45027960500,+33.7032431,-080.2749535,33.69627544,-80.20922248
-8838964.15,4092795.519,9796,Williams Produce,2408 Hwy 9 West,Dillon,SC,29536,DILLON,8437743610,,YES,NO,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,45033970100,+34.5280750,-079.4228841,34.47650334,-79.40174047
-9108017.884,4004414.346,9797,Johnston Farmers Market,Intersection Of Hwy 23 And Calhoun St.,Johnston,SC,29832,EDGEFIELD,8032750010,,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,,,45037970300,+33.7963576,-081.7706297,33.83125671,-81.80194366
-9120387.532,4000596.21,9801,Edgefield Farmers' Market,Intersection Of Main St. And Courthouse Square,Edgefield,SC,29824,EDGEFIELD,8035070278,http://www.exploreedgefield.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,,,45037970202,+33.8472526,-081.9454445,33.79137819,-81.92903228
-8879916.783,4051295.949,9803,Lambs Produce,Intersection Of Irby St. And 419 Second Loop Rd.,Florence,SC,29505,FLORENCE,8436656604,,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,45041001400,+34.1570461,-079.7798661,34.16783112,-79.76430551
-8855611.199,3954688.696,9810,Farmer Ed's Produce,614 Brooks Rd.,Andrews,SC,29510,GEORGETOWN,843-264-5241,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,45043920202,+33.5087031,-079.4737419,33.44747286,-79.55136575
-9156148.897,4128494.971,9813,Simpsonville Farmers' Market,Simpsonville City Park In The 400 Block Of East Curtis St.,Simpsonville,SC,29681,GREENVILLE,,http://www.simpsonvillefarmersmarket.com,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,45045003010,+34.7569276,-082.2476429,34.73918772,-82.25067479
-9152539.447,4076326.655,9822,Early Bird Farms,6902 Hwy 25 N,Hodges,SC,29653,GREENWOOD,8649427566,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,45047970101,+34.3088563,-082.1849097,34.35403784,-82.21780764
-8768447.336,4030015.107,9824,Bellamy Farms,4347 E. Hwy 9,Loris,SC,29569,HORRY,8437566741,,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,45051030101,+33.9968965,-078.7814877,34.00741668,-78.76207107
-8779314.507,4028167.456,9826,Holmes Farms Produce,2650 Red Bluff Rd.,Loris,SC,29569,HORRY,8437562378,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,45051020300,+34.0146550,-078.9590241,33.9970017,-78.86627547
-8795628.256,4001451.04,9834,Coastal Carolina University (CCU) Farmers Market,"Prince Lawn, 100 Chanticleer Dr. E.",Conway,SC,29527,HORRY,843-839-4488,http://www.waccamawmarkets.org,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,45051060405,+33.7922107,-079.0120361,33.79626665,-79.00764925
-8787541.237,3984603.089,9841,Market Common Farmers Market,Deville St. At Market Common,Myrtle Beach,SC,29577,HORRY,843-839-4488,http://www.waccamawmarkets.org,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,45051980100,+33.6782314,-078.9302466,33.67080881,-78.93922846
-8791388.486,3976156.862,9843,Surfside Beach Farmers Market,Corner of Surfside Drive and Willow Drive N.,Surfside Beach,SC,29575,HORRY,843-839-4488,http://www.waccamawmarkets.org,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,NO,45051051201,+33.6145803,-078.9706701,33.60839004,-78.97462174
-9053829.295,4025913.351,9850,Rawl's,Intersection Of Calks Ferry Rd. And Hwy 1,Lexington,SC,29072,LEXINGTON,8033594415,http://www.rawlfarms.com,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,,,45063021022,+34.0017338,-081.3138256,33.97954115,-81.33170187
-9237488.978,4101796.098,9869,A & M Produce,515 Dairy Farm Rd.,Fair Play,SC,29643,OCONEE,8647236252,,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,,,45073030902,+34.5674445,-082.9778172,34.54215975,-82.98020215
-9242069.92,4119055.753,9871,Foothills Heritage Market,2063 Sandifer Blvd,Westminster,SC,29693,OCONEE,(864) 972-3192,http://www.foothillsheritagemarket.org,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,,,45073030601,+34.7033834,-082.9775697,34.67010754,-83.02340341
-9225019.592,4142143.696,9873,The Happy Berry,510 Gap Hill Rd.,Six Mile,SC,29682,PICKENS,8643509345,http://www.thehappyberry.com,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,,,45077010200,+34.8872872,-082.8369628,34.84093172,-82.8699442
-9069248.348,4076847.554,9875,Lever Farms,5057 Sc Hwy 34,Pomaria,SC,29126,NEWBERRY,8033215952,http://www.leverfarms.com,NO,NO,NO,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,,,45071950100,+34.3277733,-081.4594005,34.36029233,-81.47419858
-9234127.209,4121173.274,9876,Seneca Farmer's Market,Intersection Of Main St. And North Depot St.,Seneca,SC,29678,OCONEE,8648852726,http://www.seneca.sc.us,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES,YES,NO,,,45073030601,+34.7033834,-082.9775697,34.68665033,-82.95125958
-9120695.086,4156879.411,9892,Hub City Farmer's Market - Wall St.,Intersection W Broad St. And Wall St.,Spartanburg,SC,29306,SPARTANBURG,8645850905,http://www.hubcityfm.org,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED THROUGH OUTLET-WIDE PROGRAM,,45083021200,+34.9509248,-081.9167596,34.95040034,-81.93275434
-9123048.013,4184230.386,9893,"Strawberry Hill, Usa",3097 Highway 11 W.,Chesnee,SC,29323,SPARTANBURG,8644617225,http://www.strawberryhillusa.com,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,HANDLED BY INDIVIDUAL VENDOR,,45083022304,+35.1470996,-081.9381782,35.15089924,-81.95369474
