npi,basic_organization_name,npi_2,hours_of_operation,medicaid_id,spoken_languages,e_rx,delivery,compound,drive_thru,vaccines,handicap_access,cultural_comp_training,accepting_new_customers,website,basic_organizational_subpart,basic_enumeration_date,basic_last_updated,basic_status,basic_authorized_official_credential,basic_authorized_official_first_name,basic_authorized_official_last_name,basic_authorized_official_telephone_number,basic_authorized_official_title_or_position,basic_name,basic_parent_organization_ein,basic_parent_organization_legal_business_name,basic_authorized_official_middle_name,basic_authorized_official_name_prefix,basic_authorized_official_name_suffix,basic_certification_date,basic_name_prefix,basic_first_name,basic_last_name,basic_middle_name,basic_credential,basic_sole_proprietor,basic_gender,addresses_country_code,addresses_country_name,addresses_address_purpose,addresses_address_type,addresses_address_1,addresses_address_2,addresses_city,addresses_state,addresses_postal_code,addresses_telephone_number,addresses_fax_number,geoid,tract_latitude,tract_longitude,lat,lon
1720093818,WALGREEN CO,1720093818,,715832,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,7/29/06,11/28/15,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1790 E MAIN ST,,SPARTANBURG,SC,293072231,864-583-2196,,45083021301,+34.9739544,-081.8915896,-81.89561,34.96616
1720093891,WALGREEN CO,1720093891,,715768,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,7/29/06,8/25/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,3501 FOREST DR,,COLUMBIA,SC,292044003,803-743-4373,,45079011202,+34.0260545,-080.9781370,-80.989624,34.019157
1720111305,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",1720111305,,793678,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,3/13/07,2/29/12,A,,SUSAN,COLBERT,401-770-2751,DIRECTOR PAYER RELATIONS,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,1602 CENTRAL AVE,,SUMMERVILLE,SC,294835528,401-765-1500,401-770-7108,45035010503,+32.9937687,-080.2777418,-80.23860731,33.01263109
1720182520,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",1720182520,,710820,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/12/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,DIRECTOR PHCY ENROLLMENTS,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,4102 OLD BUNCOMBE RD,,GREENVILLE,SC,296173008,864-371-3651,,45045002301,+34.8974078,-082.4242706,-82.43206,34.89453
1720192610,INGLES MARKETS INC,1720192610,,788785,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.ingles-markets.com/inside/pharmacy/pharmacy-info,NO,8/18/06,8/14/19,A,RPH,STEPHEN,CUCCHI,828-669-2941,VP OF PHARMACY,INGLES MARKETS INC,,,V,MR.,,,,,,,,,,US,United States,LOCATION,DOM,901 E MAIN ST,,LAURENS,SC,293603636,864-984-1492,864-984-1621,45059920400,+34.4928213,-082.0269534,-82.03166,34.493153
1720390982,WILLIAMSBURG PHARMACY,1720390982,,711068,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.facebook.com/WilliAsburg-Pharmacy-157706857579935,NO,7/5/10,8/25/10,A,,RACHAEL,ATKINSON,843-687-1666,RPH/PHARMACIST IN CHARGE,WILLIAMSBURG PHARMACY,,,,,,,,,,,,,,US,United States,LOCATION,DOM,411 THURGOOD MARSHALL HWY,,KINGSTREE,SC,295564032,843-355-3300,843-355-3302,45089970502,+33.7051116,-079.7531332,-79.81947,33.66258
1720536048,WAL-MART STORES EAST LP,1720536048,,717014,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,9/15/16,3/29/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,4 BLUFFTON RD,,BLUFFTON,SC,299107621,843-815-3072,843-815-3072,45013002107,+32.2608068,-080.8659839,-80.85303,32.259693
1720571003,INGLES MARKETS INC,1720571003,,717988,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.ingles-markets.com/inside/pharmacy/pharmacy-info,NO,6/11/18,8/14/19,A,RPH,STEPHEN,CUCCHI,828-669-2941,VP OF PHARMACY,INGLES MARKETS INC,,,V,MR.,,,,,,,,,,US,United States,LOCATION,DOM,10903 ANDERSON RD,,POWDERSVILLE,SC,29673,864-810-4661,864-810-4636,45007010103,+34.7838001,-082.5142370,-82.485054,34.782936
1720624927,NEPHRON SC INC,1720624927,,7Z1093,ENG,Y,N,N,N,Y,Y,Y,Y,,NO,11/22/19,6/5/20,A,,LOU,KENNEDY,803-569-3110,CHIEF EXECUTIVE OFFICER,NEPHRON SC INC,,,WOOD,MRS.,,6/5/20,,,,,,,,US,United States,LOCATION,DOM,4500 12TH STREET EXT,,WEST COLUMBIA,SC,291723025,803-569-2800,,45063020706,+33.8938995,-081.0488163,-81.04240473,33.90243695
1730106998,WAL-MART STORES EAST LP,1730106998,,729145,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/16/06,3/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,25 PEMBROKE DR,,HILTON HEAD ISLAND,SC,299262259,843-681-3010,843-681-3018,45013010400,+32.1985315,-080.7550507,-80.727554,32.209625
1730129172,PUBLIX SUPER MARKETS INC,1730129172,,764563,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy,NO,6/7/06,11/18/19,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,4611 HARD SCRABBLE RD,,COLUMBIA,SC,292298584,803-736-9599,803-736-8839,45079010103,+34.1714304,-080.9313751,-80.911545,34.152542
1730194820,WALGREEN CO,1730194820,,715773,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,7/29/06,8/26/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,423 W MAIN ST,,LEXINGTON,SC,290722637,803-957-3071,,45063021029,+33.9709573,-081.2466290,-81.24571,33.986435
1730282229,SOUTH CAROLINA CVS PHARMACY LLC,1730282229,,743424,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1506 E MONTAGUE AVE,,NORTH CHARLESTON,SC,294055301,843-554-8867,,45019003300,+32.8846062,-080.0074054,-79.99345,32.881275
1730282427,SOUTH CAROLINA CVS PHARMACY LLC,1730282427,,745456,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,12/6/11,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,3312 DEVINE ST,,COLUMBIA,SC,292051850,803-738-9519,,45079002500,+33.9934982,-080.9938435,-80.99437,33.997505
1730311432,BRIDGES & JAMES INC,1730311432,,710498,ENG,Y,Y,N,N,Y,Y,Y,Y,https://www.wannAakerdrug.com,NO,8/13/09,2/15/21,A,,JONATHAN,BRIDGES,843-537-3221,OWNER/PRESIDENT,BRIDGES & JAMES INC,,,,,,2/15/21,,,,,,,,US,United States,LOCATION,DOM,107 WEST BLVD,,CHESTERFIELD,SC,297091528,843-623-2999,843-623-3615,45025950400,+34.7255811,-080.1008750,-80.08863,34.73434
1730329467,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,1730329467,,797103,ENG,Y,N,Y,N,N,Y,Y,Y,www.muschealth.org/pharmacy/index.html,NO,2/20/09,12/18/16,A,"PHARMD, MBA",HEATHER,EASTERLING,843-792-5691,ADMINISTRATOR,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,,,,,,,,,,,,,,US,United States,LOCATION,DOM,169 ASHLEY AVE,ROOM 149,CHARLESTON,SC,294258905,843-876-0199,843-792-5198,45019000500,+32.7792848,-079.9468711,-79.94532,32.783005
1730331182,LONGS DRUGS OF FLORENCE SC INC,1730331182,,715049,ENG,Y,Y,N,Y,Y,Y,Y,Y,https://longsrx.com/,NO,10/16/08,2/3/16,A,PHARMD,MARSHALL,FROST,803-254-5884,DIRECTOR OF VENDOR MGMT,LONGS DRUGS OF FLORENCE SC INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,360 N IRBY ST,,FLORENCE,SC,295012808,843-656-0390,843-667-9435,45041000900,+34.2077622,-079.7859632,-79.76835892,34.20322352
1730432964,UPSTATE PHARMACY IMA,1730432964,,714249,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.ghs.org/healthcareservices/upstate-pharmacy,NO,10/25/12,10/25/12,A,,STEVEN,RANCK,864-455-1325,"MANAGER, PHARMACY",UPSTATE PHARMACY IMA,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1025 VERDAE BLVD STE A,,GREENVILLE,SC,296074032,864-286-7545,864-455-1350,45045001900,+34.8200676,-082.3474849,-82.31678,34.834038
1730516808,INGLES MARKETS INC,1730516808,,714855,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.ingles-markets.com/inside/pharmacy/pharmacy-info,NO,10/3/13,8/15/19,A,RPH,STEPHEN,CUCCHI,828-669-2941,VP OF PHARMACY,INGLES MARKETS INC,,,V,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1500 GEER HWY,,TRAVELERS REST,SC,296909204,864-834-4409,864-834-2864,45045003903,+34.9881191,-082.4811278,-82.46868,34.99163
1730554650,ULMER FAMILY PHARMACY AND WELLNESS CENTER LLC,1730554650,,716648,ENG,Y,Y,Y,N,Y,Y,Y,Y,www.ulmerpharmacy.com,NO,12/3/15,12/3/15,A,PHARMD,CATHY,ULMER,843-384-1527,OWNER/PIC,ULMER FAMILY PHARMACY AND WELLNESS CENTER LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,68 BLUFFTON RD STE 5&6,,BLUFFTON,SC,299108961,843-384-1527,,45013002107,+32.2608068,-080.8659839,-80.85593091,32.25454318
1730558024,WAL-MART STORES EAST LP,1730558024,,716205,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,9/17/15,2/15/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,615 BULTMAN DR,,SUMTER,SC,291502514,803-305-6194,803-305-6197,45085000901,+33.9483910,-080.3732220,-80.37144,33.93851
1730564733,SUNSHINE PHARMACY SERVICES LLC,1730564733,,716079,ENG,Y,N,N,Y,Y,Y,Y,Y,https://southlakerx.com,NO,7/21/15,9/14/15,A,,CRAIG,HARMON,803-399-7701,OWNER,SUNSHINE PHARMACY SERVICES LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1856 S LAKE DR STE K,,LEXINGTON,SC,290737225,803-399-7701,803-399-7702,45063021009,+33.9061845,-081.2781687,-81.224785,33.910267
1730604323,WALGREEN CO,1730604323,,717761,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy,YES,8/4/17,11/30/18,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,MR.,,,,,,,,,,US,United States,LOCATION,DOM,811 W DEKALB ST,,CAMDEN,SC,290204260,803-432-4646,803-425-8206,45055970800,+34.2226390,-080.5951484,-80.613464,34.24589
1730614587,CARESOUTH CAROLINA INC,1730614587,,717115,ENG,Y,N,Y,N,Y,Y,Y,Y,www.caresouth-carolina.com/care-services/pharmacy,NO,4/28/17,7/19/18,A,,ANN,LEWIS,843-865-4080,CEO,CARESOUTH CAROLINA INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,715 S DOCTORS DR,,CHERAW,SC,295207113,843-865-4080,843-865-4085,45025950502,+34.7080062,-079.9249608,-79.92057,34.695217
1730669789,EAU CLAIRE COOPERATIVE HEALTH CENTER INC.,1730669789,,71846D,ENG,Y,N,N,Y,N,Y,Y,Y,www.ecchc.org/Locations/CooperativeHealthPharmacy,YES,8/20/18,5/10/19,A,,DELGADO,CANTAVE,803-733-5969,CEO,EAU CLAIRE COOPERATIVE HEALTH CENTER INC.,<UNAVAIL>,"EAU CLAIRE COOPERATIVE HEALTH CENTER, INC",,,,,,,,,,,,US,United States,LOCATION,DOM,3041 OLD EASTOVER ROAD,,EASTOVER,SC,29044,803-875-8010,803-875-8018,45079012000,+33.9116689,-080.6752843,-80.7142124,33.8833975
1740207901,WAL-MART STORES EAST LP,1740207901,,725380,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/16/06,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,165 WALTON DR,,GAFFNEY,SC,293411268,864-489-8704,,45021970301,+35.0852653,-081.6728558,-81.6632,35.089165
1740220185,PUBLIX SUPER MARKETS INC,1740220185,,732135,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy,NO,6/7/06,11/18/19,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,411 THE PKWY,,GREER,SC,296504522,864-848-7826,864-848-3735,45045002609,+34.8807179,-082.2731127,-82.25642,34.868946
1740295690,INGLES MARKETS INC,1740295690,,768776,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.ingles-markets.com/inside/pharmacy/pharmacy-info,NO,7/29/06,8/14/19,A,RPH,STEPHEN,CUCCHI,828-669-2941,VP OF PHARMACY,INGLES MARKETS INC,,,V,MR.,,,,,,,,,,US,United States,LOCATION,DOM,180 SCENIC HWY,,WEST UNION,SC,29696,864-638-3976,864-638-9723,45073030401,+34.7713029,-083.0642802,-83.05000238,34.7579046
1740370725,GASTON HEALTH ASSOCIATES INC,1740370725,,780118,ENG,Y,Y,Y,Y,Y,Y,Y,Y,https://gastonfp.com/,NO,10/13/06,1/27/21,A,BS,KYLE,MCHUGH,803-939-8489,OWNER,GASTON HEALTH ASSOCIATES INC,,,,,,1/27/21,,,,,,,,US,United States,LOCATION,DOM,1118 MACK ST,,GASTON,SC,29053,803-939-8489,803-939-8489,"",+33.7720562,-081.0791953,-81.085669,33.814458
1740383504,SOUTH CAROLINA CVS PHARMACY LLC,1740383504,,742635,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,4/9/14,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1 MAIN ST,,WEST PELZER,SC,296691503,864-947-6253,,45007010300,+34.6570078,-082.4929075,-82.466484,34.643894
1740438647,EUTAWVILLE PHARMACY,1740438647,,71011D,ENG,Y,N,N,Y,Y,Y,Y,Y,https://delta-rx.com/,NO,9/4/08,11/25/15,A,,ANDRIA,WELCH,843-761-5255,MANAGER,EUTAWVILLE PHARMACY,,,,,,,,,,,,,,US,United States,LOCATION,DOM,226 PORCHER AVE,,EUTAWVILLE,SC,290488557,803-492-9201,843-899-4970,45075010100,+33.3881842,-080.3006988,-80.34568,33.395676
1740598051,FIRST CHOICE PHARMACY LLC,1740598051,,711271,ENG,Y,N,N,N,N,Y,Y,Y,,NO,9/21/10,10/2/18,A,,JEFF,BIGBY,864-370-7857,PHARMACIST-IN-CHARGE,FIRST CHOICE PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1663 E MAIN ST,,DUNCAN,SC,293349217,864-416-7933,864-416-7977,45083023403,+34.8840778,-082.0792475,-82.09791,34.904163
1740807288,WALTERBORO PHARMACY LLC,1740807288,,7Z1119,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/1/20,7/1/20,A,PHARMD,JEREMY,SIMMONS,843-729-5583,OWNER,WALTERBORO PHARMACY LLC,,,MICHAEL,,,7/1/20,,,,,,,,US,United States,LOCATION,DOM,1315 N JEFFERIES BLVD,,WALTERBORO,SC,294882732,843-729-5583,843-379-3232,45029970402,+32.9671267,-080.6527418,-80.66743624,32.92153929
1750436754,SHAW CORPORATION,1750436754,,711246,ENG,Y,N,Y,Y,N,Y,Y,Y,www.shawsrxgreenvillesc.com,NO,1/23/07,8/22/20,A,PHARMACIST RPH,CHARLES,TURNER,864-235-0361,PRESIDENT PHARMACIST IN CHARGE,SHAW CORPORATION,,,CLABURN,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1633 E NORTH STREET,,GREENVILLE,SC,286071374,864-235-0361,864-235-8384,45045001205,+34.8631405,-082.3765112,-82.37447031,34.86125677
1750444311,GOOD PHARMACY INC.,1750444311,,703111,ENG,N,N,N,N,N/A,N,Y,Y,https://goodpharmacy.com,NO,12/18/06,8/22/20,A,,LOIS,HYATT,803-327-2081,VICE-PRESIDENT,GOOD PHARMACY INC.,,,JONES,MRS.,,,,,,,,,,US,United States,LOCATION,DOM,1237 EBENEZER RD,,ROCK HILL,SC,297322353,803-327-2081,803-327-3585,45091060700,+34.9606397,-081.0380086,-81.03708,34.945942
1750475067,MORAL OF PICKENS INC,1750475067,,710470,ENG,Y,Y,N,N,N,Y,Y,Y,www.cornerdrugstorerx.com,NO,10/3/06,12/16/16,A,PHARMD,TODD,MORRIS,864-607-6733,PHARMACIST IN CHARGE,MORAL OF PICKENS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,205 W CEDAR ROCK ST,,PICKENS,SC,296712451,864-878-6357,864-878-6301,45077010402,+34.9027375,-082.7107738,-82.70844928,34.88353739
1750484523,SOUTH CAROLINA CVS PHARMACY LLC,1750484523,,742817,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,12/6/11,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,3218 W BLUE RIDGE DR,,GREENVILLE,SC,296113939,864-269-8132,,45045002202,+34.8547583,-082.4401273,-82.44747,34.85424
1750527834,PINE RIDGE INVESTORS,1750527834,,710273,ENG,Y,Y,Y,N,N,Y,Y,Y,https://www.facebook.com/parkwaydiscountpharmacy,NO,12/19/08,1/27/21,A,,KYLE,MCHUGH,803-939-8489,PRESIDENT,PINE RIDGE INVESTORS,,,,,,1/27/21,,,,,,,,US,United States,LOCATION,DOM,634 A PINE RIDGE DR,,WEST COLUMBIA,SC,29172,803-955-3404,803-955-3406,45063020708,+33.8952586,-081.1260597,-81.108734,33.910065
1750740460,ESTILL COMMUNITY PHARMACY LLC,1750740460,,716394,ENG,Y,Y,N,N,Y,N,Y,Y,,NO,2/23/16,5/13/16,A,PHARMD.,HEATHER,EPTON,803-625-9001,PHARMACIST IN CHARGE/ OWNER,ESTILL COMMUNITY PHARMACY LLC,,,,DR.,,,,,,,,,,US,United States,LOCATION,DOM,136 MARTIN L KING JR BLVD N,,ESTILL,SC,299185146,803-625-9001,,45049920400,+32.7786383,-081.2056929,-81.245766,32.75071
1750901674,HARRIS TEETER LLC,1750901674,,7Z1100,ENG,Y,N,Y,Y,Y,N,Y,Y,,NO,4/21/20,8/12/20,A,,JESSICA,WARMAN,513-762-1090,MANAGER OF PHARMACY LICENSING,HARRIS TEETER LLC,,,,,,8/12/20,,,,,,,,US,United States,LOCATION,DOM,100 WADE HAMPTON BLVD,,GREENVILLE,SC,296095735,000-000-0000,,45045000100,+34.8566121,-082.3891798,-82.38642,34.86114
1760585392,SOUTH CAROLINA CVS PHARMACY LLC,1760585392,,743014,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,12/6/11,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,431 B ST JAMES AVE STE I,,GOOSE CREEK,SC,29445,803-572-2606,,45015020719,+33.0289587,-080.0728450,-80.05469,33.02368
1760585533,SOUTH CAROLINA CVS PHARMACY LLC,1760585533,,745274,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,3/1/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,301 W THOMAS ST,,LAKE CITY,SC,29560,803-394-5434,,45041002201,+33.8669969,-079.7884800,-79.76165,33.871086
1760586572,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",1760586572,,710752,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/12/06,11/19/10,A,,SUSAN,COLBERT,401-770-2751,DIRECTOR PAYER RELATIONS,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,2884 N HIGHWAY 17,,MT PLEASANT,SC,294668915,843-216-7021,,45019004608,+32.8973520,-079.7890349,-79.79635727,32.86074683
1760718761,GREENVILLE HEALTH CORPORATION,1760718761,,710615,ENG,Y,N,N,N,N,Y,Y,Y,https://www.ghs.org/healthcareservices/upstate-pharmacy,NO,10/26/09,4/14/21,A,,POLLY,MILLER,864-522-2286,VP PAYOR STRATEGIES & ALIGNMENT,GREENVILLE HEALTH CORPORATION,,,H.,,,4/14/21,,,,,,,,US,United States,LOCATION,DOM,111 DOCTORS DR,,GREENVILLE,SC,296055622,864-797-7170,864-797-7175,45045002103,+34.8059127,-082.4073509,-82.41115,34.814507
1760933196,"WAL-MART STORES EAST, LP",1760933196,,717143,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,10/20/16,3/17/17,A,,LAURA,LEVINE,479-204-8550,DIR HEALTHCARE CONTRACT & EQUIPMENT,"WAL-MART STORES EAST, LP",,,,,,,,,,,,,,US,United States,LOCATION,DOM,1705 S KINGS HWY,,MYRTLE BEACH,SC,295774601,843-353-5640,843-353-5639,45051051700,+33.6506755,-078.9309925,-78.90453666,33.67527384
1770078602,CONNECTED HEALTH PHARMACY INC,1770078602,,718014,ENG,Y,N,Y,N,Y,Y,Y,Y,https://connected-health-pharmacy.com,NO,6/23/18,12/29/20,A,,ODIRI,IGBEYI,864-962-7101,CEO/DIRECTOR OF PHARMACY,CONNECTED HEALTH PHARMACY INC,,,,,,12/29/20,,,,,,,,US,United States,LOCATION,DOM,3907 GRANDVIEW DR STE D,,SIMPSONVILLE,SC,296803168,864-962-7101,,45045003013,+34.6976980,-082.2623275,-82.25065,34.71424
1770112849,FOUNTAIN INN RX LLC,1770112849,,7Z1080,ENG,Y,N,Y,Y,N,Y,Y,Y,https://howardspharmacyrx.com,NO,4/2/20,4/2/20,A,,DEBORAH,CAUSEY,864-360-4619,OWNER,FOUNTAIN INN RX LLC,,,,,,4/2/20,,,,,,,,US,United States,LOCATION,DOM,106 S WESTON ST,,FOUNTAIN INN,SC,296441940,864-360-4619,,45045003101,+34.7043385,-082.2045941,-82.198685,34.69382
1770517401,THE KROGER CO,1770517401,,782254,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.kroger.com/topic/pharmacy,NO,7/10/06,5/16/16,A,,ALLISON,MUENNICH,513-762-1019,MANAGER OF PHARMACY LICENSING,THE KROGER CO,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1795 WHISKEY RD,,AIKEN,SC,298037337,803-642-5371,803-642-5417,45003021202,+33.5444436,-081.7430826,-81.720024,33.524193
1770563231,"SUMTER CUT RATE DRUG STORE, INC",1770563231,,750965,ENG,Y,Y,Y,N,Y,Y,Y,Y,,NO,1/20/06,12/26/12,A,RPH,JOHN,HOLLADAY,803-773-8432,PARTNER,"SUMTER CUT RATE DRUG STORE, INC",,,W,DR.,,,,,,,,,,US,United States,LOCATION,DOM,32 S MAIN ST,,SUMTER,SC,291505245,803-773-8432,803-436-5533,45085001300,+33.9165836,-080.3525729,-80.34162,33.921135
1770588097,"IVA DRUG STORE, INC.",1770588097,,741128,ENG,Y,N,N,Y,N,Y,Y,Y,,NO,6/14/05,5/13/08,A,RPH,LANCE,BOLES,864-348-6138,PRESIDENT,"IVA DRUG STORE, INC.",,,P,MR.,,,,,,,,,,US,United States,LOCATION,DOM,720 E FRONT ST,,IVA,SC,296559089,864-348-6138,864-348-2220,45007011700,+34.3109700,-082.6793835,-82.66232632,34.30819182
1770588154,"ORANGE CUT RATE DRUG STORE, INC",1770588154,,757567,ENG,Y,N,Y,N,N,Y,Y,Y,,NO,6/14/05,8/30/16,A,,CHARLES,THOMPSON,803-536-0007,OWNER,"ORANGE CUT RATE DRUG STORE, INC",,,PAIGE,MR.,JR.,,,,,,,,,US,United States,LOCATION,DOM,7615 FREEDOM RD,,BRANCHVILLE,SC,294322315,803-274-8585,,45075011700,+33.3176401,-080.8857594,-80.816154,33.250473
1770628653,"HAWTHORNE PELION PHARMACY, INC.",1770628653,,7Z1018,ENG,Y,N,N,Y,N,Y,Y,Y,https://hawthornesc.com/,NO,2/20/07,6/25/19,A,,KRISTIE,CASSIDY,803-227-4464,OWNER,"HAWTHORNE PELION PHARMACY, INC.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,8073 EDMUND HIGHWAY,,PELION,SC,291239805,803-894-4010,803-894-5150,45063020904,+33.7310064,-081.2106588,-81.241425,33.771496
1770686446,SOUTH CAROLINA CVS PHARMACY LLC,1770686446,,742794,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,303 E RUTHERFORD ST,,LANDRUM,SC,293561627,864-457-4163,,45083022600,+35.1735263,-082.1860038,-82.18635825,35.17770839
