contaminant_name,media,site_name,epa_id,city,county,state,zip_code,site_location,latitude,longitude,region,npl_status,superfund_alternative_agreement,federal_facility,operable_unit_number,sequence_id,decision_document_type,actual_completion_date,fiscal_year,geoid,tract_latitude,tract_longitude,lat,lon
CESIUM-134,Sludge,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
CESIUM-137,Buildings/Structures,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
CESIUM-137,Sludge,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
CESIUM-137,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
CESIUM-137,Solid Waste,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
COBALT-57,Sludge,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
COBALT-60,Buildings/Structures,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
COBALT-60,Sludge,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
COBALT-60,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
COBALT-60,Solid Waste,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
CURIUM,Sludge,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
EUROPIUM,Buildings/Structures,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
EUROPIUM,Sludge,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
EUROPIUM-152,Buildings/Structures,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
EUROPIUM-152,Sludge,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
EUROPIUM-155,Sludge,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
IODINE-129,Sludge,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
IRON,Sludge,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
LEAD,Sludge,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
MANGANESE-54,Sludge,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
NEPTUNIUM,Sludge,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
PLUTONIUM-238,Sludge,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
PLUTONIUM-239/240,Sludge,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
PLUTONIUM-241,Sludge,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
PLUTONIUM-242,Sludge,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
POTASSIUM,Buildings/Structures,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
POTASSIUM,Sludge,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
RADIUM-228,Sludge,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
SODIUM-22,Sludge,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
STRONTIUM,Buildings/Structures,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
STRONTIUM-90,Buildings/Structures,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
STRONTIUM-90,Sludge,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
TETRACHLOROETHENE,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
THORIUM-228,Sludge,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
TRICHLOROETHENE,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
TRITIUM,Sludge,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
URANIUM,Sludge,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
URANIUM-233,Sludge,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
URANIUM-234,Sludge,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
URANIUM-235,Sludge,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
URANIUM-238,Buildings/Structures,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
URANIUM-238,Sludge,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,94,152,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
TETRACHLOROETHENE,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,92,162,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
TRICHLOROETHENE,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,92,162,Record of Decision,1/21/09,2009,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
ACTINIUM-228,Sediment,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
ACTINIUM-228,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
ALUMINUM,Surface Water,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
ANTIMONY,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
AROCLOR 1254,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
AROCLOR 1260,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
ARSENIC,Sediment,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
ARSENIC,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
ARSENIC,Surface Water,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
BARIUM,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
BENZO[A]PYRENE,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
BERYLLIUM,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
BERYLLIUM,Surface Water,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
COBALT,Surface Water,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
COPPER,Surface Water,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
IRON,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
IRON,Surface Water,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
MERCURY,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
POTASSIUM,Sediment,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
POTASSIUM,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
RADIUM-226,Sediment,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
RADIUM-226,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
RADIUM-228,Sediment,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
RADIUM-228,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
SELENIUM,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
THALLIUM,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
THALLIUM,Surface Water,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
THORIUM-228,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
THORIUM-234,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
URANIUM-234,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
URANIUM-235,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
URANIUM-238,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
"VANADIUM, METAL AND/OR ALLOY",Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
ZINC,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,67,166,Record of Decision,10/13/04,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
ALPHA-HEXACHLOROCYCLOHEXANE,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,24,167,Record of Decision,3/29/05,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
BETA-HEXACHLOROCYCLOHEXANE,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,24,167,Record of Decision,3/29/05,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
BIS(2-ETHYLHEXYL)PHTHALATE,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,24,167,Record of Decision,3/29/05,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
BROMODICHLOROMETHANE,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,24,167,Record of Decision,3/29/05,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
CARBON TETRACHLORIDE,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,24,167,Record of Decision,3/29/05,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
CHLOROFORM,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,24,167,Record of Decision,3/29/05,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
DELTA-HEXACHLOROCYCLOHEXANE,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,24,167,Record of Decision,3/29/05,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
DICHLOROMETHANE (METHYLENE CHLORIDE),Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,24,167,Record of Decision,3/29/05,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
DICHLOROMETHANE (METHYLENE CHLORIDE),Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,24,167,Record of Decision,3/29/05,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
DIELDRIN,Groundwater,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,24,167,Record of Decision,3/29/05,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
DIELDRIN,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,24,167,Record of Decision,3/29/05,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
ENDRIN,Soil,SAVANNAH RIVER SITE (USDOE),SC1890008989,JACKSON,AIKEN,SC,29802,SC-1 and Green Pond Road,33.348889,-81.737781,4,Currently on the Final NPL,N,Y,24,167,Record of Decision,3/29/05,2005,45003021300,+33.5673561,-081.7526423,-81.721952,33.5598586
