ncessch,leaid,leanm05,schnam05,geoid,tract_latitude,tract_longitude,lat,lon
4.5e+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,PLEASANT HILL ELEMENTARY,45043920100,+33.6723859,-079.3384778,33.69657,-79.3607
4.5e+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,KENSINGTON ELEMENTARY,45043920302,+33.3895567,-079.2722447,33.40036,-79.28771
4.5e+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,MARYVILLE ELEMENTARY,45043920700,+33.3167605,-079.3360395,33.34222,-79.2932
4.5e+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,MCDONALD ROAD ELEMENTARY,45043920600,+33.3933217,-079.3306841,33.39612,-79.31935
4.5e+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,ROSEMARY MIDDLE,45043920201,+33.4085413,-079.4854138,33.444,-79.57915
4.5e+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,PLANTERSVILLE ELEM SCHOOL,45043920400,+33.5532527,-079.2329199,33.53172,-79.20642
4.5e+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,WACCAMAW ELEMENTARY SCHOOL,45043920503,+33.4766920,-079.1281755,33.44395,-79.13059
4.5e+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,SAMPIT ELEMENTARY SCHOOL,45043920800,+33.2899077,-079.4344696,33.32963,-79.47278
4.5e+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,ANDREWS HIGH SCHOOL,45043920201,+33.4085413,-079.4854138,33.44774,-79.57165
4.5e+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,GEORGETOWN HIGH SCHOOL,45043920600,+33.3933217,-079.3306841,33.38749,-79.2953
4.5e+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,CARVERS BAY HIGH SCHOOL,45043920400,+33.5532527,-079.2329199,33.58267,-79.33026
4.5e+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,CARVERS BAY MIDDLE,45043920400,+33.5532527,-079.2329199,33.58265,-79.33027
4.5e+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,WACCAMAW MIDDLE SCHOOL,45043920503,+33.4766920,-079.1281755,33.4774,-79.13159
4.5e+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,GEORGETOWN MIDDLE,45043920302,+33.3895567,-079.2722447,33.37562,-79.28751
4.5e+11,4502280,GEORGETOWN COUNTY SCHOOL DISTRICT,WACCAMAW HIGH SCHOOL,45043920504,+33.4176484,-079.1864379,33.4539,-79.1458
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,HERITAGE ELEMENTARY,45045003903,+34.9881191,-082.4811278,34.99653,-82.47457
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,OAK VIEW ELEMENTARY SCHOOL,45045002813,+34.8349676,-082.2413415,34.82501,-82.23208
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,CHARLES AIKEN ACADEMY CHARTER,45045003201,+34.6268187,-082.3335881,34.60909,-82.36997
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,CHANDLER CREEK ELEMENTARY SCHOOL,45045002507,+34.9637370,-082.2399111,34.95644,-82.23687
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,MAULDIN MIDDLE SCHOOL,45045002812,+34.8035511,-082.2698565,34.81115,-82.27779
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,RIVERSIDE MIDDLE SCHOOL,45045002503,+34.9060735,-082.2434794,34.91045,-82.24452
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,GREENVILLE TECHNICAL CHARTER,45045001400,+34.8159886,-082.3754469,34.83001,-82.37011
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,MEYER CENTER,45045001101,+34.8804194,-082.3786068,34.88073,-82.38719
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,ALEXANDER ELEMENTARY SCHOOL,45045002202,+34.8547583,-082.4401273,34.85691,-82.44036
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BROOK GLENN ELEMENTARY,45045002602,+34.9063398,-082.3042731,34.9082,-82.31208
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,ARMSTRONG ELEMENTARY SCHOOL,45045003701,+34.9089437,-082.4780232,34.90938,-82.46092
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,AUGUSTA CIRCLE EL,45045001501,+34.8195180,-082.3970924,34.82093,-82.39525
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BAKERS CHAPEL ELEMENTARY,45045002003,+34.7652142,-082.4041162,34.78686,-82.42695
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BEREA ELEMENTARY SCHOOL,45045003706,+34.8818804,-082.4571566,34.87959,-82.45744
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BETHEL ELEMENTARY SCHOOL,45045002903,+34.7787267,-082.2934095,34.77721,-82.27778
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BLYTHE ACADEMY SCHOOL,45045001502,+34.8028510,-082.3837910,34.80992,-82.38777
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BRUSHY CREEK ELEMENTARY SCHOOL,45045002604,+34.9153567,-082.2848315,34.89406,-82.2976
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BRYSON ELEMENTARY SCHOOL,45045003011,+34.7317039,-082.2349019,34.71271,-82.21968
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,SUE CLEVELAND ELEMENTARY,45045003301,+34.6906109,-082.4349967,34.70595,-82.45448
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,SARA COLLINS ELEMENTARY SCHOOL,45045001900,+34.8200676,-082.3474849,34.81512,-82.36492
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,CRESTVIEW ELEMENTARY,45045002507,+34.9637370,-082.2399111,34.95786,-82.22307
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,DUNCAN CHAPEL ELEMENTARY,45045002301,+34.8974078,-082.4242706,34.90875,-82.42776
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,EAST NORTH STREET ACADEMY,45045001204,+34.8590533,-082.3681784,34.86065,-82.37207
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,FORK SHOALS ELEMENTARY,45045003201,+34.6268187,-082.3335881,34.61722,-82.32228
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,FOUNTAIN INN ELEMENTARY,45045003101,+34.7043385,-082.2045941,34.69029,-82.20946
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,HOLLIS ACADEMY,45045002105,+34.8386720,-082.4266332,34.83333,-82.42911
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,LAKE FOREST ELEMENTARY SCHOOL,45045001805,+34.8801813,-082.3417582,34.88169,-82.3454
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,MAULDIN ELEMENTARY SCHOOL,45045002903,+34.7787267,-082.2934095,34.77874,-82.30646
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,MITCHELL ROAD ELEMENTARY,45045001807,+34.8768401,-082.3137671,34.87668,-82.32193
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,MONAVIEW ELEMENTARY,45045002201,+34.8682367,-082.4358816,34.86636,-82.43639
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,MOUNTAIN VIEW ELEMENTARY,45045004001,+35.0354270,-082.3769893,35.02948,-82.35397
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,PARIS ELEMENTARY SCHOOL,45045001600,+34.9145133,-082.3559783,34.90701,-82.36561
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,PELHAM ROAD ELEMENTARY,45045002804,+34.8613955,-082.3097313,34.85884,-82.31137
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,SIMPSONVILLE ELEMENTARY,45045003010,+34.7569276,-082.2476429,34.74014,-82.25327
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,SKYLAND ELEMENTARY,45045002403,+35.0631886,-082.2691979,35.05009,-82.26154
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,SLATER MARIETTA ELEMENTARY,45045004101,+35.0374840,-082.5065924,35.02382,-82.49696
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,STONE ACADEMY,45045001000,+34.8606403,-082.4002483,34.86507,-82.39749
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,SUMMIT DRIVE ELEMENTARY SCHOOL,45045001101,+34.8804194,-082.3786068,34.87499,-82.38368
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,TAYLORS ELEMENTARY SCHOOL,45045002702,+34.9430412,-082.3485717,34.93116,-82.32735
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,TIGERVILLE EL,45045002404,+35.1367626,-082.2948170,35.1122,-82.354
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,WELCOME ELEMENTARY SCHOOL,45045002106,+34.8274027,-082.4379801,34.81985,-82.44333
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,WESTCLIFFE ELEMENTARY,45045003705,+34.8515148,-082.4672029,34.86515,-82.46635
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,WOODLAND ELEMENTARY,45045002503,+34.9060735,-082.2434794,34.92182,-82.23781
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,ELLEN WOODSIDE ELEMENTARY,45045003201,+34.6268187,-082.3335881,34.66129,-82.39247
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,GREENBRIER ELEMENTARY,45045002905,+34.7564671,-082.3154601,34.75771,-82.30084
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,GROVE ELEMENTARY SCHOOL,45045003500,+34.7653667,-082.4346934,34.75961,-82.41355
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BRYSON MIDDLE SCHOOL,45045003005,+34.7373354,-082.2632243,34.73106,-82.26547
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BEREA HIGH SCHOOL,45045003706,+34.8818804,-082.4571566,34.87766,-82.46596
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BLUE RIDGE HIGH SCHOOL,45045002402,+35.0071671,-082.2654592,35.04109,-82.28852
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,CAROLINA HIGH SCHOOL,45045003601,+34.8233220,-082.4625102,34.8123,-82.44706
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,EASTSIDE HIGH SCHOOL,45045002604,+34.9153567,-082.2848315,34.89478,-82.29974
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,GREENVILLE HIGH SCHOOL,45045000500,+34.8376715,-082.4115284,34.83995,-82.40702
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,GREER HIGH SCHOOL,45045002402,+35.0071671,-082.2654592,34.98949,-82.2426
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,WADE HAMPTON HIGH SCHOOL,45045001700,+34.8964300,-082.3498565,34.8858,-82.3579
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,HILLCREST HIGH SCHOOL,45045003005,+34.7373354,-082.2632243,34.7308,-82.26523
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,J L MANN HIGH SCHOOL,45045001900,+34.8200676,-082.3474849,34.81297,-82.34723
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,MAULDIN HIGH SCHOOL,45045002903,+34.7787267,-082.2934095,34.78999,-82.28792
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,RIVERSIDE HIGH SCHOOL,45045002608,+34.8937479,-082.2644685,34.90498,-82.25867
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,SOUTHSIDE HIGH SCHOOL,45045002103,+34.8059127,-082.4073509,34.79705,-82.39366
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,TRAVELERS REST HIGH,45045003904,+34.9863586,-082.4422353,34.95651,-82.44075
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,WOODMONT HIGH SCHOOL,45045003303,+34.6918423,-082.3925094,34.68896,-82.40146
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,WASHINGTON CENTER,45045002105,+34.8386720,-082.4266332,34.84352,-82.43099
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,DONALDSON VOCATIONAL CENTER,45045003401,+34.7531594,-082.3718916,34.76293,-82.38033
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,J. HARLEY BONDS AVC,45045002611,+34.9509757,-082.3161049,34.95368,-82.30376
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,ENOREE AREA VOCATIONAL CENTER,45045003801,+34.9286296,-082.4471966,34.91302,-82.44314
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BELL'S CROSSING ELEMENTARY,45045003009,+34.7585255,-082.1864755,34.78111,-82.21411
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,THE NEVIN CENTER (CHARTER),45045004300,+34.8417160,-082.3753525,34.85,-82.3752
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,LANGSTON CHARTER MIDDLE SCHOOL,45045002813,+34.8349676,-082.2413415,34.8296,-82.2438
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,THE FULLER NORMAL ADVANCED TECHNOLOGY,45045002108,+34.8289154,-082.4158114,34.83415403,-82.41746292
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,RESTORING THE MINDS MATH AND BUSINESS AC,45045002001,+34.7877058,-082.3953293,34.7803,-82.3957
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,THOMAS E. KERNS ELEMENTARY SCHOOL,45045002103,+34.8059127,-082.4073509,34.79654463,-82.4090829
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BRASHIER MIDDLE COLLEGE (CHARTER),45045003014,+34.7342749,-082.3008749,34.7126648,-82.30922176
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,GOLDEN STRIP CAREER CENTER,45045002812,+34.8035511,-082.2698565,34.81219,-82.27751
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,ROBERT E. CASHION ELEMENTARY,45045003401,+34.7531594,-082.3718916,34.74072,-82.35178
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,CHERRYDALE ELEMENTARY SCHOOL,45045002302,+34.8811322,-082.4173125,34.88379,-82.41483
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,WOHALI ACADEMY (CHARTER),45045003904,+34.9863586,-082.4422353,34.96107,-82.45631
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,PALMETTO CHARTER SCHOOL,45045002608,+34.8937479,-082.2644685,34.87696931,-82.24776483
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BECK ACADEMY OF LANGUAGE,45045004300,+34.8417160,-082.3753525,34.8364,-82.36846
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BEREA MIDDLE SCHOOL,45045003701,+34.9089437,-082.4780232,34.91243,-82.4508
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,GREENVIEW ELEMENTARY SCHOOL,45045002107,+34.8167433,-082.4266676,34.80569,-82.42793
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,GREENVILLE MIDDLE ACADEMY,45045001204,+34.8590533,-082.3681784,34.85726,-82.36852
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,GREER MIDDLE SCHOOL,45045002402,+35.0071671,-082.2654592,34.98897,-82.24191
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,HILLCREST MIDDLE SCHOOL,45045003010,+34.7569276,-082.2476429,34.74664,-82.2593
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,HUGHES MIDDLE SCHOOL,45045001501,+34.8195180,-082.3970924,34.80737,-82.38743
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,LAKEVIEW MIDDLE SCHOOL,45045002301,+34.8974078,-082.4242706,34.89138,-82.43644
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,LEAGUE ACADEMY,45045001101,+34.8804194,-082.3786068,34.87935,-82.36668
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,NORTHWEST MIDDLE SCHOOL,45045003903,+34.9881191,-082.4811278,34.99713,-82.47609
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,NORTHWOOD MIDDLE SCHOOL,45045001804,+34.8892079,-082.3156235,34.89245,-82.31683
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,SEVIER MIDDLE SCHOOL,45045001600,+34.9145133,-082.3559783,34.90575,-82.36395
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,TANGLEWOOD MIDDLE SCHOOL,45045003601,+34.8233220,-082.4625102,34.82345,-82.46948
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,GATEWAY ELEM,45045003902,+34.9896106,-082.3867099,34.97488,-82.42589
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,OVERBROOK CHILD DEVELOPMENT CENTER,45045003101,+34.7043385,-082.2045941,34.71452,-82.21594
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,PLAIN ELEMENTARY,45045003015,+34.6851224,-082.2888109,34.72977,-82.28108
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,WOODMONT MIDDLE,45045003303,+34.6918423,-082.3925094,34.69257,-82.4059
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BUENA VISTA ELEMENTARY SCHOOL,45045002609,+34.8807179,-082.2731127,34.88727,-82.26774
4.5e+11,4502310,GREENVILLE COUNTY SCHOOL DISTRICT,BLUE RIDGE MIDDLE,45045004001,+35.0354270,-082.3769893,35.03243,-82.33789
4.5e+11,4502340,GREENWOOD COUNTY SCHOOL DISTRICT 50,SPRINGFIELD ELEMENTARY SCHOOL,45047970800,+34.1118770,-082.1861034,34.1513,-82.17546
4.5e+11,4502340,GREENWOOD COUNTY SCHOOL DISTRICT 50,EAST END ELEMENTARY SCHOOL,45047970500,+34.1960292,-082.1475885,34.19675,-82.13943
4.5e+11,4502340,GREENWOOD COUNTY SCHOOL DISTRICT 50,LAKEVIEW ELEMENTARY SCHOOL,45047970302,+34.2103000,-082.2139248,34.2097,-82.19153
4.5e+11,4502340,GREENWOOD COUNTY SCHOOL DISTRICT 50,MATHEWS ELEMENTARY SCHOOL,45047970800,+34.1118770,-082.1861034,34.1614,-82.14677
4.5e+11,4502340,GREENWOOD COUNTY SCHOOL DISTRICT 50,MERRYWOOD ELEMENTARY SCHOOL,45047970301,+34.2232322,-082.1807949,34.21387,-82.17307
4.5e+11,4502340,GREENWOOD COUNTY SCHOOL DISTRICT 50,PINECREST ELEMENTARY SCHOOL,45047970202,+34.2259006,-082.1588209,34.23215,-82.17723
4.5e+11,4502340,GREENWOOD COUNTY SCHOOL DISTRICT 50,HODGES ELEMENTARY SCHOOL,45047970101,+34.3088563,-082.1849097,34.2885,-82.2285
4.5e+11,4502340,GREENWOOD COUNTY SCHOOL DISTRICT 50,WOODFIELDS ELEMENTARY SCHOOL,45047970600,+34.1890147,-082.0906631,34.18494,-82.1376
4.5e+11,4502340,GREENWOOD COUNTY SCHOOL DISTRICT 50,EMERALD HIGH SCHOOL,45047970400,+34.1698568,-082.2054546,34.19383,-82.18809
4.5e+11,4502340,GREENWOOD COUNTY SCHOOL DISTRICT 50,NORTHSIDE MIDDLE SCHOOL,45047970301,+34.2232322,-082.1807949,34.2108,-82.16946
4.5e+11,4502340,GREENWOOD COUNTY SCHOOL DISTRICT 50,GREENWOOD HIGH SCHOOL,45047970202,+34.2259006,-082.1588209,34.23032,-82.17692
4.5e+11,4502340,GREENWOOD COUNTY SCHOOL DISTRICT 50,WESTVIEW MIDDLE SCHOOL,45047970400,+34.1698568,-082.2054546,34.14762,-82.18261
4.5e+11,4502340,GREENWOOD COUNTY SCHOOL DISTRICT 50,BREWER MIDDLE SCHOOL,45047970500,+34.1960292,-082.1475885,34.19683,-82.14152
4.5e+11,4502340,GREENWOOD COUNTY SCHOOL DISTRICT 50,OAKLAND ELEMENTARY SCHOOL,45047970201,+34.2624686,-082.1268673,34.22654,-82.14169
4.5e+11,4502370,GREENWOOD COUNTY SCHOOL DISTRICT 51,WARE SHOALS ELEMENTARY,45047970102,+34.3181322,-082.2696150,34.39646,-82.24978
4.5e+11,4502370,GREENWOOD COUNTY SCHOOL DISTRICT 51,WARE SHOALS PRIMARY,45059920202,+34.3871887,-082.1544992,34.42134,-82.21815
4.5e+11,4502370,GREENWOOD COUNTY SCHOOL DISTRICT 51,WARE SHOALS HIGH,45047970102,+34.3181322,-082.2696150,34.3933,-82.2408
4.5e+11,4502400,GREENWOOD COUNTY SCHOOL DISTRICT 52,NINETY SIX ELEMENTARY SCHOOL,45047970702,+34.1649441,-082.0235799,34.17316,-82.02441
4.5e+11,4502400,GREENWOOD COUNTY SCHOOL DISTRICT 52,EDGEWOOD MIDDLE SCHOOL,45047970702,+34.1649441,-082.0235799,34.1802,-82.02029
4.5e+11,4502400,GREENWOOD COUNTY SCHOOL DISTRICT 52,NINETY SIX HIGH SCHOOL,45047970702,+34.1649441,-082.0235799,34.16411,-82.02008
4.5e+11,4502400,GREENWOOD COUNTY SCHOOL DISTRICT 52,NINETY SIX PRIMARY,45047970702,+34.1649441,-082.0235799,34.16327,-82.01543
4.5e+11,4502430,HAMPTON COUNTY SCHOOL DISTRICT 01,BRUNSON ELEMENTARY,45049920100,+32.9411602,-081.1416812,32.92374,-81.18744
4.5e+11,4502430,HAMPTON COUNTY SCHOOL DISTRICT 01,HAMPTON ELEMENTARY,45049920200,+32.8590563,-081.0106074,32.8846,-81.1097
4.5e+11,4502430,HAMPTON COUNTY SCHOOL DISTRICT 01,VARNVILLE PRIMARY SCHOOL,45049920200,+32.8590563,-081.0106074,32.85575,-81.08378
4.5e+11,4502430,HAMPTON COUNTY SCHOOL DISTRICT 01,FENNELL ELEMENTARY,45049920300,+32.7268667,-080.9155997,32.69278,-80.85547
4.5e+11,4502430,HAMPTON COUNTY SCHOOL DISTRICT 01,NORTH DISTRICT MIDDLE SCHOOL,45049920200,+32.8590563,-081.0106074,32.86111,-81.07656
4.5e+11,4502430,HAMPTON COUNTY SCHOOL DISTRICT 01,WADE HAMPTON HIGH SCHOOL,45049920200,+32.8590563,-081.0106074,32.85944,-81.08755
4.5e+11,4502430,HAMPTON COUNTY SCHOOL DISTRICT 01,BEN HAZEL PRIMARY SCHOOL,45049920100,+32.9411602,-081.1416812,32.87988,-81.12111
4.5e+11,4502460,HAMPTON COUNTY SCHOOL DISTRICT 02,ESTILL ELEMENTARY,45049920400,+32.7786383,-081.2056929,32.75489,-81.23539
4.5e+11,4502460,HAMPTON COUNTY SCHOOL DISTRICT 02,ESTILL MIDDLE SCHOOL,45049920400,+32.7786383,-081.2056929,32.75351,-81.23037
4.5e+11,4502460,HAMPTON COUNTY SCHOOL DISTRICT 02,ESTILL HIGH SCHOOL,45049920500,+32.6522300,-081.2720655,32.71764,-81.24228
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,CAROLINA FOREST ELEMENTARY,45051060206,+33.7481936,-078.9320200,33.75782,-78.96673
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,SEASIDE ELEMENTARY SCHOOL,45051051405,+33.6097828,-078.9999521,33.5955,-79.0007
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,FORESTBROOK MIDDLE SCHOOL,45051060203,+33.7255263,-078.9848479,33.71831,-78.98283
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,CAROLINA FOREST HIGH SCHOOL,45051060404,+33.8009395,-078.9787748,33.7808,-78.97168
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,MYRTLE BEACH INTERMEDIATE SCHOOL,45051050500,+33.7168113,-078.8665665,33.71391,-78.86311
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,SOCASTEE ELEMENTARY,45051051501,+33.6916274,-078.9850450,33.68485,-78.98599
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,CAROLINA FOREST MIDDLE,45051060404,+33.8009395,-078.9787748,33.7808,-78.97168
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,AYNOR ELEMENTARY,45051080102,+34.0039385,-079.2072429,34.0011,-79.19338
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,DAISY ELEMENTARY SCHOOL,45051020300,+34.0146550,-078.9590241,33.99172,-78.86195
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,GREEN SEA FLOYDS ELEMENTARY,45051010100,+34.1740918,-079.0834546,34.14427,-79.01551
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,CONWAY ELEMENTARY/PRIMARY,45051070200,+33.8580120,-079.0476531,33.84978,-79.04475
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,MYRTLE BEACH PRIMARY,45051050500,+33.7168113,-078.8665665,33.71594,-78.87323
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,NORTH MYRTLE BEACH PRIMARY,45051040300,+33.8340470,-078.6677196,33.83223,-78.66375
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,SOUTH CONWAY ELEMENTARY SCHOOL,45051070500,+33.8115206,-079.0776842,33.82262,-79.07539
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,LORIS ELEMENTARY,45051020200,+34.0490659,-078.8433664,34.04901,-78.86235
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,MIDLAND ELEMENTARY SCHOOL,45051080101,+34.0360374,-079.1450418,34.02048,-79.15507
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,MYRTLE BEACH ELEMENTARY SCHOOL,45051050500,+33.7168113,-078.8665665,33.71246,-78.86472
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,NO. MYRTLE BEACH MIDDLE,45051040102,+33.8606822,-078.6881471,33.85306,-78.68057
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,HOMEWOOD ELEMENTARY SCHOOL,45051070701,+33.9301965,-079.0725104,33.867,-79.0535
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,KINGSTON ELEMENTARY SCHOOL,45051070102,+33.8850044,-078.9240534,33.8736,-78.97828
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,WACCAMAW ELEMENTARY SCHOOL,45051060403,+33.8209433,-079.0148447,33.81404,-79.02246
4.5e+11,4502490,HORRY COUNTY SCHOOL DISTRICT,PEE DEE ELEMENTARY,45051070400,+33.8403088,-079.0952981,33.83877,-79.12735
