objectid,permit_type,name_of_facility,location_street,location_city,location_state,zip_code,facility_number,facility_email,admin_name_phone,facility_cont_email,license_expires,county_ownership_type,mailing_address,mailing_city,mailing_state,mailing_zip,licensee,licensee_business_phone,cms_certification,county,evacuation_zone,licensee_county,x_2,y_2,geoid,tract_latitude,tract_longitude,lat,lon
823,HLNURSINGCARE,RICHARD M CAMPBELL VETERANS NURSING HOME,4605 BELTON HWY,ANDERSON,SC,29621-5045,864-261-6734,REVATT@HMRVSI.COM,"EVATT, RUSSELL PH#: 864-261-6734",REVATT@HMRVSI.COM,NCF-0549 / 02/28/2022,Anderson / State,4605 BELTON HWY,ANDERSON,SC,29621-5045,SC DEPARTMENT OF MENTAL HEALTH,803-898-8319,425301,Anderson,,Richland,355415.1251,3816441.66,45007011300,+34.4693731,-082.5413588,34.47943502,-82.57448466
6169,HLNURSINGCARE,RIDGE REHABILITATION AND HEALTHCARE CENTER,226 W A REEL DR,EDGEFIELD,SC,29824-4534,803-637-5312,MOHAMED.OTHMAN@SA-HC.COM,"HEALY, STANLEY PH#: ; OTHMAN, MOHAMED M. PH#: 803-637-5312",MOTHMAN@ORIANNA.COM,NCF-1014 / 01/31/2022,Edgefield / Limited Liability,4 W RED OAK LN STE 201,WHITE PLAINS,NY,10604,SC-GA2018 RIDGE REHABILITATION AND HEALTHCARE CENTER LLC,803-637-5312,,Edgefield,,Edgefield,414005.651,3737925.164,45037970202,+33.8472526,-081.9454445,33.777965,-81.928776
507,HLHABITATIONR15,RIDGE ROAD RESIDENCE,1810 RIDGE RD,GREENVILLE,SC,29607-4704,864-679-0220,RBRITT@DDSN.SC.GOV,"OGUNSILE, MATTHEW PH#: 864-679-0220",MATTHEW.OGUNSILE@THRIVEUPSTATE.ORG,MR15-0176 / 09/30/2021,Greenville / State,"PO BOX 4706, DDSN C/O RUFUS BRITT",COLUMBIA,SC,29240-4706,SC DEPARTMENT OF DISABILITIES AND SPECIAL NEEDS,803-898-9769,42G041,Greenville,,Richland,377702.0029,3850505.996,45045002901,+34.7895220,-082.3456019,34.78942863,-82.33676946
532,HLRENALDIALYSIS,RIDGELAND DIALYSIS,112 WEATHERSBY ST,RIDGELAND,SC,29936-9514,843-717-9379,SCL_C@DAVITA.COM,"RAHN, JENNIFER PH#:",,ERD-0187 / 07/31/2021,Jasper / Corporation,"5200 VIRGINIA WAY STE 400, LICENSING AND CERTIFICATION",BRENTWOOD,TN,37027-7569,TOTAL RENAL CARE INC,720-631-2100,422626,Jasper,,Out of State,501593.2085,3594013.318,45053950202,+32.5364880,-080.8861724,32.48334773,-80.98304312
402,HLNURSINGCARE,RIDGELAND NURSING CENTER,1516 GRAYS HWY,RIDGELAND,SC,29936-5440,843-726-5581,SBOYLES@RIDGELANDNC.COM,"BOYLES, SHERI P. PH#: 843-645-5531",SBOYLES@RIDGELANDNC.COM,NCF-0553 / 08/31/2021,Jasper / Corporation,PO BOX 1570,RIDGELAND,SC,29936-2627,RIDGELAND NURSING CENTER INC,843-726-5581,425132,Jasper,,Jasper,501217.4017,3595430.245,45053950202,+32.5364880,-080.8861724,32.49613047,-80.98704109
183,HLRESIDENTIALCARE,RIDGEVIEW COMMUNITY CARE HOMES UNIT A,217 CHANDLER RD,GREER,SC,29651-1290,864-877-8599,RIDGEVIEW1@MSN.COM,"DAUGHERTY, PATRICIA L. PH#: 864-877-8599",RIDGEVIEW1@MSN.COM,CRC-0559 / 01/31/2022,Greenville / Corporation,217 CHANDLER RD,GREER,SC,29651-1290,RIDGEVIEW COMMUNITY CARE HOMES INC,864-877-8599,,Greenville,,Greenville,387299.8559,3868988.034,45045002507,+34.9637370,-082.2399111,34.95716095,-82.23437161
45,HLRESIDENTIALCARE,RIDGEVIEW COMMUNITY CARE HOMES UNIT B,217 CHANDLER RD,GREER,SC,29651-1290,864-877-8599,RIDGEVIEW1@MSN.COM,"DAUGHERTY, PATRICIA L. PH#: 864-877-8599",RIDGEVIEW1@MSN.COM,CRC-0560 / 01/31/2022,Greenville / Corporation,217 CHANDLER RD,GREER,SC,29651-1290,RIDGEVIEW COMMUNITY CARE HOMES INC,864-877-8599,,Greenville,,Greenville,387299.9558,3868988.033,45045002507,+34.9637370,-082.2399111,34.95716095,-82.23437051
396,HLRESIDENTIALCARE,RIDGEVIEW COMMUNITY CARE HOMES UNIT C,217 CHANDLER RD,GREER,SC,29651-1290,864-877-8599,RIDGEVIEW1@MSN.COM,"DAUGHERTY, PATRICIA L. PH#: 864-877-8599",RIDGEVIEW1@MSN.COM,CRC-0561 / 01/31/2022,Greenville / Corporation,217 CHANDLER RD,GREER,SC,29651-1290,RIDGEVIEW COMMUNITY CARE HOMES INC,864-877-8599,,Greenville,,Greenville,387300.047,3868988.031,45045002507,+34.9637370,-082.2399111,34.95716095,-82.23436951
310,HLRESIDENTIALCARE,RIDGEVIEW COMMUNITY CARE HOMES UNIT D,217 CHANDLER RD,GREER,SC,29651-1290,864-877-8599,RIDGEVIEW1@MSN.COM,"DAUGHERTY, PATRICIA L. PH#: 864-877-8599",RIDGEVIEW1@MSN.COM,CRC-0562 / 01/31/2022,Greenville / Corporation,217 CHANDLER RD,GREER,SC,29651-1290,RIDGEVIEW COMMUNITY CARE HOMES INC,864-877-8599,,Greenville,,Greenville,387300.0451,3868989.033,45045002507,+34.9637370,-082.2399111,34.95716998,-82.23436967
6342,HLNURSINGCARE,RIDGEWAY MANOR HEALTHCARE CENTER,117 BELLFIELD RD,RIDGEWAY,SC,29130-8261,803-337-2257,MATT.MCCOLLUM@RIDGEWAYMANORHEALTHCARE.CO,"NADKARNI, NATASHA PH#: 803-337-2257",,NCF-1031 / 08/31/2021,Fairfield / Limited Liability,117 BELLFIELD RD,RIDGEWAY,SC,29130-8261,RIDGEWAY MANOR HEALTHCARE CENTER LLC,803-337-2257,,Fairfield,,Fairfield,508577.9934,3798717.601,45039960300,+34.3424663,-080.9219134,34.329702,-80.906751
7424,HLHEARINGAIDSPEC,"RIESSEN, RONALD P.",108 ASHCROFT LN,SIMPSONVILLE,SC,29681,803-448-9378,RONRIESSEN@GMAIL.COM,PH#:,,HAS-0498 / 01/30/2022,Greenville / Sole Proprietorship,5442 MEADOW HILL LOOP,LADY LAKE,FL,32159-5966,"RIESSEN, RONALD P.",803-448-9378,,Greenville,,Greenville,387501.9241,3848897.82,45045003008,+34.7797036,-082.2452659,34.776059,-82.229461
4780,HLINHOMECARE,RIGHT AT HOME,802 E MARTINTOWN RD #22,NORTH AUGUSTA,SC,29841,803-278-0250,STEPHAN@RIGHTATHOME-CSRA.COM,PH#:,,IHCP-0702 / 04/30/2022,Aiken / Charitable,802 E MARTINTOWN RD STE 22,NORTH AUGUSTA,SC,29841,CSRA CARE GROUP INC,803-278-0250,,Aiken,,Aiken,411662.2766,3705374.363,45003020802,+33.4918418,-081.9708285,33.484222,-81.950851
7545,HLINHOMECARE,RIGHT AT HOME - CHARLESTON,884 JOHNNIE DODDS BLVD STE 202,MOUNT PLEASANT,SC,29464,843-580-5120,MATTHEW.MINOTTI@RAHCHARLESTON.COM,PH#:,,IHCP-0106 / 04/30/2022,Charleston / Limited Liability,658 RUTLEDGE AVE STE B,CHARLESTON,SC,29403-4147,CHARLESTON HOME HEALTH CARE LLC,843-580-5120,,Charleston,C,Charleston,605945.4542,3630929.692,45019004606,+32.8232078,-079.8820580,32.811252,-79.868308
6790,HLINHOMECARE,RIGHT AT HOME - COLUMBIA,1904 SUNSET BLVD STE D,WEST COLUMBIA,SC,29169,803-551-4004,CHARLES@RAHCOLUMBIA.COM,"BROWN, MICHAEL A. PH#: 803-551-4004",MIKE@RAHCOLUMBIA.COM,IHCP-0029 / 10/31/2021,Lexington / Corporation,1904 SUNSET BLVD STE D,WEST COLUMBIA,SC,29169,BROWN AND ASSOCIATES HOME HEALTH SERVICES INC,803-551-4004,,Lexington,,Lexington,491391.583,3762081.963,45063020508,+34.0049325,-081.0988191,33.99929715,-81.09321653
8169,HLINHOMECARE,RIGHT AT HOME - GREENVILLE SC,3401 HWY 153 STE D,POWDERSVILLE,SC,29673,864-609-1656,RENEE@RAHUPSTATE.COM,PH#:,,IHCP-0159 / 05/31/2021,Greenville / Limited Liability,PO BOX 747,CLEMSON,SC,29633,UPSTATE INTEGRITY LLC,864-609-1656,,Greenville,,Greenville,364687.2344,3850338.024,45007010102,+34.7312026,-082.5183665,34.786269,-82.47896
7020,HLINHOMECARE,RIGHT AT HOME - ROCK HILL,1125 N ANDERSON RD STE 102,ROCK HILL,SC,29730,803-227-3087,JIM@SENIORCARE-SC.COM,PH#:,,IHCP-0769 / 10/31/2021,York / Corporation,1125 N ANDERSON RD STE 102,ROCK HILL,SC,29730,RYAN VENTURES INC,803-227-3087,,York,,York,500640.6064,3869419.5,45091060802,+34.9522975,-081.0020082,34.96732442,-80.99298257
6924,HLINHOMECARE,RIGHT AT HOME MYRTLE BEACH,1500 HWY 17 N STE 106,SURFSIDE BEACH,SC,29575,843-651-4848,HARRY@RIGHTATHOMEMB.COM,PH#:,,IHCP-0294 / 08/31/2021,Horry / Limited Liability,1500 HWY 17 N STE 106,SURFSIDE BEACH,SC,29575,IN HOME CARE & ASSISTANCE LLC,843-651-4848,,Horry,A,Horry,688324.3282,3722261.559,45051051201,+33.6145803,-078.9706701,33.62351678,-78.96978562
6793,HLINHOMECARE,RIGHT AT HOME OF BLUFFTON,29 PLANTATION PARK DR STE 704,BLUFFTON,SC,29910-9003,843-815-7890,GREGG@RAHLOWCOUNTRY.COM,PH#:,,IHCP-0026 / 10/31/2021,Beaufort / Corporation,29 PLANTATION PARK DR STE 704,BLUFFTON,SC,29910-9003,RALPH DONALD CORPORATION,843-815-7890,,Beaufort,A,Beaufort,512314.1814,3570576.005,45013002107,+32.2608068,-080.8659839,32.27184676,-80.86924238
311,HLRESIDENTIALCARE,RILEY'S RESIDENTIAL CARE HOME,2327 BRIAN CHRISTOPHER RD,GREAT FALLS,SC,29055-8844,803-482-3290,BPRILEY09@YAHOO.COM,"GOODE-RILEY, BEVERLY PH#: 803-482-3290",BPRILEY09@YAHOO.COM,CRC-0900 / 10/31/2021,Chester / Sole Proprietorship,2327 BRIAN CHRISTOPHER RD,GREAT FALLS,SC,29055-8844,"GOODE-RILEY, BEVERLY",803-374-3062,,Chester,,Chester,506053.2837,3828671.248,45023020900,+34.6182565,-081.0032560,34.59984869,-80.93398362
7440,HLHEARINGAIDSPEC,"RIORDAN, COLIN T.",2645 WHISKEY RD STE 105,AIKEN,SC,29803-8072,706-840-1619,COLIN.RIORDAN@GMAIL.COM,PH#:,,HAS-0475 / 01/30/2022,Aiken / Sole Proprietorship,942 WOODY HILL CIR,EVANS,GA,30809-6714,"RIORDAN, COLIN T.",706-840-1619,,Aiken,,Aiken,434252.7338,3707344.975,45003021203,+33.4860371,-081.7256873,33.503622,-81.707856
6183,HLNURSINGCARE,RIVER FALLS REHABILITATION AND HEALTHCARE CENTER,2906 GEER HWY,MARIETTA,SC,29661-9517,864-836-6381,RIVERFALLSADMINISTRATOR@SA-HC.COM,"BRUNSON, T'KEYAH PH#: ; HAMMETT, WARREN PH#: 864-836-6381",WARREN.HAMMETT@SA-HC.COM,NCF-1020 / 01/31/2022,Greenville / Limited Liability,4 W RED OAK LN STE 201,WHITE PLAINS,NY,10604,SC-GA2018 RIVER FALLS REHABILITATION AND HEALTHCARE CENTER LLC,864-836-6381,,Greenville,,Greenville,363026.757,3876484.075,45045004101,+35.0374840,-082.5065924,35.021741,-82.501388
7151,HLRESIDENTIALCARE,RIVER PARK SENIOR LIVING,190 RIVER PARK DR,LITTLE RIVER,SC,29566,843-741-0082,DLITTLE3@MINDSPRING.COM,"JACKSON, TOMMY PH#: 843-741-0082",ED@RIVERPARKASSISTEDLIVING.COM,CRC-1962 / 02/28/2022,Horry / Limited Liability,PO BOX 6384,SPARTANBURG,SC,29304-6384,CR RIVER PARK LLC,864-585-8777,,Horry,,Spartanburg,714981.7527,3750467.879,45051040103,+33.8802992,-078.6541160,33.86999466,-78.64787852
7147,HLINHOMECARE,RIVER ROAD CARE,50 PROMISE LAND RD,EDGEFIELD,SC,29824,803-226-0476,RIVERROADCARE@GMAIL.COM,PH#:,,IHCP-0817 / 01/31/2022,Edgefield / Corporation,50 PROMISE LAND RD,EDGEFIELD,SC,29824,RIVER ROAD CARE LLC,803-480-1896,,Edgefield,,Edgefield,410906.7915,3738748.174,45037970202,+33.8472526,-081.9454445,33.78513056,-81.96232323
1029,HLRESIDENTIALTREATMENT,RIVERSIDE BEHAVIORAL HEALTH SERVICES AT WINDWOOD FARM,4857 WINDWOOD FARM RD,AWENDAW,SC,29429-5951,843-991-0681,MCKELVEY@WINDWOODFARM.ORG,"MCKELVEY, DEBORAH D. PH#: 843-991-0681",MCKELVEY@WINDWOODFARM.ORG,RTF-0025 / 03/31/2022,Charleston / Non-Profit Corporation,4857 WINDWOOD FARM RD,AWENDAW,SC,29429-5951,WINDWOOD FARM HOME FOR CHILDREN INC,843-884-5342,,Charleston,C,Charleston,619061.7829,3645026.888,45019005000,+33.0393507,-079.5734552,32.93704093,-79.72641166
797,HLNURSINGCARE,RIVERSIDE HEALTH AND REHAB,2375 BAKER HOSPITAL BLVD,NORTH CHARLESTON,SC,29405-8291,843-744-2750,JERR.MONTGOMERY-SMALLS@FUNDLTC.COM,"MONTGOMERY-SMALL, JERROLYN PH#: 843-744-2750",JERR.MONTGOMERY-SMALLS@FUNDLTC.COM,NCF-0870 / 08/31/2021,Charleston / Ltd. Liability,2375 BAKER HOSPITAL BLVD,CHARLESTON,SC,29405-8291,THI OF SOUTH CAROLINA AT CHARLESTON LLC,843-744-2750,425082,Charleston,B,Charleston,596444.2527,3633932.248,45019004400,+32.8305580,-079.9619676,32.83920909,-79.96946958
496,HLAMBULATORYSURGERY,RIVERTOWN SURGERY CENTER,822 FARRAR DR,CONWAY,SC,29526-8747,843-347-9587,GMCCURDY@RIVERTOWNSURGERYCENTER.COM,"VICK, ALISON PH#: 843-347-9587",AVICK@RIVERTOWNSURGERYCENTER.COM,ASF-0073 / 01/31/2022,Horry / Ltd. Liability,"822 FARRAR DR, RIVERTOWN MEDICAL PARK",CONWAY,SC,29526-8747,COASTAL CAROLINA CENTERS OF UROLOGY AND SURGERY LLC,843-347-9587,42C0001045,Horry,,Horry,683426.7091,3739120.823,45051060405,+33.7922107,-079.0120361,33.77634084,-79.01906998
7546,HLHOSPICEPROGRAM,RIVERVIEW HOSPICE AND PALLIATIVE CARE,2450 INDIA HOOK RD STE B,ROCK HILL,SC,29732,803-326-3384,JEFF@RIVERVIEWCARES.COM,"LESSLIE, JEFF PH#: 803-324-7534; VEAL, HUNTER PH#:",HOSPICEADMIN@RIVERVIEWMED.COM,HPC-0185 / 11/30/2021,York / Limited Liability,1393 CELANESE RD,ROCK HILL,SC,29732,RIVERVIEW HOSPICE AND PALLIATIVE CARE LLC,803-326-3384,,York,,York,497570.2268,3870276.945,45091060804,+34.9707405,-081.0072752,34.975054,-81.02662
7171,HLTATTOOFAC,ROACH & COMPANY TATTOO EMPORIUM,518-140 COLLEGE AVE,CLEMSON,SC,29631,864-507-6131,BENROACHTATTOOS@GMAIL.COM,PH#:,,TF-0325 / 03/31/2022,Pickens / Limited Liability,,,,,ROACH & CO LLC,864-280-0031,,Pickens,,Pickens,331947.3419,3840114.714,45077011205,+34.6834674,-082.8345660,34.68925179,-82.83461903
6857,HLINHOMECARE,ROBERTS IN-HOME CARE,3605 MEETING STREET RD STE B1,NORTH CHARLESTON,SC,29405-8095,843-552-8165,ROBERTS4CARE@YAHOO.COM,PH#:,,IHCP-0240 / 07/31/2021,Charleston / Limited Liability,3605 MEETING STREET RD,NORTH CHARLESTON,SC,29418,ROBERTS IN-HOME NURSING SERVICES LLC,843-552-8165,,Charleston,B,Charleston,595005.3831,3635796.118,45019003700,+32.8671057,-079.9825338,32.85614531,-79.98465073
974,HLHEARINGAIDSPEC,"ROBINSON, RICKY D.",3328 WASHINGTON RD STE D,AUGUSTA,GA,30907-3871,706-868-8862,RICROB2000@KNOLOGY.NET,PH#:,,HAS-0470 / 01/30/2022,Out of State / Sole Proprietorship,3328 WASHINGTON RD STE D,AUGUSTA,GA,30907-3871,"ROBINSON, RICKY D.",706-868-8862,,Out of State,,Out of State,400704.5591,3708975.479,"",,,33.51573623,-82.06917959
4996,HLHEARINGAIDSPEC,"ROBINSON, THOMAS ALLEN",890 HOLLIDAY DAM RD,HONEA PATH,SC,29654,704-608-4089,THRB@HEARINGLIFE.COM,PH#:,,HAS-0627 / 01/30/2022,Anderson / Sole Proprietorship,890HOLLIDAY DAM RD,HONEA PATH,SC,29654,"ROBINSON, THOMAS ALLEN",704-608-4089,,Anderson,,Anderson,373416.6206,3821026.886,45007011500,+34.4662024,-082.4055574,34.523142,-82.379189
2202,HLNURSINGCARE,ROCK HILL POST ACUTE CARE CENTER,159 SEDGEWOOD DR,ROCK HILL,SC,29732-2315,803-329-6565,RENEWALS@ENSIGNSERVICES.NET,"JOHNSON, KATE PH#: 803-326-6565",KATEJOHNSON@ENSIGNSERVICES.NET,NCF-0975 / 12/31/2021,York / Corporation,27101 PUERTA REAL STE 450,MISSION VIEJO,CA,92691-8566,ROCK HILL HEALTHCARE INCORPORATED,803-329-6565,,York,,York,496439.9865,3867586.379,45091060700,+34.9606397,-081.0380086,34.9507882,-81.03898981
6997,HLPSADOUTPATIENT,ROCK HILL TREATMENT SPECIALISTS,1274 E MAIN ST,ROCK HILL,SC,29730,803-526-7666,BRENTBRADYSC@GMAIL.COM,"DAVIGNON, SUZANNE PH#: 864-354-1031",,OPFN-0182 / 05/31/2022,York / Corporation,,,,,ROCK HILL TREATMENT SPECIALIST INC,803-526-7666,,York,,Greenville,499794.6557,3863677.78,45091061301,+34.8868433,-081.0383810,34.91554849,-81.002248
313,HLRESIDENTIALCARE,ROCKHAVEN COMMUNITY CARE HOME,524 ROCKHAVEN DR,COLUMBIA,SC,29223-7805,803-699-5361,RBARNES3469@GMAIL.COM,"BARNES, RICHIE D. PH#: 803-699-5361",RBARNES3469@GMAIL.COM,CRC-0800 / 01/31/2022,Richland / Sole Proprietorship,524 ROCKHAVEN DR,COLUMBIA,SC,29223-7805,RICHIE D BARNES,803-361-0771,,Richland,,Richland,505356.7211,3774550.747,45079011404,+34.1092531,-080.9554245,34.11177268,-80.9419179
7233,HLHEARINGAIDSPEC,"ROELLIG, NATALIE M.",1401 FOXTAIL PINE RD,LADSON,SC,29456,843-270-6034,NNMARTIN82@GMAIL.COM,PH#:,,HAS-0662 / 01/30/2022,Berkeley / Sole Proprietorship,,,,,"ROELLIG, NATALIE M.",843-270-6034,,Berkeley,A,Berkeley,587958.0251,3632680.34,45019005600,+32.8010357,-080.0830664,32.82863141,-80.0602549
840,HLRESIDENTIALCARE,ROLLING GREEN VILLAGE ASSISTED LIVING FACILITY,1 HOKE SMITH BLVD OFC,GREENVILLE,SC,29615-5399,864-987-9800,"RYANT@ROLLINGGREENVILLAGE.COM","TOERNER, RYAN PH#: 864-987-9800",RYANT@ROLLINGGREENVILLAGE.COM,CRC-0573 / 03/31/2022,Greenville / Non-Profit Corporation,1 HOKE SMITH BLVD OFC,GREENVILLE,SC,29615-5399,ROLLING GREEN VILLAGE,864-987-9800,,Greenville,,Greenville,384394.0759,3856206.693,45045002808,+34.8429987,-082.2609847,34.84160464,-82.26442352
841,HLNURSINGCARE,ROLLING GREEN VILLAGE HEALTH CARE FACILITY,1 HOKE SMITH BLVD,GREENVILLE,SC,29615-5308,864-987-9800,RYANT@ROLLINGGREENVILLAGE.COM,"TOERNER, RYAN PH#: 864-987-9800",RYANT@ROLLINGGREENVILLAGE.COM,NCF-0456 / 10/31/2021,Greenville / Non-Profit Corporation,1 HOKE SMITH BLVD,GREENVILLE,SC,29615-5308,ROLLING GREEN VILLAGE,864-987-9800,425160,Greenville,,Greenville,384370.7925,3856202.459,45045002808,+34.8429987,-082.2609847,34.84156383,-82.26467754
2019,HLINHOMECARE,ROLLING GREEN VILLAGE HOME CARE,1 HOKE SMITH BLVD,GREENVILLE,SC,29615-5308,864-987-9800,RYANT@ROLLINGGREENVILLAGE.COM,"SLATER, ABBIE B. PH#: ; TOERNER, RYAN PH#: 864-987-9800",RYANT@ROLLINGGREENVILLAGE.COM,IHCP-0323 / 08/31/2021,Greenville / Corporation,1 HOKE SMITH BLVD,GREENVILLE,SC,29615-5308,ROLLING GREEN VILLAGE RETIREMENT COMMUNITY,864-213-4222,,Greenville,,Greenville,384470.5873,3856349.825,45045002808,+34.8429987,-082.2609847,34.84290374,-82.2636066
1167,HLHOMEHEALTH,ROLLING GREEN VILLAGE HOME HEALTH AGENCY,1 HOKE SMITH BLVD,GREENVILLE,SC,29615-5308,864-987-9800,SHANNONLI@ROLLINGGREENVILLAGE.COM,"TOERNER, RYAN PH#: 864-987-9800",RYANT@ROLLINGGREENVILLAGE.COM,HHA-0213 / 12/31/2021,Greenville / Non-Profit Corporation,1 HOKE SMITH BLVD OFC,GREENVILLE,SC,29615-5399,ROLLING GREEN VILLAGE,864-987-9800,,Greenville,,Greenville,384470.5932,3856350.142,45045002808,+34.8429987,-082.2609847,34.8429066,-82.26360658
5063,HLHOSPICEPROGRAM,ROPER HOSPICE,1483 TOBIAS GADSON BLVD STE 109,CHARLESTON,SC,29407-4796,843-402-3260,BONNIE.MELLO@RSFH.COM,"MELLO, BONNIE C. PH#: 843-402-3063",ROPERSAINTFRANCIS.COM,HPC-0164 / 01/31/2022,Charleston / Non-Profit Corporation,1483 TOBIAS GADSON BLVD STE 208,CHARLESTON,SC,29407-4796,ROPER HOSPITAL INC,843-724-2901,,Charleston,A,Charleston,590681.5272,3630467.026,45019002613,+32.8200495,-080.0433739,32.808447,-80.031378
7098,HLHOSPICEFACILITY,ROPER HOSPICE COTTAGE,676 WANDO PARK BLVD,MOUNT PLEASANT,SC,29464-7936,843-606-8790,CHERYL.GENTRY@RSFH.COM,PH#:,,HPF-0033 / 08/31/2021,Charleston / Non-Profit Corporation,,,,,ROPER HOSPITAL INC,843-724-2901,,Charleston,C,Charleston,604950.4606,3634678.494,45019004614,+32.8596872,-079.8708533,32.84594018,-79.87790493
486,HLHOSPITAL,ROPER HOSPITAL,316 CALHOUN ST,CHARLESTON,SC,29401-1125,843-724-2901,MATTHEW.DESMOND@RSFH.COM,"JACKSON, ANTHONY PH#: 843-606-8990",ANTHONY.JACKSON@RSFH.COM,HTL-0063 / 10/31/2021,Charleston / Non-Profit Corporation,316 CALHOUN ST,CHARLESTON,SC,29401-1125,ROPER HOSPITAL INC,843-724-2901,420087,Charleston,B,Charleston,598441.0017,3627684.996,45019000600,+32.7850610,-079.9510689,32.78268684,-79.94880052
896,HLAMBULATORYSURGERY,ROPER HOSPITAL AMBULATORY SURGERY & PAIN MANAGEMENT JAMES ISLAND,325 FOLLY RD STE 200,CHARLESTON,SC,29412-2507,843-789-1550,ROBYN.GETSINGER@RSFH.COM,"GETSINGER, ROBYN PH#: 843-789-1550",ROBYN.GETSINGER@RSFH.COM,ASF-0114 / 01/31/2022,Charleston / Non-Profit Corporation,325 FOLLY RD STE 200,CHARLESTON,SC,29412-2507,ROPER HOSPITAL INC,843-724-2901,,Charleston,A,Charleston,595880.1036,3625179.036,45019001902,+32.7627874,-079.9653762,32.76031142,-79.97640195
871,HLAMBULATORYSURGERY,ROPER HOSPITAL AMBULATORY SURGERY-MONCKS CORNER MEDICAL PLAZA,730 STONEY LANDING RD,MONCKS CORNER,SC,29461-2948,843-719-5585,MICHELLE.STEPHENS@RSFH.COM,"MANNARINO, SHERRIE PH#: ; STEPHENS, MICHELLE PH#: 843-719-5585",MICHELLE.STEPHENS@RSFH.COM,ASF-0063 / 02/28/2022,Berkeley / Non-Profit Corporation,730 STONEY LANDING RD,MONCKS CORNER,SC,29461-2948,ROPER HOSPITAL INC,843-724-2901,,Berkeley,H,Charleston,594920.3514,3673343.046,45015020506,+33.1834737,-079.9987130,33.19478533,-79.9816725
7308,HLHOSPITAL,ROPER ST FRANCIS BERKELEY HOSPITAL,100 CALLEN BLVD,SUMMERVILLE,SC,29486,854-529-3002,ANTHONY.JACKSON@RSFH.COM,"BROOME, SCOTT PH#: 803-581-9400",BROOMEJO@MUSC.EDU,HTL-0940 / 09/30/2021,Berkeley / Corporation,,,,,ROPER ST FRANCIS HOSPITAL - BERKELEY INC,843-720-8300,,Berkeley,H,Charleston,591488.9682,3668960.583,45015020505,+33.1537443,-080.0382644,33.155557,-80.018922
704,HLAMBULATORYSURGERY,ROPER ST FRANCIS EYE CENTER,18 FARMFIELD AVE,CHARLESTON,SC,29407-7700,843-958-2625,MICHELLE.STEPHENS@RSFH.COM,"BAXLEY, KATHRYN PH#: 843-789-1564; STEPHENS, MICHELLE PH#: 843-719-5585",KATHRYN.BAXLEY@RSFH.COM,ASF-0049 / 10/31/2021,Charleston / Limited Liability,18 FARMFIELD AVE,CHARLESTON,SC,29407-7700,LOWCOUNTRY SURGERY CENTER LLC,843-958-2625,,Charleston,A,Charleston,594135.1222,3627485.248,45019002802,+32.7748760,-080.0035774,32.78126265,-79.99479474
1197,HLHOMEHEALTH,ROPER-ST FRANCIS HOME HEALTH CARE,1483 TOBIAS GADSON BLVD STE 208,CHARLESTON,SC,29407-4796,843-402-7000,BONNIE.MELLO@RSFH.COM,"SHEEHAN, TERRI PH#:",,HHA-0062 / 12/31/2021,Charleston / Non-Profit Corporation,1483 TOBIAS GADSON BLVD STE 208,CHARLESTON,SC,29407-4796,ROPER HOSPITAL INC,843-724-2901,427042,Charleston,A,Charleston,590681.8002,3630466.316,45019002613,+32.8200495,-080.0433739,32.80844051,-80.03137431
5880,HLINHOMECARE,ROPHEKA CARES LLC,2037 SAINT MATTHEWS RD,ORANGEBURG,SC,29118,803-515-4617,ROPHEKA14CARES@GMAIL.COM,PH#:,,IHCP-0230 / 07/31/2021,Orangeburg / Limited Liability,PO BOX 1704,ORANGEBURG,SC,29116,ROPHEKA CARES LLC,803-515-4617,,Orangeburg,,Orangeburg,513602.0338,3709533.993,45075011000,+33.5254269,-080.8599676,33.525302,-80.85352
6136,HLHEARINGAIDSPEC,"ROSE, RANDY WAYNE",1505 MAIN ST,HILTON HEAD ISLAND,SC,29926,760-845-2077,RANDEARMAN@GMAIL.COM,PH#:,,HAS-0640 / 01/30/2022,Beaufort / Sole Proprietorship,,,,,"ROSE, RANDY WAYNE",760-845-2077,,Beaufort,A,Beaufort,526114.2509,3564271.295,45013010600,+32.2452931,-080.7347150,32.214733,-80.722882
430,HLRESIDENTIALCARE,ROSECREST COMMUNITY RESIDENTIAL CARE,200 FORTRESS DR,INMAN,SC,29349-9160,864-599-8600,MYETTER@LHOMES.ORG,"YETTER, MELISSA PH#: 864-599-8600",MYETTER@LHOMES.ORG,CRC-1208 / 07/31/2021,Spartanburg / Non-Profit Corporation,200 FORTRESS DR,INMAN,SC,29349-9160,LUTHERAN HOMES OF SOUTH CAROLINA INC,803-749-5110,,Spartanburg,,Richland,406267.2134,3877810.398,45083022801,+35.0670185,-082.0543873,35.03863685,-82.02765435
429,HLNURSINGCARE,ROSECREST REHABILITATION AND HEALTHCARE,200 FORTRESS DR,INMAN,SC,29349-9160,864-599-8600,MYETTER@LHOMES.ORG,"YETTER, MELISSA PH#: 864-599-8600",MYETTER@LHOMES.ORG,NCF-0817 / 04/30/2022,Spartanburg / Non-Profit Corporation,200 FORTRESS DR,INMAN,SC,29349-9160,LUTHERAN HOMES OF SOUTH CAROLINA INC,803-749-5110,425376,Spartanburg,,Richland,406266.1016,3877807.388,45083022801,+35.0670185,-082.0543873,35.03860962,-82.0276662
