census_tract,lila_tracts_1and10,lila_tracts_half_and10,lila_tracts_1and20,low_income_tracts,poverty_rate,median_family_income,GEOID,tract_latitude,tract_longitude
45091061203,0,0,0,0,13.4,68594,45091061203,+34.8511086,-080.9339622
45091061301,1,1,1,1,18.6,59125,45091061301,+34.8868433,-081.0383810
45091061302,0,0,0,0,8,82460,45091061302,+34.8531593,-081.0743516
45091061401,0,0,0,1,14.4,52386,45091061401,+34.8865633,-081.2521805
45091061403,0,0,0,0,8.3,74881,45091061403,+34.9101147,-081.1249061
45091061404,0,0,0,0,12,109844,45091061404,+34.9338723,-081.0767709
45091061501,0,0,0,0,14.4,65612,45091061501,+35.0340052,-081.2596548
45091061502,0,0,0,0,12.2,65552,45091061502,+34.9727579,-081.1916550
45091061601,1,1,1,1,35.2,39485,45091061601,+34.9915480,-081.2629540
45091061602,1,1,1,1,10.3,54191,45091061602,+34.9921871,-081.2207561
45091061701,0,0,0,0,12.6,72031,45091061701,+35.1053531,-081.3302319
45091061705,0,0,0,0,8.7,83284,45091061705,+35.1201723,-081.1896542
45091061706,0,0,0,0,8.7,75028,45091061706,+35.1019001,-081.1082127
45091061707,0,0,0,0,3.3,97236,45091061707,+35.1328855,-081.0658123
45091061708,0,0,0,0,4.8,109153,45091061708,+35.0650371,-081.0753760
45091061801,1,1,1,1,18.2,47523,45091061801,+35.1252818,-081.2174193
45091061802,0,0,0,1,22.2,64321,45091061802,+35.0920972,-081.2223217
45091061900,0,0,0,0,13.5,60671,45091061900,+34.9358730,-081.4112177
