"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment",
"45","South Carolina","45083022700","Spartanburg County, SC - 45083022700","2013-2017","17.6%","",
"45","South Carolina","45083022801","Spartanburg County, SC - 45083022801","2013-2017","9.5%","",
"45","South Carolina","45083022802","Spartanburg County, SC - 45083022802","2013-2017","13.1%","",
"45","South Carolina","45083022900","Spartanburg County, SC - 45083022900","2013-2017","27.9%","",
"45","South Carolina","45083023001","Spartanburg County, SC - 45083023001","2013-2017","21.5%","",
"45","South Carolina","45083023002","Spartanburg County, SC - 45083023002","2013-2017","20.0%","",
"45","South Carolina","45083023101","Spartanburg County, SC - 45083023101","2013-2017","23.8%","",
"45","South Carolina","45083023102","Spartanburg County, SC - 45083023102","2013-2017","18.7%","",
"45","South Carolina","45083023201","Spartanburg County, SC - 45083023201","2013-2017","12.0%","",
"45","South Carolina","45083023202","Spartanburg County, SC - 45083023202","2013-2017","20.8%","",
"45","South Carolina","45083023301","Spartanburg County, SC - 45083023301","2013-2017","24.7%","",
"45","South Carolina","45083023302","Spartanburg County, SC - 45083023302","2013-2017","42.5%","",
"45","South Carolina","45083023401","Spartanburg County, SC - 45083023401","2013-2017","20.5%","",
"45","South Carolina","45083023402","Spartanburg County, SC - 45083023402","2013-2017","7.8%","",
"45","South Carolina","45083023403","Spartanburg County, SC - 45083023403","2013-2017","10.5%","",
"45","South Carolina","45083023404","Spartanburg County, SC - 45083023404","2013-2017","11.5%","",
"45","South Carolina","45083023405","Spartanburg County, SC - 45083023405","2013-2017","9.7%","",
"45","South Carolina","45083023500","Spartanburg County, SC - 45083023500","2013-2017","24.1%","",
"45","South Carolina","45083023600","Spartanburg County, SC - 45083023600","2013-2017","29.9%","",
"45","South Carolina","45083023700","Spartanburg County, SC - 45083023700","2013-2017","16.6%","",
"45","South Carolina","45083023801","Spartanburg County, SC - 45083023801","2013-2017","17.0%","",
"45","South Carolina","45083023802","Spartanburg County, SC - 45083023802","2013-2017","25.7%","",
"45","South Carolina","45083023900","Spartanburg County, SC - 45083023900","2013-2017","28.3%","",
"45","South Carolina","45085000100","Sumter County, SC - 45085000100","2013-2017","46.0%","",
"45","South Carolina","45085000201","Sumter County, SC - 45085000201","2013-2017","18.7%","",
"45","South Carolina","45085000202","Sumter County, SC - 45085000202","2013-2017","13.4%","",
"45","South Carolina","45085000300","Sumter County, SC - 45085000300","2013-2017","1.5%","",
"45","South Carolina","45085000400","Sumter County, SC - 45085000400","2013-2017","21.2%","",
"45","South Carolina","45085000500","Sumter County, SC - 45085000500","2013-2017","34.4%","",
"45","South Carolina","45085000600","Sumter County, SC - 45085000600","2013-2017","34.7%","",
"45","South Carolina","45085000700","Sumter County, SC - 45085000700","2013-2017","26.3%","",
"45","South Carolina","45085000800","Sumter County, SC - 45085000800","2013-2017","33.3%","",
"45","South Carolina","45085000901","Sumter County, SC - 45085000901","2013-2017","28.8%","",
"45","South Carolina","45085000902","Sumter County, SC - 45085000902","2013-2017","13.5%","",
"45","South Carolina","45085001100","Sumter County, SC - 45085001100","2013-2017","36.5%","",
"45","South Carolina","45085001300","Sumter County, SC - 45085001300","2013-2017","46.3%","",
"45","South Carolina","45085001500","Sumter County, SC - 45085001500","2013-2017","57.3%","",
"45","South Carolina","45085001600","Sumter County, SC - 45085001600","2013-2017","39.8%","",
"45","South Carolina","45085001701","Sumter County, SC - 45085001701","2013-2017","9.7%","",
"45","South Carolina","45085001703","Sumter County, SC - 45085001703","2013-2017","12.4%","",
"45","South Carolina","45085001704","Sumter County, SC - 45085001704","2013-2017","18.1%","",
"45","South Carolina","45085001801","Sumter County, SC - 45085001801","2013-2017","19.4%","",
"45","South Carolina","45085001802","Sumter County, SC - 45085001802","2013-2017","24.8%","",
"45","South Carolina","45085001901","Sumter County, SC - 45085001901","2013-2017","23.8%","",
"45","South Carolina","45085001902","Sumter County, SC - 45085001902","2013-2017","34.0%","",
"45","South Carolina","45085002000","Sumter County, SC - 45085002000","2013-2017","29.7%","",
"45","South Carolina","45087030100","Union County, SC - 45087030100","2013-2017","42.6%","",
"45","South Carolina","45087030200","Union County, SC - 45087030200","2013-2017","46.1%","",
"45","South Carolina","45087030300","Union County, SC - 45087030300","2013-2017","36.2%","",
"45","South Carolina","45087030400","Union County, SC - 45087030400","2013-2017","32.3%","",
"45","South Carolina","45087030500","Union County, SC - 45087030500","2013-2017","35.0%","",
"45","South Carolina","45087030600","Union County, SC - 45087030600","2013-2017","43.5%","",
"45","South Carolina","45087030700","Union County, SC - 45087030700","2013-2017","39.3%","",
"45","South Carolina","45087030800","Union County, SC - 45087030800","2013-2017","40.0%","",
"45","South Carolina","45087030900","Union County, SC - 45087030900","2013-2017","39.1%","",
"45","South Carolina","45089970100","Williamsburg County, SC - 45089970100","2013-2017","38.7%","",
"45","South Carolina","45089970200","Williamsburg County, SC - 45089970200","2013-2017","62.8%","",
"45","South Carolina","45089970300","Williamsburg County, SC - 45089970300","2013-2017","48.4%","",
"45","South Carolina","45089970400","Williamsburg County, SC - 45089970400","2013-2017","41.5%","",
"45","South Carolina","45089970501","Williamsburg County, SC - 45089970501","2013-2017","48.7%","",
"45","South Carolina","45089970502","Williamsburg County, SC - 45089970502","2013-2017","51.8%","",
"45","South Carolina","45089970600","Williamsburg County, SC - 45089970600","2013-2017","29.3%","",
"45","South Carolina","45089970700","Williamsburg County, SC - 45089970700","2013-2017","49.4%","",
"45","South Carolina","45089970801","Williamsburg County, SC - 45089970801","2013-2017","30.7%","",
"45","South Carolina","45089970802","Williamsburg County, SC - 45089970802","2013-2017","0.0%","",
"45","South Carolina","45089970900","Williamsburg County, SC - 45089970900","2013-2017","39.0%","",
"45","South Carolina","45091060102","York County, SC - 45091060102","2013-2017","11.6%","",
"45","South Carolina","45091060200","York County, SC - 45091060200","2013-2017","25.0%","",
"45","South Carolina","45091060300","York County, SC - 45091060300","2013-2017","32.2%","",
"45","South Carolina","45091060401","York County, SC - 45091060401","2013-2017","37.4%","",
"45","South Carolina","45091060402","York County, SC - 45091060402","2013-2017","19.4%","",
"45","South Carolina","45091060501","York County, SC - 45091060501","2013-2017","26.1%","",
"45","South Carolina","45091060502","York County, SC - 45091060502","2013-2017","25.9%","",
"45","South Carolina","45091060600","York County, SC - 45091060600","2013-2017","0.0%","",
"45","South Carolina","45091060700","York County, SC - 45091060700","2013-2017","23.1%","",
"45","South Carolina","45091060802","York County, SC - 45091060802","2013-2017","18.2%","",
"45","South Carolina","45091060803","York County, SC - 45091060803","2013-2017","19.4%","",
"45","South Carolina","45091060804","York County, SC - 45091060804","2013-2017","10.7%","",
"45","South Carolina","45091060901","York County, SC - 45091060901","2013-2017","15.6%","",
"45","South Carolina","45091060904","York County, SC - 45091060904","2013-2017","11.8%","",
"45","South Carolina","45091060905","York County, SC - 45091060905","2013-2017","12.5%","",
"45","South Carolina","45091060906","York County, SC - 45091060906","2013-2017","8.3%","",
"45","South Carolina","45091060907","York County, SC - 45091060907","2013-2017","6.1%","",
"45","South Carolina","45091061003","York County, SC - 45091061003","2013-2017","4.6%","",
"45","South Carolina","45091061004","York County, SC - 45091061004","2013-2017","8.0%","",
"45","South Carolina","45091061005","York County, SC - 45091061005","2013-2017","5.2%","",
"45","South Carolina","45091061006","York County, SC - 45091061006","2013-2017","3.7%","",
"45","South Carolina","45091061007","York County, SC - 45091061007","2013-2017","6.4%","",
"45","South Carolina","45091061008","York County, SC - 45091061008","2013-2017","4.6%","",
"45","South Carolina","45091061101","York County, SC - 45091061101","2013-2017","17.3%","",
"45","South Carolina","45091061103","York County, SC - 45091061103","2013-2017","13.9%","",
"45","South Carolina","45091061104","York County, SC - 45091061104","2013-2017","8.5%","",
"45","South Carolina","45091061201","York County, SC - 45091061201","2013-2017","16.0%","",
"45","South Carolina","45091061202","York County, SC - 45091061202","2013-2017","12.4%","",
"45","South Carolina","45091061203","York County, SC - 45091061203","2013-2017","20.3%","",
"45","South Carolina","45091061301","York County, SC - 45091061301","2013-2017","21.8%","",
"45","South Carolina","45091061302","York County, SC - 45091061302","2013-2017","23.0%","",
"45","South Carolina","45091061401","York County, SC - 45091061401","2013-2017","28.2%","",
"45","South Carolina","45091061403","York County, SC - 45091061403","2013-2017","16.2%","",
"45","South Carolina","45091061404","York County, SC - 45091061404","2013-2017","11.2%","",
"45","South Carolina","45091061501","York County, SC - 45091061501","2013-2017","18.4%","",
"45","South Carolina","45091061502","York County, SC - 45091061502","2013-2017","15.7%","",
"45","South Carolina","45091061601","York County, SC - 45091061601","2013-2017","34.7%","",
"45","South Carolina","45091061602","York County, SC - 45091061602","2013-2017","27.9%","",
"45","South Carolina","45091061701","York County, SC - 45091061701","2013-2017","22.5%","",
"45","South Carolina","45091061705","York County, SC - 45091061705","2013-2017","15.3%","",
"45","South Carolina","45091061706","York County, SC - 45091061706","2013-2017","13.3%","",
"45","South Carolina","45091061707","York County, SC - 45091061707","2013-2017","8.7%","",
"45","South Carolina","45091061708","York County, SC - 45091061708","2013-2017","9.3%","",
"45","South Carolina","45091061801","York County, SC - 45091061801","2013-2017","16.6%","",
"45","South Carolina","45091061802","York County, SC - 45091061802","2013-2017","18.5%","",
"45","South Carolina","45091061900","York County, SC - 45091061900","2013-2017","36.7%","",
