census_tract,state,county,urban,pop2010,ohu2010,group_quarters_flag,numgqtrs,pctgqtrs,lila_tracts_1and10,lila_tracts_half_and10,lila_tracts_1and20,lila_tracts_vehicle,hunv_flag,low_income_tracts,poverty_rate,median_family_income,la1and10,l_ahalfand10,la1and20,la_tracts_half,la_tracts1,la_tracts10,la_tracts20,la_tracts_vehicle_20,lapop1_10,lapop05_10,lapop1_20,lalowi1_10,lalowi05_10,lalowi1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,tract_lowi,tract_kids,tract_seniors,tract_white,tract_black,tract_asian,tract_nhopi,tract_aian,tract_o_multir,tract_hispanic,tract_hunv,tract_snap,tract_latitude,tract_longitude
45079011501,South Carolina,Richland County,1,10945,2,1,10940,99.95,0,0,0,0,0,0,0,NULL,1,1,1,1,1,0,0,0,4744,9971,4744,0,0,0,9971,91.10,0,0.00,76,0.69,0,0.00,6340,57.93,2241,20.48,396,3.62,71,0.65,113,1.03,810,7.40,1518,13.87,0,0.00,0,0.00,4744,43.34,0,0.00,40,0.37,0,0.00,3011,27.51,1009,9.22,209,1.91,32,0.30,61,0.56,421,3.84,730,6.67,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,88,0,6890,2448,437,84,120,966,1688,0,0,+34.0183763,-080.9374698
45079011502,South Carolina,Richland County,1,2133,419,0,627,29.4,0,0,0,0,0,0,0.2,76579,1,1,1,1,1,0,0,0,2112,2133,2112,485,489,485,2133,100.00,489,22.92,726,34.04,7,0.33,1164,54.57,589,27.61,58,2.72,19,0.89,27,1.27,276,12.94,349,16.36,0,0.00,9,2.17,2112,99.03,485,22.72,726,34.03,7,0.33,1149,53.87,585,27.43,57,2.68,19,0.89,27,1.27,275,12.89,347,16.25,0,0.00,9,2.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,616,726,7,1164,589,58,19,27,276,349,0,16,+33.9959495,-080.9229654
45079011603,South Carolina,Richland County,1,5380,2183,0,8,0.15,0,0,0,0,0,0,6,98140,1,1,1,1,1,0,0,0,1984,4541,1984,280,656,280,4541,84.41,656,12.20,1212,22.52,483,8.97,3405,63.29,866,16.09,166,3.08,7,0.14,4,0.08,93,1.72,116,2.15,47,2.16,71,3.24,1984,36.89,280,5.20,572,10.63,264,4.90,1735,32.25,179,3.33,41,0.76,1,0.01,3,0.06,26,0.49,33,0.62,18,0.84,28,1.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,860,1368,575,3944,1090,185,8,6,147,193,61,90,+33.9850728,-080.9522562
45079011604,South Carolina,Richland County,1,5946,2610,0,61,1.03,0,0,0,0,0,0,5.7,121319,1,1,1,1,1,0,0,0,2429,5030,2429,136,400,136,5030,84.59,400,6.72,1192,20.05,705,11.86,4374,73.57,430,7.24,128,2.14,0,0.00,19,0.32,78,1.32,105,1.76,37,1.42,67,2.57,2429,40.85,136,2.29,681,11.46,256,4.30,2207,37.12,124,2.09,59,0.99,0,0.00,8,0.14,31,0.52,39,0.66,10,0.40,29,1.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,582,1277,897,4988,628,202,0,25,103,146,92,82,+33.9704856,-080.9678395
45079011606,South Carolina,Richland County,1,4461,1799,0,4,0.09,0,0,0,0,0,0,8.6,62674,1,1,1,1,1,0,0,0,1617,3606,1617,458,1209,458,3606,80.83,1209,27.10,766,17.17,555,12.45,1557,34.91,1896,42.51,50,1.13,1,0.02,11,0.25,90,2.01,86,1.92,69,3.86,302,16.79,1617,36.25,458,10.27,304,6.81,293,6.56,772,17.31,774,17.35,16,0.36,0,0.00,8,0.18,46,1.04,44,0.98,34,1.88,143,7.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2048,1012,628,1779,2490,61,3,12,116,116,94,399,+33.9661291,-080.9005535
45079011607,South Carolina,Richland County,1,3800,1645,0,170,4.47,0,1,0,0,0,1,23.2,41615,0,1,0,1,0,0,0,0,10,1403,10,5,740,5,1403,36.91,740,19.47,258,6.78,44,1.15,516,13.58,776,20.42,44,1.17,2,0.05,1,0.03,63,1.65,71,1.86,67,4.10,119,7.22,10,0.27,5,0.14,2,0.04,0,0.00,7,0.19,2,0.05,1,0.02,0,0.00,0,0.00,0,0.01,0,0.00,1,0.03,1,0.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2047,903,164,1070,2378,110,4,16,222,245,219,386,+33.9539740,-080.9388575
45079011608,South Carolina,Richland County,1,6959,2985,0,4,0.06,0,0,0,0,1,0,17,58097,1,1,1,1,1,0,0,1,1605,5195,1605,582,2016,582,5195,74.65,2016,28.97,1202,17.28,664,9.55,2329,33.47,2602,37.38,75,1.08,5,0.07,14,0.20,170,2.44,209,3.00,112,3.75,502,16.80,1605,23.06,582,8.37,332,4.77,253,3.63,819,11.76,699,10.04,33,0.47,0,0.00,2,0.03,53,0.76,66,0.95,29,0.96,152,5.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2536,1734,782,2784,3836,94,6,19,220,251,147,632,+33.9677250,-080.9299446
45079011701,South Carolina,Richland County,1,5137,1901,0,0,0,1,1,1,1,1,1,64.1,32692,1,1,1,1,1,0,0,1,5104,5137,5104,4442,4467,4442,5137,100.00,4467,86.95,263,5.12,172,3.35,3290,64.05,1596,31.07,148,2.88,0,0.00,9,0.18,94,1.83,108,2.10,189,9.92,318,16.74,5104,99.36,4442,86.46,262,5.11,163,3.17,3288,64.00,1565,30.47,148,2.88,0,0.00,9,0.18,94,1.83,107,2.09,187,9.84,315,16.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4444,263,172,3290,1596,148,0,9,94,108,163,276,+33.9462907,-081.0037285
45079011702,South Carolina,Richland County,1,3550,986,0,919,25.89,1,1,1,1,1,1,31.1,50208,1,1,1,1,1,0,0,1,3422,3550,3422,1848,1927,1848,3550,100.00,1927,54.27,647,18.23,419,11.80,224,6.31,3261,91.86,15,0.42,1,0.03,6,0.17,43,1.21,22,0.62,154,15.62,273,27.66,3422,96.41,1848,52.07,627,17.67,396,11.15,217,6.11,3142,88.52,15,0.42,1,0.03,6,0.17,41,1.16,21,0.59,141,14.26,257,26.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1558,647,419,224,3261,15,1,6,43,22,125,273,+33.9347890,-080.9620891
45079011800,South Carolina,Richland County,0,6424,2355,0,12,0.19,0,0,0,1,1,1,13,44775,0,0,0,0,0,0,0,1,219,219,NULL,175,175,NULL,6424,100.00,3258,50.72,1575,24.52,805,12.53,810,12.61,5453,84.88,7,0.11,2,0.03,12,0.19,140,2.18,144,2.24,149,6.33,394,16.73,6379,99.30,3235,50.37,1565,24.36,800,12.45,805,12.52,5413,84.27,7,0.11,2,0.03,12,0.19,140,2.18,143,2.23,149,6.31,391,16.62,219,3.41,175,2.72,64,0.99,22,0.34,10,0.15,206,3.21,0,0.00,0,0.00,0,0.00,3,0.04,3,0.04,0,0.00,13,0.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3228,1575,805,810,5453,7,2,12,140,144,139,375,+33.8589467,-080.8552642
45079011901,South Carolina,Richland County,1,7590,2773,0,8,0.11,0,0,0,0,1,0,12.1,73044,1,1,1,1,1,0,0,1,5993,7536,5993,2181,2776,2181,7536,99.29,2776,36.58,2162,28.49,535,7.05,1716,22.60,5399,71.13,56,0.74,9,0.12,16,0.21,340,4.48,372,4.90,128,4.61,326,11.75,5993,78.96,2181,28.73,1696,22.34,421,5.54,1339,17.64,4312,56.81,39,0.52,8,0.10,12,0.16,283,3.73,301,3.97,103,3.72,260,9.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3188,2175,546,1753,5414,57,9,16,341,373,128,343,+33.9611342,-080.8599622
45079011902,South Carolina,Richland County,0,4980,1985,0,58,1.16,0,0,0,0,0,0,11.7,59072,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4980,100.00,1623,32.60,1118,22.45,645,12.95,2661,53.43,2028,40.72,35,0.70,1,0.02,18,0.36,237,4.76,213,4.28,28,1.41,390,19.64,4980,100.00,1623,32.60,1118,22.45,645,12.95,2661,53.43,2028,40.72,35,0.70,1,0.02,18,0.36,237,4.76,213,4.28,28,1.41,390,19.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1679,1118,645,2661,2028,35,1,18,237,213,27,368,+33.9545013,-080.7936169
45079012000,South Carolina,Richland County,0,5433,2109,0,20,0.37,0,0,0,0,1,0,18.3,55163,1,1,0,0,0,1,0,1,3104,3104,NULL,1552,1552,NULL,5433,100.00,2387,43.93,1337,24.61,724,13.33,1577,29.03,3658,67.33,18,0.33,0,0.00,37,0.68,143,2.63,155,2.85,232,11.01,555,26.30,5433,100.00,2387,43.93,1337,24.61,724,13.33,1577,29.03,3658,67.33,18,0.33,0,0.00,37,0.68,143,2.63,155,2.85,232,11.01,555,26.30,3104,57.14,1552,28.56,795,14.63,444,8.17,569,10.47,2451,45.11,8,0.15,0,0.00,16,0.30,60,1.11,76,1.39,177,8.38,313,14.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2115,1337,724,1577,3658,18,0,37,143,155,197,507,+33.9116689,-080.6752843
45079980100,South Carolina,Richland County,0,22,8,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,NULL,0,0,NULL,22,100.00,0,0.00,5,22.73,5,22.73,6,27.27,10,45.45,1,4.55,0,0.00,0,0.00,5,22.73,5,22.73,0,0.00,0,0.00,21,94.51,0,0.00,5,21.48,5,21.48,6,25.78,9,42.96,1,4.30,0,0.00,0,0.00,5,21.48,5,21.48,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,5,5,6,10,1,0,0,5,5,0,0,+34.0394315,-080.8250965
45081960100,South Carolina,Saluda County,0,2817,1111,0,0,0,0,0,0,0,0,1,10.1,39803,0,0,0,0,0,0,0,0,83,83,NULL,58,58,NULL,2817,100.00,1703,60.45,602,21.37,454,16.12,2089,74.16,398,14.13,4,0.14,17,0.60,7,0.25,302,10.72,456,16.19,74,6.63,115,10.38,2817,100.00,1703,60.45,602,21.37,454,16.12,2089,74.16,398,14.13,4,0.14,17,0.60,7,0.25,302,10.72,456,16.19,74,6.63,115,10.38,83,2.95,58,2.06,14,0.50,14,0.50,50,1.77,31,1.11,0,0.00,0,0.00,0,0.00,2,0.07,2,0.06,4,0.32,4,0.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1854,602,454,2089,398,4,17,7,302,456,75,112,+34.1172525,-081.7462622
45081960201,South Carolina,Saluda County,0,4807,1718,0,166,3.45,0,0,0,1,1,1,19.1,47528,0,0,0,0,0,0,0,1,69,69,NULL,28,28,NULL,4807,100.00,2545,52.94,1163,24.19,844,17.56,2522,52.47,1572,32.70,12,0.25,18,0.37,22,0.46,661,13.75,799,16.62,110,6.41,273,15.88,4394,91.40,2273,47.28,1114,23.17,660,13.74,2250,46.81,1532,31.86,12,0.25,16,0.32,15,0.31,570,11.85,681,14.17,102,5.91,255,14.84,69,1.44,28,0.59,13,0.26,14,0.29,60,1.26,3,0.07,0,0.00,0,0.00,0,0.00,5,0.11,3,0.07,1,0.04,5,0.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2748,1163,844,2522,1572,12,18,22,661,799,121,278,+33.9955697,-081.8669890
45081960202,South Carolina,Saluda County,0,4238,1502,0,0,0,0,0,0,1,1,1,28.6,40814,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,3351,79.07,1728,40.77,942,22.22,352,8.31,1448,34.17,1095,25.83,6,0.14,24,0.57,29,0.68,749,17.68,931,21.98,114,7.61,250,16.66,2352,55.49,1181,27.86,619,14.60,259,6.11,1242,29.30,585,13.79,1,0.02,11,0.26,20,0.47,493,11.64,599,14.13,71,4.70,179,11.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2015,1135,472,1611,1602,11,24,32,958,1156,144,279,+33.9835560,-081.7334123
45081960300,South Carolina,Saluda County,0,4854,2001,0,0,0,0,0,0,0,0,0,6.5,64653,0,0,0,0,0,0,0,0,434,434,NULL,97,97,NULL,4854,100.00,1225,25.23,970,19.98,957,19.72,4130,85.08,555,11.43,9,0.19,3,0.06,12,0.25,145,2.99,172,3.54,20,1.01,220,11.01,4848,99.88,1223,25.20,969,19.96,956,19.70,4130,85.08,550,11.32,9,0.19,3,0.06,12,0.25,145,2.99,172,3.54,20,1.01,220,11.00,434,8.94,97,1.99,73,1.50,107,2.21,420,8.65,10,0.21,0,0.00,1,0.02,1,0.02,2,0.04,1,0.02,2,0.10,21,1.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1327,970,957,4130,555,9,3,12,145,172,15,219,+34.0005513,-081.5897406
45081960400,South Carolina,Saluda County,0,3159,1195,0,73,2.31,0,0,0,0,0,1,18.1,53310,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3015,95.45,1255,39.72,683,21.61,436,13.79,1688,53.44,1070,33.87,2,0.05,1,0.03,9,0.29,246,7.77,269,8.52,84,7.03,119,9.93,2506,79.34,988,31.28,563,17.83,345,10.93,1535,48.58,739,23.40,1,0.03,0,0.00,8,0.25,224,7.08,251,7.96,67,5.64,97,8.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1227,711,468,1789,1103,2,1,10,254,274,81,114,+33.8896333,-081.6851220
45083020301,South Carolina,Spartanburg County,1,2905,599,0,1675,57.66,0,1,0,1,1,1,38.6,35395,0,1,0,1,0,0,0,1,174,2535,174,123,1176,123,2535,87.27,1176,40.49,312,10.76,200,6.90,1392,47.90,1034,35.60,43,1.47,1,0.03,8,0.28,58,1.99,86,2.96,245,40.98,157,26.23,174,6.01,123,4.24,48,1.67,23,0.80,13,0.44,148,5.08,10,0.36,0,0.00,0,0.00,4,0.13,4,0.14,28,4.64,18,3.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,664,343,301,1618,1169,44,1,8,65,89,219,143,+34.9629269,-081.9384470
45083020400,South Carolina,Spartanburg County,1,1212,468,0,15,1.24,1,1,1,1,1,1,37.7,38088,1,1,1,1,1,0,0,1,1181,1212,1181,814,837,814,1212,100.00,837,69.05,328,27.06,134,11.06,141,11.63,1035,85.40,1,0.08,0,0.00,3,0.25,32,2.64,32,2.64,105,22.42,152,32.56,1181,97.42,814,67.14,322,26.53,132,10.86,136,11.25,1009,83.22,1,0.08,0,0.00,3,0.24,32,2.62,29,2.36,102,21.74,148,31.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,906,328,134,141,1035,1,0,3,32,32,104,154,+34.9541386,-081.9489874
45083020500,South Carolina,Spartanburg County,1,1414,502,0,89,6.29,1,1,1,0,0,1,46.4,22036,1,1,1,1,1,0,0,0,1413,1414,1413,1019,1020,1019,1414,100.00,1020,72.14,406,28.71,157,11.10,124,8.77,1241,87.77,8,0.57,0,0.00,1,0.07,40,2.83,37,2.62,93,18.47,182,36.35,1413,99.90,1019,72.06,406,28.71,157,11.10,124,8.77,1241,87.77,7,0.46,0,0.00,1,0.07,40,2.83,37,2.62,93,18.46,182,36.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,996,406,157,124,1241,8,0,1,40,37,99,193,+34.9469448,-081.9517727
45083020601,South Carolina,Spartanburg County,1,2756,1055,0,0,0,1,1,1,1,1,1,32.5,51071,1,1,1,1,1,0,0,1,720,2374,720,323,1177,323,2374,86.16,1177,42.69,599,21.72,259,9.39,809,29.37,1287,46.69,159,5.77,4,0.13,5,0.20,110,4.00,175,6.33,142,13.47,262,24.85,720,26.12,323,11.71,179,6.50,115,4.18,292,10.61,379,13.75,20,0.71,0,0.01,1,0.05,27,0.99,31,1.13,19,1.77,79,7.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1525,686,304,899,1535,186,4,6,126,198,185,321,+34.9436658,-081.9798619
45083020602,South Carolina,Spartanburg County,1,1899,791,0,4,0.21,0,0,0,0,0,0,7.5,55982,0,1,0,1,0,0,0,0,NULL,928,NULL,NULL,277,NULL,928,48.87,277,14.60,241,12.68,120,6.30,471,24.78,365,19.23,33,1.72,1,0.05,1,0.06,58,3.03,52,2.75,8,0.96,34,4.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,549,461,188,930,764,92,1,9,103,106,17,77,+34.9317702,-081.9805712
45083020603,South Carolina,Spartanburg County,1,2214,997,0,0,0,1,1,1,0,0,1,9,49740,1,1,1,1,1,0,0,0,1764,2214,1764,891,948,891,2214,100.00,948,42.80,425,19.20,503,22.72,1335,60.30,754,34.06,41,1.85,1,0.05,3,0.14,80,3.61,93,4.20,36,3.57,178,17.82,1764,79.69,891,40.27,344,15.54,381,17.20,999,45.13,675,30.47,35,1.56,1,0.04,1,0.05,54,2.45,73,3.28,30,3.03,143,14.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1104,425,503,1335,754,41,1,3,80,93,36,172,+34.9354348,-081.9601393
45083020701,South Carolina,Spartanburg County,1,3068,1241,0,15,0.49,1,1,1,1,1,1,48,22546,1,1,1,1,1,0,0,1,2491,3067,2491,1778,2200,1778,3067,99.98,2200,71.72,928,30.25,387,12.61,412,13.43,2495,81.31,36,1.17,0,0.00,13,0.42,112,3.65,100,3.26,285,22.96,516,41.60,2491,81.21,1778,57.94,724,23.60,333,10.86,387,12.60,1951,63.60,35,1.14,0,0.00,9,0.31,109,3.56,98,3.19,221,17.81,431,34.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2257,928,387,412,2495,36,0,13,112,100,273,533,+34.9279307,-081.9512610
