PHARMACY NAME,MEDICAID ID,NPI,SPOKEN LANGUAGES,e-Rx,Delivery,Compound,Drive- Thru,Vaccines,Handicap Access,Cultural Comp- Training,Accepting New Customers,Website
WALGREENS,715742,1649285735,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALMART PHARMACY 10-0514,729811,1649297805,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
FOWLERS PHARMACY,795371,1649319039,ENG,Y,Y,N,N,N,Y,Y,Y,www.fowlerspharmacy.com
BIOSCRIP INFUSION SERVICES,714387,1649359928,ENG,N,Y,Y,N,N,Y,Y,Y,https://www.bioscrip.com/
CVS PHARMACY #07654,711387,1649373135,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #03378,7G7647,1649373408,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
WALGREENS,715740,1649467374,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
MEDCARE PHARMACY,714401,1649518036,ENG,Y,N,Y,Y,N,Y,Y,Y,https://www.mutualdrugcompany.com/
DENMARK MEDICAL CENTER,716193,1649650375,ENG,Y,N,N,N,Y,Y,Y,Y,health-centers.healthgrove.com
PRIVILEGE PHARMACY SPRINGDALE,715359,1649670969,"ENG, TEL, HIN, SPA",Y,Y,Y,N,N,Y,Y,Y,
RITE AID #11673,717718,1649797168,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy
PUBLIX PHARMACY #0543,733128,1659311090,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
LANGLEY DRUG COMPANY,791817,1659346542,ENG,Y,Y,Y,Y,Y,Y,Y,Y,www.langleydrug.com
ANDERSON PHARMACY,789448,1659351427,ENG,Y,Y,Y,Y,Y,Y,Y,Y,www.andersonrxsc.com/
INGLES PHARMACY,769100,1659386506,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.ingles-markets.com/inside/pharmacy/pharmacy-info
WALMART PHARMACY 10-0396,726032,1659398816,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
SMITH DRUG STORE NO.1,715442,1659465151,ENG,Y,Y,Y,N,Y,Y,Y,Y,www.smithsdrugsc.com
MUSC RUTLEDGE TOWER PHARMACY,744042,1659470433,ENG,Y,Y,Y,N,Y,Y,Y,Y,www.muschealth.org/pharmacy/index.html
CVS PHARMACY #07516,745376,1659474146,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #07598,711338,1659474344,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #03572,745914,1659474419,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
OMNICARE OF SPARTANBURG,715213,1659474583,ENG,Y,N,Y,N,Y,Y,Y,Y,www.omnicare.com
WINGARDS PHARMACY,798875,1659475614,ENG,Y,Y,Y,Y,Y,Y,Y,Y,wingardspharmacy.com
MUSC HOLLINGS CANCER CENTER PHARMACY,731027,1659511061,ENG,Y,Y,Y,N,Y,Y,Y,Y,www.muschealth.org/pharmacy/index.html
PUBLIX PHARMACY #0576,797712,1659550341,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
WALMART PHARMACY 10-5923,716595,1659735785,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
MEIYA PHARMACY,716366,1659739118,ENG,Y,N,N,N,N,Y,Y,Y,
RITE CARE PHARMACY,716366,1659739118,ENG,Y,N,N,N,N,Y,Y,Y,https://www.ritecarerx.com
INGLES PHARMACY,717231,1659808996,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.ingles-markets.com/inside/pharmacy/pharmacy-info
PUBLIX PHARMACY #1645,7Z1053,1669021770,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
COMMUNITY PHARMACY OF TURBEVILLE,795278,1669546057,ENG,Y,N,Y,Y,Y,Y,Y,Y,
CVS PHARMACY #03585,744177,1669575429,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #03891,742737,1669575437,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
FAILY PHARMACY-SOUTH AIKEN,710379,1669615860,ENG,Y,Y,Y,Y,Y,Y,Y,Y,http://www.aikenpharmacy.com
CHARLESTON ENT PHARMACY,713762,1669742144,ENG,Y,N,Y,N,N,Y,Y,Y,www.charlestonent.com/Pharmacy
WALMART PHARMACY 10-4452,715581,1669876587,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
MAULDIN DISCOUNT PHARMACY,716735,1669926739,ENG,Y,Y,N,N,N,Y,Y,Y,
RITE AID #11611,717723,1669997441,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy
RITE AID #11587,717741,1669997458,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy
WOODRUFF HEALTH MART PHARMACY,7Z1069,1679116453,ENG,Y,N,N,N,Y,Y,Y,Y,
M AND D DRUG COMPANY,716396,1679648448,ENG,Y,Y,N,N,N,Y,Y,Y,
CASH AND HENDERSON DRUGS INC,710116,1679666044,ENG,Y,N,Y,N,N,Y,Y,Y,
MEDICINE MART OF GAFFNEY,717352,1679670517,ENG,Y,N,Y,N,N,Y,Y,Y,https://www.rxmedicinemart.com
CVS PHARMACY #03846,742442,1679676449,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
WALGREENS,715789,1679732069,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
CARESOUTH,716149,1679941108,ENG,Y,N,Y,N,Y,Y,Y,Y,http://www.caresouth-carolina.com/care-services/pharmacy/
WALMART PHARMACY 10-3899,716017,1679950158,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
WALMART PHARMACY 10-3442,716419,1689032898,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
SELECT CARE PHARMACY,7Z1015,1689048381,ENG,Y,N,N,N,Y,Y,Y,Y,
SA'S PHARMACY 10-8278,769111,1689691859,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.sAsclub.com/sAs/
SUPRX PHARMACY #80,714725,1689730913,ENG,Y,N,Y,N,Y,Y,Y,Y,
PROF PHARMACY OF GREER INC,710743,1689756777,ENG,Y,N,N,Y,N,Y,Y,Y,
CVS PHARMACY #03843,745228,1689777450,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #04489,744986,1689778490,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
TPC PHARMACY,717242,1699214718,ENG,Y,Y,N,N,N,Y,Y,Y,
RITE AID #11670,717746,1699298604,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy
KROGER PHARMACY,718668,1699709329,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.kroger.com/topic/pharmacy
CVS PHARMACY #16372,716309,1699797340,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #05518,745310,1699878363,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #00443,710445,1699900720,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #00945,7G9425,1700069275,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
RITE AID #11569,717749,1700309804,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy
WELCOME PHARMACY INC.,717095,1700324100,ENG,Y,Y,Y,N,Y,Y,Y,Y,www.mywelcomepharmacy.com
WALMART PHARMACY 10-1144,723461,1700803954,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
WALMART PHARMACY 10-0643,724421,1700803962,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
GUERINS PHARMACY,702710,1700879681,ENG,Y,Y,Y,N,N,Y,Y,Y,www.bjhchs.org/hardeeville
LORIS DRUG STORE INC,719515,1700881943,ENG,Y,Y,N,N,Y,Y,Y,Y,www.lorisdrug.com
MEDCARE PHARMACY,772825,1700923117,ENG,Y,N,Y,N,N,Y,Y,Y,https://www.mutualdrugcompany.com/
CVS PHARMACY #07531,745412,1700945854,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #00830,792014,1700949328,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #01571,788238,1700983202,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
PALMETTO RX SOLUTIONS INC,790391,1710069596,ENG,Y,Y,Y,N,N,Y,Y,Y,
CVS PHARMACY #04657,742043,1710081518,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CALLAWAYS PHARMACY,717846,1710086194,ENG,Y,N,Y,N,N,Y,Y,Y,
DIXON POWERS DRUGS,789882,1710102553,ENG,Y,N,N,N,N,Y,Y,Y,https://www.facebook.com/pages/.../DIXON-POWERS-DRUGS
WALGREENS,71576D,1710200290,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
LOWCOUNTRY PHARMACY LLC,715364,1710204490,ENG,Y,N,Y,N,N,Y,Y,Y,https://www.facebook.com/lowcountrypharmacy
SA'S PHARMACY 10-4879,714825,1710310792,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.sAsclub.com/sAs/
HOMERX HEALTHCARE,7N1757,1710318274,ENG,Y,Y,Y,N,N,Y,Y,Y,
WALMART PHARMACY 10-2328,714838,1710327705,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
CVS PHARMACY #,7Z1128,1710590278,ENG,Y,Y,Y,Y,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
WALMART PHARMACY 10-1017,722056,1710904966,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
SADLER HUGHES APOTHECARY,729536,1710909544,ENG,Y,N,N,N,Y,Y,Y,Y,www.sadlerhughes.com
WALGREENS,715762,1710992805,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALMART PHARMACY 10-2703,746030,1720005986,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
WALMART PHARMACY 10-2832,751151,1720006554,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
WALGREENS #7822,715832,1720093818,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALGREENS,715768,1720093891,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
CVS PHARMACY #03113,793678,1720111305,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #02191,710820,1720182520,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
INGLES PHARMACY,788785,1720192610,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.ingles-markets.com/inside/pharmacy/pharmacy-info
WILLIASBURG PHARMACY,711068,1720390982,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.facebook.com/WilliAsburg-Pharmacy-157706857579935
WALMART PHARMACY 10-4848,7N2731,1720452345,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
WALMART PHARMACY 10-6395,717014,1720536048,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
INGLES PHARMACY,717988,1720571003,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.ingles-markets.com/inside/pharmacy/pharmacy-info
NEPHRON PHARMACY,7Z1093,1720624927,ENG,Y,N,N,N,Y,Y,Y,Y,
WALMART PHARMACY 10-0728,729145,1730106998,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
PUBLIX PHARMACY #0829,764563,1730129172,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
WALGREENS,715773,1730194820,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
CVS PHARMACY #03977,743424,1730282229,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #05576,745456,1730282427,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
WANNAAKER DRUG,710498,1730311432,ENG,Y,Y,N,N,Y,Y,Y,Y,https://www.wannAakerdrug.com
MUSC UNIVERSITY HOSPITAL PHARMACY,797103,1730329467,ENG,Y,N,Y,N,N,Y,Y,Y,www.muschealth.org/pharmacy/index.html
LONG'S DRUGS OF FLORENCE,715049,1730331182,ENG,Y,Y,N,Y,Y,Y,Y,Y,https://longsrx.com/
UPSTATE PHARMACY IMA,714249,1730432964,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.ghs.org/healthcareservices/upstate-pharmacy
INGLES PHARMACY,714855,1730516808,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.ingles-markets.com/inside/pharmacy/pharmacy-info
ULMER FAILY PHARMACY AND WELLNESS CENTER,716648,1730554650,ENG,Y,Y,Y,N,Y,Y,Y,Y,www.ulmerpharmacy.com
WALMART PHARMACY 10-5383,716205,1730558024,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
SOUTH LAKE DRUG,716079,1730564733,ENG,Y,N,N,Y,Y,Y,Y,Y,https://southlakerx.com
RITE AID #11570,717761,1730604323,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy
CSC COMMUNITY PHARMACY-CHERAW,717115,1730614587,ENG,Y,N,Y,N,Y,Y,Y,Y,www.caresouth-carolina.com/care-services/pharmacy
EASTOVER COOPERATIVE PHARMACY,71846D,1730669789,ENG,Y,N,N,Y,N,Y,Y,Y,www.ecchc.org/Locations/CooperativeHealthPharmacy
WALMART PHARMACY 10-0638,725380,1740207901,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
PUBLIX PHARMACY #0531,732135,1740220185,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
INGLES PHARMACY,768776,1740295690,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.ingles-markets.com/inside/pharmacy/pharmacy-info
GASTON FAILY PHARMACY,780118,1740370725,ENG,Y,Y,Y,Y,Y,Y,Y,Y,https://gastonfp.com/
CVS PHARMACY #03571,742635,1740383504,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
DELTA OF EUTAWVILLE,71011D,1740438647,ENG,Y,N,N,Y,Y,Y,Y,Y,https://delta-rx.com/
FIRST CHOICE PHARMACY,711271,1740598051,ENG,Y,N,N,N,N,Y,Y,Y,
WALTERBORO PHARMACY,7Z1119,1740807288,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
SHAWS PHARMACY,711246,1750436754,ENG,Y,N,Y,Y,N,Y,Y,Y,www.shawsrxgreenvillesc.com
GOOD PHARMACY,703111,1750444311,ENG,N,N,N,N,N/A,N,Y,Y,https://goodpharmacy.com
CORNER DRUG STORE,710470,1750475067,ENG,Y,Y,N,N,N,Y,Y,Y,www.cornerdrugstorerx.com
CVS PHARMACY #03886,742817,1750484523,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
PINE RIDGE PHARMACY,710273,1750527834,ENG,Y,Y,Y,N,N,Y,Y,Y,https://www.facebook.com/parkwaydiscountpharmacy
ESTILL COMMUNITY PHARMACY,716394,1750740460,ENG,Y,Y,N,N,Y,N,Y,Y,
HARRIS TEETER PHARMACY 09700357,7Z1100,1750901674,ENG,Y,N,Y,Y,Y,N,Y,Y,
CVS PHARMACY #06410,743014,1760585392,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #07008,7N6593,1760585459,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #03863,745274,1760585533,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #07159,710752,1760586572,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
UPSTATE PHARMACY CROSS CREEK,710615,1760718761,ENG,Y,N,N,N,N,Y,Y,Y,https://www.ghs.org/healthcareservices/upstate-pharmacy
AU MEDICAL CENTER RETAIL PHARMACY,7G0130,1760886808,ENG,Y,N,Y,N,N,Y,Y,Y,https://www.augustahealth.org/pharmacy/pharmacy
WALMART PHARMACY 10-5367,717143,1760933196,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
CONNECTED HEALTH PHARMACY,718014,1770078602,ENG,Y,N,Y,N,Y,Y,Y,Y,https://connected-health-pharmacy.com
HOWARD'S PHARMACY,7Z1080,1770112849,ENG,Y,N,Y,Y,N,Y,Y,Y,https://howardspharmacyrx.com
CORAM CVS/SPECIALTY INFUSION SERVICES,7N1180,1770509218,ENG,Y,Y,Y,N,N,N,Y,Y,https://www.corAhc.com
KROGER PHARMACY,782254,1770517401,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.kroger.com/topic/pharmacy
SUMTER CUT RATE DRUGS,750965,1770563231,ENG,Y,Y,Y,N,Y,Y,Y,Y,
IVA DRUG STORE INC,741128,1770588097,ENG,Y,N,N,Y,N,Y,Y,Y,
BRANCHVILLE PHARMACY,757567,1770588154,ENG,Y,N,Y,N,N,Y,Y,Y,
BIG S DRUG,7Z1018,1770628653,ENG,Y,N,N,Y,N,Y,Y,Y,https://hawthornesc.com/
CVS PHARMACY #05590,742794,1770686446,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #04205,742134,1770686545,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
WALGREENS,715828,1770746026,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
DILLON FAILY PHARMACY,716437,1770940801,ENG,Y,Y,N,N,Y,Y,Y,Y,http://www.dillonfAilymedicine.com/
WALMART PHARMACY 10-6887,715998,1770960247,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
WALMART PHARMACY 10-4445,715582,1770987695,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
UPSTATE PHARMACY BOILING SPRINGS,71692D,1780127159,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.ghs.org/healthcareservices/upstate-pharmacy
SA'S PHARMACY 10-6582,717034,1780135764,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.sAsclub.com/sAs/
KROGER PHARMACY,718351,1780618405,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.kroger.com/topic/pharmacy
WALGREENS #10448,715775,1780750646,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
CVS PHARMACY #05550,741210,1780787457,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #03567,742761,1780787556,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
COOPERATIVE HEALTH PHARMACY,763323,1780788430,ENG,Y,N,N,N,N,Y,Y,Y,http://www.ecchc.org/Locations/CooperativeHealthPharmacy
CVS PHARMACY #00487,710451,1780819839,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
MEDSCRIPTS MEDICAL PHARMACY,713938,1780958744,ENG,Y,Y,N,N,N,Y,Y,Y,https://medscriptsrx.com
BESTRX,717200,1790210839,ENG,Y,Y,N,N,Y,N,Y,Y,www.Bestrxpharmacy.org/
CONWAY PHARMACY,7Z1091,1790306363,ENG,Y,N,Y,N,Y,Y,Y,Y,
CVS PHARMACY #16641,716299,1790707446,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #16688,716313,1790708071,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
FAILY PHARMACY,726932,1790772598,ENG,Y,N,Y,N,Y,Y,Y,Y,http://www.aikenpharmacy.com
CVS PHARMACY #04388,711382,1790888469,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #07537,745387,1790888477,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
WALGREENS,789871,1790894061,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALGREENS #12478,715760,1801037775,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALGREENS,715807,1801087556,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
AYNOR FAILY PHARMACY,714246,1801131719,ENG,Y,Y,Y,Y,Y,Y,Y,Y,www.aynorrx.com/
WALGREENS,715797,1801801998,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALMART PHARMACY 10-0641,721781,1801813050,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
CVS PHARMACY #07697,741915,1801990601,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
PROFESSIONAL PHARMACY OF DARLINGTON,759500,1811045677,ENG,Y,N,Y,N,N,Y,Y,Y,
WALGREENS,71574D,1811060650,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
CVS PHARMACY #02189,71078D,1811091614,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #01140,795906,1811194194,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
WALGREENS,71578D,1811204696,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
GENOA HEALTHCARE,715708,1811248412,ENG,Y,Y,N,N,Y,Y,Y,Y,www.genoa-qol.com
REGENESIS HEALTH CARE - PHARMACY #2,718117,1811476005,Spanish,Y,N,N,N,N,Y,Y,Y,https://www.myrhc.org/pharmacy
WALGREENS,715813,1811902901,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALGREENS,715788,1811902984,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALMART PHARMACY 10-2687,744782,1811914070,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
WALMART PHARMACY 10-1030,722067,1811915614,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
PUBLIX PHARMACY #1012,779165,1811937253,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
WALGREENS,715796,1821003914,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/
WALMART PHARMACY 10-0627,727492,1821015082,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
PUBLIX PHARMACY #0597,761274,1821038266,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
MAXWELL AND HALFORD DRUG INC,768721,1821109901,ENG,Y,N,N,N,N,Y,Y,Y,
TLC MEDICAL CENTRE,770245,1821117375,ENG,Y,Y,Y,Y,Y,Y,Y,Y,https://www.zoomingrx.com
DANIELS PHARMACY OF BLACKVILLE,714328,1821186461,ENG,Y,Y,Y,Y,Y,Y,Y,Y,http://danielspharmacy.biz/
CVS PHARMACY #05475,740740,1821191511,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
HARRIS TEETER PHARMACY,715173,1821191792,ENG,Y,N,N,N,Y,N,Y,Y,www.harristeeter.com/pharmacy-services
MUSC ASHLEY RIVER TOWER PHARMACY,797506,1821238551,ENG,Y,N,Y,N,Y,Y,Y,Y,www.muschealth.org/pharmacy/index.html
CAROLINA PHARMACY,711162,1821307356,ENG,N,N,N,N,N,Y,Y,Y,www.carolinapharmacysc.com
SA'S PHARMACY 10-6463,713933,1821355611,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.sAsclub.com/sAs/
PUBLIX PHARMACY #1479,715487,1821493693,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
HARRIS TEETER PHARMACY #410,717608,1821513235,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.harristeeter.com/pharmacy-services
FOCUS: MEDS PHARMACY AND WELLNESS,716975,1821531062,ENG,Y,Y,Y,N,Y,Y,Y,Y,www.focusmedspharmacy.com
PRISMA HEALTH PHARMACY 10,7Z1064,1821635301,ENG,Y,Y,Y,N,Y,Y,Y,Y,www.palmettohealth.org/medical-services/other-services/pharmacy-services
INGLES PHARMACY,767544,1831104785,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.ingles-markets.com/inside/pharmacy/pharmacy-info
NETWORK HEALTHCARE SC,735732,1831110899,ENG,Y,Y,Y,N,Y,Y,Y,Y,https://www.schca.org/associate-members/network-healthcare
WALMART PHARMACY 10-0644,725073,1831116094,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431
PUBLIX PHARMACY #0530,732128,1831139278,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy
DISCOUNT DRUG OF SWANSEA,740135,1831167873,ENG,Y,N,N,N,Y,Y,Y,Y,https://www.discountdrugofswansea.com
NEW HORIZON PHARMACY #2,767588,1831266592,ENG,Y,N,Y,N,N,Y,Y,Y,www.newhorizonfhs.org
GIANT DISCOUNT PHARMACY,71496D,1831289818,ENG,Y,Y,Y,N,Y,Y,Y,Y,
CVS PHARMACY #05529,744554,1831292374,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
CVS PHARMACY #03834,711340,1831292697,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy
MEDICINE MART PHARMACY,784138,1831423326,ENG,Y,N,N,N,Y,Y,Y,Y,https://www.rxmedicinemart.com
SA'S CLUB PHARMACY 10-4901,714647,1831533199,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.sAsclub.com/sAs/
