npi,basic_organization_name,NPI,Hours of Operation,MEDICAID ID,SPOKEN LANGUAGES,e-Rx,Delivery,Compound,Drive- Thru,Vaccines,Handicap Access,Cultural Comp- Training,Accepting New Customers,Website,basic_organizational_subpart,basic_enumeration_date,basic_last_updated,basic_status,basic_authorized_official_credential,basic_authorized_official_first_name,basic_authorized_official_last_name,basic_authorized_official_telephone_number,basic_authorized_official_title_or_position,basic_name,basic_parent_organization_ein,basic_parent_organization_legal_business_name,basic_authorized_official_middle_name,basic_authorized_official_name_prefix,basic_authorized_official_name_suffix,basic_certification_date,basic_name_prefix,basic_first_name,basic_last_name,basic_middle_name,basic_credential,basic_sole_proprietor,basic_gender,addresses_country_code,addresses_country_name,addresses_address_purpose,addresses_address_type,addresses_address_1,addresses_address_2,addresses_city,addresses_state,addresses_postal_code,addresses_telephone_number,addresses_fax_number,lat...37,long...38,geo_method,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
1891854949,SOUTH CAROLINA CVS PHARMACY LLC,1891854949,,745365,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,12/6/06,12/6/11,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,8910 OLD HIGHWAY 6,,SANTEE,SC,29142,803-854-2824,,33.48848706,-80.47584618,Google Maps,33.488349,-80.47583,1,rooftop,520,Bass Dr,,,Santee,SC,Orangeburg County,29142,US,Orangeburg
1891879854,"PARKER ROAD DRUGS, INC",1891879854,,714695,ENG,N,Y,N,Y,N/A,N,Y,Y,https://www.parkermedicalequipment.com/,NO,10/25/06,10/6/11,A,,JOHN,PETRICH,864-419-8563,OWNER AND PRESIDENT,"PARKER ROAD DRUGS, INC",,,,,,,,,,,,,,US,United States,LOCATION,DOM,1319 WOODSIDE AVE,,GREENVILLE,SC,296113738,864-232-4662,864-271-5276,34.86268,-82.42651,census,34.862719,-82.426319,1,rooftop,1304,Woodside Ave,,,Greenville,SC,Greenville County,29611,US,Greenville
1891892394,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",1891892394,,710739,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/20/06,2/29/12,A,,SUSAN,COLBERT,401-770-2751,DIRECTOR PAYER RELATIONS,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,3411 SOCASTEE BLVD,,MYRTLE BEACH,SC,295886111,843-294-1285,,33.684933,-78.960335,census,33.684739,-78.960069,1,nearest_street,,US 17,,,Myrtle Beach,SC,Horry County,29588,US,TIGER/Line® dataset from the US Census Bureau
1891898573,SOUTH CAROLINA CVS PHARMACY LLC,1891898573,,743478,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,12/7/11,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,4401 HIGHWAY 17 S,,NORTH MYRTLE BEACH,SC,295825254,803-272-8884,,33.80200781,-78.73355575,Google Maps,33.802393,-78.732812,0.99,rooftop,1008,Windy Hill Road Ext,,,North Myrtle Beach,SC,Horry County,29582,US,Horry
1902136260,RIVERTOWN PHARMACY INC,1902136260,,714323,ENG,Y,Y,N,Y,Y,Y,Y,Y,https://www.rivertownrx.com,NO,1/10/10,3/25/14,A,RPH,LESLIE,TODD,843-488-4400,PHARMACIST,RIVERTOWN PHARMACY INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2219 MAIN ST,,CONWAY,SC,295263340,843-488-4400,843-488-4401,33.859238,-79.05587,census,33.859769,-79.056422,1,rooftop,2301,Main St,,,Conway,SC,Horry County,29526,US,Horry
1902139538,WALGREEN CO,1902139538,,71577D,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,9/15/09,10/4/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,5220 SUNSET BLVD,,LEXINGTON,SC,290729259,803-358-0318,,34.004887,-81.203094,census,34.005156,-81.203393,1,rooftop,5224,Sunset Blvd,,,Lexington,SC,Lexington County,29072,US,Lexington
1902182769,WALGREEN CO,1902182769,,715790,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,10/25/11,10/14/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,7501 RIVERS AVE,,NORTH CHARLESTON,SC,294064662,843-764-1745,,32.937145,-80.03967,census,32.936942,-80.039593,0.99,nearest_street,2106,State Rd S-10-75,,,North Charleston,SC,Charleston County,29418,US,TIGER/Line® dataset from the US Census Bureau
1902325715,FLORENCE PHARMACY LLC,1902325715,,717472,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.thepig.net,NO,9/12/17,9/12/17,A,PHARMD,JEREMY,SIMMONS,843-729-5583,OWNER,FLORENCE PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1945 W PALMETTO ST UNIT 32,,FLORENCE,SC,295013918,843-673-9107,843-673-9107,34.187744,-79.80824,census,34.187462,-79.808135,1,rooftop,2000,W Palmetto St,,,Florence,SC,Florence County,29501,US,Florence
1902430267,"SPARTANBURG REGIONAL HEALTH SERVICES DISTRICT, INC.",1902430267,,7Z1072,ENG,Y,N,N,N,N,Y,Y,Y,,NO,2/26/20,5/22/20,A,PHARMD,TIMOTHY,GENTILCORE,864-560-9212,OPERATIONS MGR - RETAIL PHARMACY,"SPARTANBURG REGIONAL HEALTH SERVICES DISTRICT, INC.",,,,,,5/22/20,,,,,,,,US,United States,LOCATION,DOM,2759 S HIGHWAY 14,,GREER,SC,296504926,864-530-6460,,34.86345847,-82.21974138,Google Maps,34.862669,-82.218601,0.99,rooftop,2759,S Highway 14,,,Greer,SC,Spartanburg County,29651,US,Spartanburg County G
1902444508,HARRIS TEETER LLC,1902444508,,7Z1067,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.harristeeter.com/pharmacy-services,NO,12/13/19,12/13/19,A,,VICTORIA,SMITH,513-246-3091,LICENSING,HARRIS TEETER LLC,,,,,,12/13/19,,,,,,,,US,United States,LOCATION,DOM,3865 WEST ASHLEY CIRCLE,,CHARLESTON,SC,29414,999-999-9999,,32.8262881,-80.0852468,osm,32.826103,-80.085132,1,rooftop,3865,W Ashley Cir,,,Charleston,SC,Charleston County,29414,US,City of Charleston
1902802531,JBM LLC,1902802531,,788244,ENG,Y,N,Y,N,Y,Y,Y,Y,https://yorkvillerx.com/,NO,6/28/05,9/3/19,A,PHARMD,DEBORAH,BOWERS,803-628-7934,OWNER PIC,JBM LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,822 E LIBERTY ST STE B,,YORK,SC,297453501,803-628-7934,803-628-4194,34.985783,-81.21878,census,34.986012,-81.218817,1,rooftop,823,Liberty St E,,,York,SC,York County,29745,US,York
1902811078,WALGREEN CO,1902811078,,715805,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,7/29/06,8/26/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,300 S KINGS HWY,,MYRTLE BEACH,SC,295774102,843-626-2214,,33.68624173,-78.89227345,Google Maps,33.686046,-78.8927,1,rooftop,600,3rd Ave S,,,Myrtle Beach,SC,Horry County,29577,US,Horry
1902811094,WALGREEN CO,1902811094,,715726,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,7/29/06,7/21/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,2811 N MAIN ST,,ANDERSON,SC,296212758,864-225-2321,,34.53154,-82.663086,census,34.531512,-82.663392,1,rooftop,2803,N Main St,,,Anderson,SC,Anderson County,29621,US,Anderson
1902846348,PUBLIX SUPER MARKETS INC,1902846348,,774378,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy,NO,6/7/06,11/18/19,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1125 PARK WEST BLVD,,MOUNT PLEASANT,SC,294666974,843-388-2908,843-388-6694,32.87562698,-79.77923851,Google Maps,32.875005,-79.779277,0.98,nearest_street,1116,Park West Blvd,,,Mount Pleasant,SC,Charleston County,29466,US,TIGER/Line® dataset from the US Census Bureau
1902855984,SUNSET PHARMACY INC,1902855984,,713518,ENG,Y,N,Y,N,N,Y,Y,Y,https://www.sunset-pharmacy.com,NO,5/8/06,6/17/11,A,RPH,WALTER,ELLISOR,803-794-6440,PRESIDENT,SUNSET PHARMACY INC,,,GERALD,MR.,,,,,,,,,,US,United States,LOCATION,DOM,101 PROFESSIONAL AVE,,WEST COLUMBIA,SC,291694711,803-794-6440,803-739-1420,34.0039724,-81.10639681,Google Maps,34.003569,-81.106555,1,rooftop,2416,Sunset Blvd,,,West Columbia,SC,Lexington County,29169,US,Lexington
1902900707,SOUTH CAROLINA CVS PHARMACY LLC,1902900707,,743207,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/12/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1063 S PENDLETON ST,,EASLEY,SC,296421040,864-859-2564,,34.812706,-82.60219,census,34.812801,-82.601764,1,rooftop,1097,S Pendleton St A,,,Easley,SC,Pickens County,29642,US,Pickens County G
1902903404,SOUTH CAROLINA CVS PHARMACY LLC,1902903404,,711317,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/20/06,3/1/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,650 JOHNNIE DODDS BLVD,,MT PLEASANT,SC,294643013,843-849-3473,,32.80773,-79.881004,census,32.810186,-79.880822,0.96,nearest_street,649,W Lowcountry Blvd,,,Mount Pleasant,SC,Charleston County,29464,US,TIGER/Line® dataset from the US Census Bureau
1902925118,WALGREEN CO,1902925118,,715770,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,3/28/07,8/30/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1251 DUTCH FORK RD,,IRMO,SC,290638787,803-749-7099,,34.1262,-81.22771,census,34.126221,-81.227466,0.99,nearest_street,1094,US Hwy 76,,,Irmo,SC,Richland County,29063,US,TIGER/Line® dataset from the US Census Bureau
1912000407,SOUTH CAROLINA CVS PHARMACY LLC,1912000407,,742395,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,12/6/11,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1746 HECKLE BLVD,,ROCK HILL,SC,297321878,803-366-9400,,34.952747,-81.06373,census,34.953013,-81.0633,1,rooftop,1746,Heckle Blvd,,,Rock Hill,SC,York County,29732,US,York
1912000605,SOUTH CAROLINA CVS PHARMACY LLC,1912000605,,711320,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1071 S LAKE DR,,LEXINGTON,SC,290733719,803-957-0605,803-957-3579,33.953575,-81.23313,census,33.953324,-81.232826,1,rooftop,1071,S Lake Dr,,,Lexington,SC,Lexington County,29073,US,Lexington
1912016593,"MOBLEY DRUGS, INC.",1912016593,,716580,ENG,Y,Y,N,N,Y,Y,Y,Y,https://mobleyrx.com,NO,8/29/06,8/3/17,A,R.PH,HUBERT,MOBLEY,803-285-2021,OWNER,"MOBLEY DRUGS, INC.",,,F.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1073 W MEETING ST,,LANCASTER,SC,297202205,803-285-5555,803-285-7990,34.713684,-80.79785,census,34.714323,-80.798082,1,rooftop,1104,Lookwood Rd,,,Lancaster,SC,Lancaster County,29720,US,Lancaster County G
1912131871,"CAROLINA HEALTH CENTERS, INC.",1912131871,,710391,ENG,Y,N,N,Y,N,Y,Y,Y,http://www.rxcarolina.org/,NO,5/7/09,6/2/15,A,,LOUIE,BROWN,864-554-7623,DIR. OF PHARMACY,"CAROLINA HEALTH CENTERS, INC.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,577 BYPASS HWY 72 NW,,GREENWOOD,SC,29649,864-889-9300,864-889-9305,34.20465729,-82.1977671,Google Maps,34.204832,-82.197925,1,rooftop,557,Beaudrot Rd,,,Greenwood,SC,Greenwood County,29649,US,Greenwood
1912198623,COMMUNITY MEDICINE FOUNDATION,1912198623,,795622,ENG,Y,N,Y,N,N,Y,Y,Y,https://ncfmc.net/,NO,8/7/07,8/7/07,A,R. PH.,JOSEPH,THOMAS,803-412-3352,PHARMACIST-MANAGER,COMMUNITY MEDICINE FOUNDATION,,,TARENT,MR.,JR.,,,,,,,,,US,United States,LOCATION,DOM,1131 SALUDA STREET,,ROCK HILL,SC,29730,803-412-3352,803-412-3353,34.90655,-81.03024,census,34.906609,-81.029982,1,rooftop,1145,Saluda St,,,Rock Hill,SC,York County,29730,US,York
1912304197,"ADVANCED MEDICAL GROUP, LLC",1912304197,,715591,ENG,Y,N,Y,Y,N,Y,Y,Y,https://www.rxmedicinemart.com,NO,12/3/14,6/13/19,A,R.PH,VANCE,WALL,678-985-7246,CEO / OWNER,"ADVANCED MEDICAL GROUP, LLC",,,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,839 RICHLAND AVE W,,AIKEN,SC,298013833,803-649-7437,803-649-2062,33.56544382,-81.73070872,Google Maps,33.565598,-81.731371,1,rooftop,916,Vaucluse Rd,,,Aiken,SC,Aiken County,29801,US,Aiken
1912342221,WALGREEN CO,1912342221,,714714,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,5/1/13,10/14/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1645 CRANIUM DR,,ROCK HILL,SC,297323509,803-325-2792,,34.94973,-81.061264,census,34.949564,-81.061235,1,rooftop,1656,Cranium Dr,,,Rock Hill,SC,York County,29732,US,York
1912558313,HONEA PATH PHARMACY LLC,1912558313,,7Z1050,ENG,Y,N,N,N,Y,Y,Y,Y,,NO,9/26/19,9/26/19,A,,KRUNAL,BHADIYADARA,864-369-5337,PHARMACIST,HONEA PATH PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,309 E GREER ST,,HONEA PATH,SC,296541818,864-369-5337,,34.44800143,-82.38841125,Google Maps,34.447976,-82.388736,1,rooftop,6,Carolina Ave,,,Honea Path,SC,Anderson County,29654,US,Anderson
1912912007,WALGREEN CO,1912912007,,715829,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,7/29/06,8/26/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,3681 BOILING SPRINGS RD,,BOILING SPRINGS,SC,293166021,864-578-2414,,35.04732307,-81.98313947,Google Maps,35.048003,-81.983377,1,rooftop,3740,Boiling Springs Rd,,,Boiling Springs,SC,Spartanburg County,29316,US,Spartanburg County G
1912914938,INGLES MARKETS INC,1912914938,,760031,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.ingles-markets.com/inside/pharmacy/pharmacy-info,NO,8/2/06,8/14/19,A,,STEPHEN,CUCCHI,828-669-2941,VP OF PHARMACY,INGLES MARKETS INC,,,V,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1335 STALLINGS RD,,GREENVILLE,SC,296096946,864-322-2813,864-322-6613,34.904106,-82.350334,census,34.904073,-82.35067,1,rooftop,1316,Stallings Rd,,,Greenville,SC,Greenville County,29609,US,Greenville
1912924176,WAL-MART STORES EAST LP,1912924176,,727388,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/16/06,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,115 ROLLING HILLS CIR,,EASLEY,SC,296407109,864-855-9364,,34.82676,-82.54766,census,34.826904,-82.547248,1,rooftop,128,Rolling Hills Cir,,,Easley,SC,Pickens County,29640,US,Pickens County G
1912947359,PUBLIX SUPER MARKETS INC,1912947359,,749591,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy,NO,6/7/06,11/18/19,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1905 E MAIN ST,,SPARTANBURG,SC,293072308,864-253-1833,864-253-1828,34.969045,-81.89101976,Google Maps,34.969145,-81.891052,1,rooftop,1914,E Main St,,,Spartanburg,SC,Spartanburg County,29307,US,City of Spartanburg
1912963745,ELLOREE PHARMACY LLC,1912963745,,777623,ENG,Y,N,N,Y,Y,Y,Y,Y,https://delta-rx.com/,NO,4/21/06,6/4/14,A,RPH,HOMER,HIGH,843-761-5255,OWNER,ELLOREE PHARMACY LLC,,,D,,JR.,,,,,,,,,US,United States,LOCATION,DOM,2611 CLEVELAND STREET,,ELLOREE,SC,29047,803-897-2131,803-897-1129,33.53165,-80.57099,census,33.531469,-80.570832,1,rooftop,2607,Cleveland St,,,Elloree,SC,Orangeburg County,29047,US,Orangeburg
1922013879,INGLES MARKETS INC,1922013879,,766711,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.ingles-markets.com/inside/pharmacy/pharmacy-info,NO,7/29/06,8/15/19,A,RPH,STEPHEN,CUCCHI,828-669-2941,VP OF PHARMACY,INGLES MARKETS INC,,,V,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1524 LOCUST HILL RD,,GREER,SC,296516042,864-801-3508,864-801-3121,34.94823,-82.272644,census,34.947728,-82.272225,1,rooftop,121,Fairview Pl,,,Greer,SC,Greenville County,29651,US,Greenville
1922025188,WAL-MART STORES EAST LP,1922025188,,724875,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/16/06,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,350 ROBERT SMALLS PKWY,,BEAUFORT,SC,299064284,843-522-8687,,32.42244,-80.735214,census,32.422466,-80.735145,0.99,nearest_street,342,State Hwy 170,,,Beaufort,SC,Beaufort County,29906,US,TIGER/Line® dataset from the US Census Bureau
1922029644,PEAK PHARMACY INC,1922029644,,705291,ENG,Y,N,Y,N,N,Y,Y,Y,,NO,7/21/06,6/2/09,A,RPH,HAMMIE,SMITH,803-345-1707,OWNER,PEAK PHARMACY INC,,,JOE,DR.,,,,,,,,,,US,United States,LOCATION,DOM,22 RIVER STREET,,PEAK,SC,29122,803-345-1707,803-345-8952,34.241737,-81.323975,census,34.241629,-81.323936,1,rooftop,80,River St,,,Peak,SC,Newberry County,29122,US,Newberry
1922048362,PUBLIX SUPER MARKETS INC,1922048362,,731288,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy,NO,6/7/06,11/18/19,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,100 OLD CHEROKEE RD,,LEXINGTON,SC,290729316,803-951-1727,803-808-2972,33.998466,-81.220634,census,33.998728,-81.220671,1,rooftop,102,Old Cherokee Rd,,,Lexington,SC,Lexington County,29072,US,Lexington
1922049816,"BRIDGES & JAMES, INC",1922049816,,724000,ENG,Y,Y,N,N,Y,Y,Y,Y,https://www.wannAakerdrug.com,NO,6/9/06,2/15/21,A,,JONATHAN,BRIDGES,843-537-3221,OWNER,"BRIDGES & JAMES, INC",,,CHRISTOPHER,,,2/15/21,,,,,,,,US,United States,LOCATION,DOM,700 CHESTERFIELD HWY,,CHERAW,SC,295207001,843-537-9550,843-537-9550,34.696728,-79.922905,census,34.696644,-79.922893,1,rooftop,831,Chesterfield Hwy,,,Cheraw,SC,Chesterfield County,29520,US,Chesterfield
1922101468,SOUTH CAROLINA CVS PHARMACY LLC,1922101468,,742054,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1405 E GREENVILLE ST,,ANDERSON,SC,296212049,864-224-8797,,34.526237,-82.63867,census,34.526413,-82.639366,1,rooftop,5,Drakeford Ct,,,Anderson,SC,Anderson County,29621,US,Anderson
1922101781,SOUTH CAROLINA CVS PHARMACY LLC,1922101781,,711311,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2310 W BOBO NEWSOM HWY,,HARTSVILLE,SC,295504768,843-332-4191,,34.364677,-80.128845,census,34.363869,-80.128922,0.99,rooftop,2237,Bobo Newsom Hwy,,,Hartsville,SC,Darlington County,29550,US,Darlington
1922183987,PICKWICK PHARMACY INC,1922183987,,793691,ENG,Y,N,N,N,Y,Y,Y,Y,https://www.thepig.net,NO,10/26/06,9/22/16,A,PHARM D,SAMUEL,RAY,864-277-4180,PHARMACIST,PICKWICK PHARMACY INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,3219 AUGUSTA ST,,GREENVILLE,SC,296052145,864-277-4180,864-277-4181,34.808426,-82.38066,census,34.808494,-82.380481,1,rooftop,3201,Augusta St,,,Greenville,SC,Greenville County,29605,US,City of Greenville
1922195122,THOMAS DRUGS INC,1922195122,,784663,ENG,Y,N,N,N,N,Y,Y,Y,www.seashoredrugs-littleriver.com,NO,10/7/06,10/11/17,A,PHARM D,EDWARD,THOMAS,910-579-3200,PRESIDENT,THOMAS DRUGS INC,,,RAGLAND,DR.,IV,,,,,,,,,US,United States,LOCATION,DOM,1304 HIGHWAY 17,,LITTLE RIVER,SC,295669215,843-281-9797,843-281-9771,33.87437,-78.61975,census,33.874635,-78.619836,1,rooftop,1455,Hwy 17,,,Little River,SC,Horry County,29566,US,Horry
1922198902,H AND M HEALTHCARE INC,1922198902,,714968,ENG,Y,Y,Y,Y,Y,Y,Y,Y,www.randjdrugs.com,NO,10/13/06,9/30/20,A,RPH.,TAVIA,FOGLE,803-247-2133,OWNER,H AND M HEALTHCARE INC,,,S.,,,9/30/20,,,,,,,,US,United States,LOCATION,DOM,4633 SAVANNAH HWY,,NORTH,SC,29112,803-247-2133,803-247-3081,33.609745,-81.10339,census,33.609772,-81.103175,1,rooftop,4697,Savannah Hwy,,,North,SC,Orangeburg County,29112,US,Orangeburg
1922267707,WALGREEN CO,1922267707,,715747,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,6/5/08,9/2/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1630 RED BANK RD,,GOOSE CREEK,SC,294454588,843-553-7876,,32.967556,-79.99855,census,32.968401,-79.998254,0.99,rooftop,1006,S Jefferson Ave,,,Goose Creek,SC,Berkeley County,29445,US,Berkeley
1922499912,PUBLIX SUPER MARKETS INC,1922499912,,715681,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy,NO,2/11/15,11/18/19,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,10225 OCEAN HWY # 17,,PAWLEYS ISLAND,SC,295856507,843-235-3775,843-314-5050,33.436466,-79.13154,census,33.436303,-79.131673,1,nearest_street,,US 17,,,Pawleys Island,SC,Georgetown County,29585,US,TIGER/Line® dataset from the US Census Bureau
1922521020,WALGREEN CO,1922521020,,717734,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy,YES,7/20/17,3/21/19,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,,,US,United States,LOCATION,DOM,600 HIGHWAY 17 S,,NORTH MYRTLE BEACH,SC,295823338,217-709-2386,217-709-2344,33.82583229,-78.68482332,Google Maps,33.826092,-78.685312,1,rooftop,1002,6th Ave S,,,North Myrtle Beach,SC,Horry County,29582,US,Horry
1922566017,THE KROGER CO,1922566017,,7Z1021,ENG,Y,N,Y,N,Y,N,Y,Y,https://www.kroger.com/topic/pharmacy,NO,3/7/19,3/7/19,A,,JESSIE,WARMAN,513-762-1090,MANAGER OF LICENSING,THE KROGER CO,,,,,,,,,,,,,,US,United States,LOCATION,DOM,27 DISCOVERY DR,,BLUFFTON,SC,22901,999-999-9999,,32.27533378,-80.91788499,Google Maps,32.275009,-80.918147,1,rooftop,85,Innovation Dr,,,Bluffton,SC,Beaufort County,29910,US,Beaufort
1932202702,SOUTH CAROLINA CVS PHARMACY LLC,1932202702,,742704,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,5269 CALHOUN MEMORIAL HWY,,EASLEY,SC,296403865,864-859-7168,,34.8268225,-82.56198479,Google Maps,34.826474,-82.562475,1,rooftop,5284,Calhoun Mem Hwy,,,Easley,SC,Pickens County,29642,US,Pickens
