npi,basic_organization_name,hours_of_operation,medicaid_id,addresses_telephone_number,geoid,tract_latitude,tract_longitude,lat,lon
1689777450,SOUTH CAROLINA CVS PHARMACY LLC,,745228,843-774-5616,45033970300,+34.4536751,-079.4414521,34.42985104,-79.36391859
1689778490,SOUTH CAROLINA CVS PHARMACY LLC,,744986,843-815-2801,45013002107,+32.2608068,-080.8659839,32.256615,-80.849686
1699214718,"TPC PHARMACY, LLC",,717242,843-797-3636,45019003115,+32.9798853,-080.0611887,32.975132,-80.07225
1699298604,WALGREEN CO,,717746,803-584-7735,45005970200,+33.0356436,-081.4486751,33.00907592,-81.30792068
1699709329,THE KROGER CO,,718668,803-782-4027,45079001100,+34.0228440,-081.0031652,34.018433,-80.991936
1699797340,SOUTH CAROLINA CVS PHARMACY LLC,,716309,843-626-5034,45051050600,+33.7041378,-078.8898834,33.713882,-78.895096
1699878363,SOUTH CAROLINA CVS PHARMACY LLC,,745310,803-479-8355,45069960200,+34.5638971,-079.7572819,34.635532,-79.70051
1699900720,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,710445,843-795-0792,45019001902,+32.7627874,-079.9653762,32.76268,-79.976585
1700309804,WALGREEN CO,,717749,217-709-2386,45009960200,+33.2528574,-080.9598246,33.2922712,-81.03820043
1700324100,WELCOME PHARMACY INC.,,717095,864-671-0300,45045003601,+34.8233220,-082.4625102,34.821064,-82.44544
1700803954,WAL-MART STORES EAST LP,,723461,803-684-5282,45091061502,+34.9727579,-081.1916550,34.98509255,-81.21323997
1700803962,WAL-MART STORES EAST LP,,724421,843-449-0508,45051040500,+33.7932933,-078.7441369,33.784874,-78.77039
1700879681,GUERINS PHARMACY INC,,702710,843-873-2531,45035010700,+33.0271006,-080.1731660,33.02044316,-80.17620724
1700881943,"LORIS DRUG STORE, INC.",,719515,843-756-4021,45051020200,+34.0490659,-078.8433664,34.056236,-78.88984
1700923117,MEDCARE PHARMACY,,772825,843-479-7101,45069960200,+34.5638971,-079.7572819,34.635086,-79.70087
1700945854,SOUTH CAROLINA CVS PHARMACY LLC,,745412,843-558-9455,45089970300,+33.7322496,-079.4268421,33.75289003,-79.44652541
1700949328,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,792014,401-765-1500,45079002900,+33.9936414,-081.0372080,33.996754,-81.03333
1700983202,SOUTH CAROLINA CVS PHARMACY LLC,,788238,803-802-4424,45091061005,+35.0499459,-080.9660887,35.0350523,-80.97022657
1710069596,PALMETTO RX SOLUTIONS INC,,790391,803-454-2290,45063021111,+34.0661938,-081.1554643,34.073273,-81.14625
1710081518,SOUTH CAROLINA CVS PHARMACY LLC,,742043,843-395-6448,45031011400,+34.2667090,-079.8343225,34.2832,-79.85946
1710086194,CALLAWAY'S PHARMACY,,717846,864-418-8581,45001950600,+34.1246804,-082.5850722,34.09017,-82.58674
1710102553,DIXON POWERS DRUGS,,789882,864-224-1684,45007000200,+34.5217065,-082.6449925,34.51063,-82.64719
1710200290,WALGREEN CO,,71576D,803-212-1015,45079003000,+34.0011753,-081.0215931,33.997936,-81.01739
1710204490,LOWCOUNTRY PHARMACY LLC,,715364,843-656-2973,45041000600,+34.1546745,-079.7528863,34.1631309,-79.75126334
1710310792,SAMS EAST INC,,714825,803-761-6273,45003020400,+33.5687354,-081.8385837,33.56386365,-81.78265503
1710327705,WAL-MART STORES EAST LP,,714838,864-214-8703,45045001805,+34.8801813,-082.3417582,34.88236,-82.35672
1710590278,SOUTH CAROLINA CVS PHARMACY LLC,,7Z1128,401-765-1500,45091061008,+35.0473511,-080.9171559,35.0570201,-80.93866528
1710904966,WAL-MART STORES EAST LP,,722056,803-435-4381,45027960500,+33.7032431,-080.2749535,33.697357,-80.225525
1710909544,SADLER HUGHES APOTHECARY,,729536,864-833-4000,45059920800,+34.4227328,-081.8992407,34.47131,-81.88071
1710992805,WALGREEN CO,,715762,803-731-5120,45079010410,+34.0561676,-081.1188141,34.04969,-81.10708
1720005986,WAL-MART STORES EAST LP,,746030,843-292-0307,45041000600,+34.1546745,-079.7528863,34.1567104,-79.76446546
1720006554,WAL-MART STORES EAST LP,,751151,843-208-3010,45053950201,+32.3984799,-080.9415727,32.30937846,-80.99598179
1720093818,WALGREEN CO,,715832,864-583-2196,45083021301,+34.9739544,-081.8915896,34.96616,-81.89561
1720093891,WALGREEN CO,,715768,803-743-4373,45079011202,+34.0260545,-080.9781370,34.019157,-80.989624
1720111305,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,793678,401-765-1500,45035010503,+32.9937687,-080.2777418,33.01263109,-80.23860731
1720182520,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,710820,864-371-3651,45045002301,+34.8974078,-082.4242706,34.89453,-82.43206
1720192610,INGLES MARKETS INC,,788785,864-984-1492,45059920400,+34.4928213,-082.0269534,34.493153,-82.03166
1720390982,WILLIAMSBURG PHARMACY,,711068,843-355-3300,45089970502,+33.7051116,-079.7531332,33.66258,-79.81947
1720536048,WAL-MART STORES EAST LP,,717014,843-815-3072,45013002107,+32.2608068,-080.8659839,32.259693,-80.85303
1720571003,INGLES MARKETS INC,,717988,864-810-4661,45007010103,+34.7838001,-082.5142370,34.782936,-82.485054
1720624927,NEPHRON SC INC,,7Z1093,803-569-2800,45063020706,+33.8938995,-081.0488163,33.90243695,-81.04240473
1730106998,WAL-MART STORES EAST LP,,729145,843-681-3010,45013010400,+32.1985315,-080.7550507,32.209625,-80.727554
1730129172,PUBLIX SUPER MARKETS INC,,764563,803-736-9599,45079010103,+34.1714304,-080.9313751,34.152542,-80.911545
1730194820,WALGREEN CO,,715773,803-957-3071,45063021029,+33.9709573,-081.2466290,33.986435,-81.24571
1730282229,SOUTH CAROLINA CVS PHARMACY LLC,,743424,843-554-8867,45019003300,+32.8846062,-080.0074054,32.881275,-79.99345
1730282427,SOUTH CAROLINA CVS PHARMACY LLC,,745456,803-738-9519,45079002500,+33.9934982,-080.9938435,33.997505,-80.99437
1730311432,BRIDGES & JAMES INC,,710498,843-623-2999,45025950400,+34.7255811,-080.1008750,34.73434,-80.08863
1730329467,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,,797103,843-876-0199,45019000500,+32.7792848,-079.9468711,32.783005,-79.94532
1730331182,LONGS DRUGS OF FLORENCE SC INC,,715049,843-656-0390,45041000900,+34.2077622,-079.7859632,34.20322352,-79.76835892
1730432964,UPSTATE PHARMACY IMA,,714249,864-286-7545,45045001900,+34.8200676,-082.3474849,34.834038,-82.31678
1730516808,INGLES MARKETS INC,,714855,864-834-4409,45045003903,+34.9881191,-082.4811278,34.99163,-82.46868
1730554650,ULMER FAMILY PHARMACY AND WELLNESS CENTER LLC,,716648,843-384-1527,45013002107,+32.2608068,-080.8659839,32.25454318,-80.85593091
1730558024,WAL-MART STORES EAST LP,,716205,803-305-6194,45085000901,+33.9483910,-080.3732220,33.93851,-80.37144
1730564733,SUNSHINE PHARMACY SERVICES LLC,,716079,803-399-7701,45063021009,+33.9061845,-081.2781687,33.910267,-81.224785
1730604323,WALGREEN CO,,717761,803-432-4646,45055970800,+34.2226390,-080.5951484,34.24589,-80.613464
1730614587,CARESOUTH CAROLINA INC,,717115,843-865-4080,45025950502,+34.7080062,-079.9249608,34.695217,-79.92057
1730669789,EAU CLAIRE COOPERATIVE HEALTH CENTER INC.,,71846D,803-875-8010,45079012000,+33.9116689,-080.6752843,33.8833975,-80.7142124
1740207901,WAL-MART STORES EAST LP,,725380,864-489-8704,45021970301,+35.0852653,-081.6728558,35.089165,-81.6632
1740220185,PUBLIX SUPER MARKETS INC,,732135,864-848-7826,45045002609,+34.8807179,-082.2731127,34.868946,-82.25642
1740295690,INGLES MARKETS INC,,768776,864-638-3976,45073030401,+34.7713029,-083.0642802,34.7579046,-83.05000238
1740370725,GASTON HEALTH ASSOCIATES INC,,780118,803-939-8489,"",+33.7720562,-081.0791953,33.814458,-81.085669
1740383504,SOUTH CAROLINA CVS PHARMACY LLC,,742635,864-947-6253,45007010300,+34.6570078,-082.4929075,34.643894,-82.466484
1740438647,EUTAWVILLE PHARMACY,,71011D,803-492-9201,45075010100,+33.3881842,-080.3006988,33.395676,-80.34568
1740598051,FIRST CHOICE PHARMACY LLC,,711271,864-416-7933,45083023403,+34.8840778,-082.0792475,34.904163,-82.09791
1740807288,WALTERBORO PHARMACY LLC,,7Z1119,843-729-5583,45029970402,+32.9671267,-080.6527418,32.92153929,-80.66743624
1750436754,SHAW CORPORATION,,711246,864-235-0361,45045001205,+34.8631405,-082.3765112,34.86125677,-82.37447031
1750444311,GOOD PHARMACY INC.,,703111,803-327-2081,45091060700,+34.9606397,-081.0380086,34.945942,-81.03708
1750475067,MORAL OF PICKENS INC,,710470,864-878-6357,45077010402,+34.9027375,-082.7107738,34.88353739,-82.70844928
1750484523,SOUTH CAROLINA CVS PHARMACY LLC,,742817,864-269-8132,45045002202,+34.8547583,-082.4401273,34.85424,-82.44747
1750527834,PINE RIDGE INVESTORS,,710273,803-955-3404,45063020708,+33.8952586,-081.1260597,33.910065,-81.108734
1750740460,ESTILL COMMUNITY PHARMACY LLC,,716394,803-625-9001,45049920400,+32.7786383,-081.2056929,32.75071,-81.245766
1750901674,HARRIS TEETER LLC,,7Z1100,000-000-0000,45045000100,+34.8566121,-082.3891798,34.86114,-82.38642
1760585392,SOUTH CAROLINA CVS PHARMACY LLC,,743014,803-572-2606,45015020719,+33.0289587,-080.0728450,33.02368,-80.05469
1760585533,SOUTH CAROLINA CVS PHARMACY LLC,,745274,803-394-5434,45041002201,+33.8669969,-079.7884800,33.871086,-79.76165
1760586572,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,710752,843-216-7021,45019004608,+32.8973520,-079.7890349,32.86074683,-79.79635727
1760718761,GREENVILLE HEALTH CORPORATION,,710615,864-797-7170,45045002103,+34.8059127,-082.4073509,34.814507,-82.41115
1760933196,"WAL-MART STORES EAST, LP",,717143,843-353-5640,45051051700,+33.6506755,-078.9309925,33.67527384,-78.90453666
1770078602,CONNECTED HEALTH PHARMACY INC,,718014,864-962-7101,45045003013,+34.6976980,-082.2623275,34.71424,-82.25065
1770112849,FOUNTAIN INN RX LLC,,7Z1080,864-360-4619,45045003101,+34.7043385,-082.2045941,34.69382,-82.198685
1770517401,THE KROGER CO,,782254,803-642-5371,45003021202,+33.5444436,-081.7430826,33.524193,-81.720024
1770563231,"SUMTER CUT RATE DRUG STORE, INC",,750965,803-773-8432,45085001300,+33.9165836,-080.3525729,33.921135,-80.34162
1770588097,"IVA DRUG STORE, INC.",,741128,864-348-6138,45007011700,+34.3109700,-082.6793835,34.30819182,-82.66232632
1770588154,"ORANGE CUT RATE DRUG STORE, INC",,757567,803-274-8585,45075011700,+33.3176401,-080.8857594,33.250473,-80.816154
1770628653,"HAWTHORNE PELION PHARMACY, INC.",,7Z1018,803-894-4010,45063020904,+33.7310064,-081.2106588,33.771496,-81.241425
1770686446,SOUTH CAROLINA CVS PHARMACY LLC,,742794,864-457-4163,45083022600,+35.1735263,-082.1860038,35.17770839,-82.18635825
1770686545,SOUTH CAROLINA CVS PHARMACY LLC,,742134,864-244-1851,45045001805,+34.8801813,-082.3417582,34.869358,-82.35373
1770746026,WALGREEN CO,,715828,864-834-4451,45045002701,+34.9392993,-082.3924602,34.957527,-82.425896
1770940801,DILLON FAMILY PHARMACY I,,716437,843-774-1816,45033970300,+34.4536751,-079.4414521,34.42222019,-79.36588032
1770960247,WAL-MART STORES EAST LP,,715998,864-321-6029,45047970600,+34.1890147,-082.0906631,34.19918992,-82.13233614
1770987695,WAL-MART STORES EAST LP,,715582,864-722-6055,45077011202,+34.6464820,-082.8300268,34.679836,-82.82504
1780127159,GREENVILLE HEALTH CORPORATION,,71692D,864-578-9524,45083022406,+35.0323381,-081.9747638,35.026558,-81.965324
1780135764,"SAM'S EAST, INC.",,717034,843-837-1862,45013002107,+32.2608068,-080.8659839,32.25837,-80.85337
1780618405,THE KROGER CO,,718351,843-449-2158,45051050303,+33.7568838,-078.8111818,33.77702076,-78.79252861
1780750646,WALGREEN CO,,715775,803-289-1223,45057010900,+34.7385541,-080.7834700,34.73516882,-80.79021389
1780787457,SOUTH CAROLINA CVS PHARMACY LLC,,741210,803-831-1911,45091061707,+35.1328855,-081.0658123,35.115177,-81.06549
1780787556,SOUTH CAROLINA CVS PHARMACY LLC,,742761,843-449-5246,45051050401,+33.7438694,-078.8293091,33.739277,-78.828026
1780788430,"EAU CLAIRE COOPERATIVE HEALTH CENTER,INC",,763323,803-252-3770,45079000300,+34.0467069,-081.0624544,34.045746,-81.042755
1780819839,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,710451,843-747-5213,45015020901,+32.9077134,-080.0080983,32.90190626,-80.01167637
1780958744,"DOGWOOD PHARMACY, LLC",,713938,866-840-4067,45045002811,+34.8066326,-082.3037438,34.818832,-82.297585
1790210839,MUKTA LLC,,717200,864-210-1811,45045003101,+34.7043385,-082.2045941,34.70160664,-82.21681065
1790306363,CONWAY PHARMACY,,7Z1091,843-488-3535,45051070300,+33.8534671,-079.0653864,33.84637,-79.06426
1790707446,SOUTH CAROLINA CVS PHARMACY LLC,,716299,843-815-8191,45013002107,+32.2608068,-080.8659839,32.2558,-80.848885
1790708071,SOUTH CAROLINA CVS PHARMACY LLC,,716313,864-576-7591,45083021902,+34.9240100,-082.0181976,34.9350928,-82.00793916
1790772598,M J W CORPORTATION,,726932,803-649-1776,45003021400,+33.5732059,-081.7228476,33.56567,-81.71865
1790888469,SOUTH CAROLINA CVS PHARMACY LLC,,711382,803-593-5196,45003021002,+33.5044854,-081.9155699,33.50497102,-81.89700031
1790888477,SOUTH CAROLINA CVS PHARMACY LLC,,745387,843-767-4500,45035010818,+32.9256789,-080.1018839,32.91481,-80.10661
1790894061,WALGREEN CO,,789871,843-899-6601,45015020504,+33.2060781,-080.0069274,33.20357478,-79.99086374
1801037775,WALGREEN CO,,715760,803-419-3664,45079011411,+34.1087411,-080.9119775,34.09175586,-80.92689612
1801087556,WALGREEN CO,,715807,843-448-9104,45051050500,+33.7168113,-078.8665665,33.71669814,-78.85677046
1801131719,"AYNOR FAMILY PHARMACY, INC",,714246,843-358-2000,45051080102,+34.0039385,-079.2072429,33.99499,-79.20252
1801801998,WALGREEN CO,,715797,864-232-4781,45045004200,+34.8345704,-082.3904774,34.8256236,-82.39488409
1801813050,WAL-MART STORES EAST LP,,721781,864-295-3186,45045002202,+34.8547583,-082.4401273,34.853745,-82.453926
1801990601,SOUTH CAROLINA CVS PHARMACY LLC,,741915,803-264-3045,45043920202,+33.5087031,-079.4737419,33.4497823,-79.55122199
1811045677,"GENESIS HEALTH CARE, INC",,759500,843-393-6591,45031011100,+34.3032610,-079.8702831,34.30619185,-79.86887955
1811060650,WALGREEN CO,,71574D,864-902-0374,45021970201,+35.0819573,-081.7015857,35.08044,-81.65579
1811091614,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,71078D,864-879-1702,45045002608,+34.8937479,-082.2644685,34.874428,-82.25627
1811194194,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,795906,843-236-6300,45051060101,+33.7554846,-079.0416290,33.732277,-79.02538
1811204696,WALGREEN CO,,71578D,843-405-1500,45019002613,+32.8200495,-080.0433739,32.809128,-80.02549
1811248412,"GENOA HEALTHCARE, LLC",,715708,803-731-0203,45063021111,+34.0661938,-081.1554643,34.073273,-81.14625
1811476005,REGENESIS ORGANIZATION COMMUNITY HEALTH CENTER,,718117,864-514-1001,45021970302,+35.0992561,-081.6011090,35.085876,-81.638626
1811902901,WALGREEN CO,,715813,803-531-6115,45075011000,+33.5254269,-080.8599676,33.51237,-80.85933
1811902984,WALGREEN CO,,715788,843-207-1578,45035010818,+32.9256789,-080.1018839,32.91475682,-80.107709
1811914070,WAL-MART STORES EAST LP,,744782,864-877-2296,45083023302,+34.9348111,-082.2098924,34.947292,-82.20834
1811915614,WAL-MART STORES EAST LP,,722067,803-286-5424,45057010900,+34.7385541,-080.7834700,34.7342509,-80.7847582
1811937253,PUBLIX SUPER MARKETS INC,,779165,864-987-1607,45045002904,+34.7790647,-082.3298211,34.77876041,-82.31020988
1821003914,WALGREEN CO,,715796,864-968-1949,45045002504,+34.9441768,-082.2341056,34.94817,-82.224976
1821015082,WAL-MART STORES EAST LP,,727492,843-841-2228,45033970300,+34.4536751,-079.4414521,34.434826,-79.37618
1821038266,PUBLIX SUPER MARKETS INC,,761274,803-790-4929,45079011301,+34.0374796,-080.9464728,34.01914859,-80.96405093
1821109901,"MAXWELL & HALFORD DRUG, INC.",,768721,803-275-2021,45037970300,+33.7963576,-081.7706297,33.831352,-81.801575
1821117375,"TLC MEDICAL CENTRE, INC.",,770245,803-648-7800,45003021201,+33.5235450,-081.7639732,33.513855,-81.73598
1821186461,BLACKVILLE HEALTH INVESTORS,,714328,803-284-3372,45011970200,+33.3685118,-081.2762976,33.354595,-81.27078
1821191511,SOUTH CAROLINA CVS PHARMACY LLC,,740740,864-297-2501,45045002812,+34.8035511,-082.2698565,34.81496,-82.273895
1821191792,"HARRIS TEETER, LLC",,715173,803-396-0450,45091061005,+35.0499459,-080.9660887,35.029756,-80.966787
1821238551,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,,797506,843-876-0199,45019000600,+32.7850610,-079.9510689,32.782314,-79.95042
1821307356,RHSC LLC,,711162,803-327-1640,45091060700,+34.9606397,-081.0380086,34.94613964,-81.02840766
1821355611,SAMS EAST INC,,713933,864-226-7729,45007011100,+34.5562299,-082.7000331,34.556488,-82.68253
1821493693,PUBLIX SUPER MARKETS INC,,715487,843-272-0059,45051040300,+33.8340470,-078.6677196,33.84375284,-78.65805521
1821513235,HARRIS TEETER LLC,,717608,704-844-4147,45019002701,+32.7976991,-080.0287926,32.80307998,-80.01916681
1821531062,"GLEATON PHARMACY GROUP, LLC",,716975,843-818-4638,45019002701,+32.7976991,-080.0287926,32.794033,-80.02863
1821635301,GREENVILLE HEALTH CORPORATION,,7Z1064,803-434-6482,45079000500,+34.0325295,-081.0314226,34.02955688,-81.03161862
1831104785,INGLES MARKETS INC,,767544,864-878-2464,45077010402,+34.9027375,-082.7107738,34.89504652,-82.7090877
1831110899,NUTRITIONAL SUPPORT SERVICES,,735732,864-288-0816,45045002805,+34.8495102,-082.2900591,34.830875,-82.30588
1831116094,WAL-MART STORES EAST LP,,725073,864-261-7459,45007012002,+34.4883851,-082.7367187,34.48949105,-82.67814961
1831139278,PUBLIX SUPER MARKETS INC,,732128,864-987-7086,45045002812,+34.8035511,-082.2698565,34.81909065,-82.27156738
1831167873,DISCOUNT DRUG OF SWANSEA,,740135,803-568-3251,45063020803,+33.7271318,-081.1454574,33.7369,-81.10281
1831266592,NEW HORIZON PHARMACY #2,,767588,864-751-3200,45045000500,+34.8376715,-082.4115284,34.843178,-82.41619
1831289818,H AND M HEALTHCARE INC,,71496D,803-247-2135,45075011900,+33.5397070,-081.0887672,33.52528,-81.12038
1831292374,SOUTH CAROLINA CVS PHARMACY LLC,,744554,803-649-0521,45003021400,+33.5732059,-081.7228476,33.575367,-81.70424
1831292697,SOUTH CAROLINA CVS PHARMACY LLC,,711340,803-761-8261,45015020506,+33.1834737,-079.9987130,33.187626,-79.996451
1831423326,KRT ENTERPRISES,,784138,843-248-4609,45051070200,+33.8580120,-079.0476531,33.847404,-79.054276
1831533199,SAMS EAST INC,,714647,864-644-9012,45077010602,+34.8637948,-082.5383536,34.82802,-82.539696
1831615715,WALGREEN CO,,717733,843-293-6066,45051051502,+33.6708235,-078.9839079,33.68269,-78.99923
1841237245,"PRUITTHEALTH PHARMACY SERVICES, INC.",,715117,803-739-4949,45063020506,+34.0140354,-081.1321082,34.020943,-81.13487
1841271525,CLINKSCALES DRUGS INC,,715070,864-338-8217,45007011401,+34.5142174,-082.5030071,34.51957,-82.50632
1841280625,KEMPSON REXALL DRUGS INC,,722091,864-472-2136,45083022900,+35.0471492,-082.0859382,35.04974,-82.0910556
1841374097,WALGREEN CO,,715784,864-288-9334,45045002803,+34.8679018,-082.2744454,34.86172064,-82.26227551
1841393600,SOUTH CAROLINA CVS PHARMACY LLC,,743231,864-288-1847,45045002904,+34.7790647,-082.3298211,34.77723505,-82.31563715
1841393618,SOUTH CAROLINA CVS PHARMACY LLC,,745866,803-796-2586,45063020604,+33.9431736,-081.0661216,33.950043,-81.078545
1841437266,WALGREEN CO,,715766,803-647-7638,45079011607,+33.9539740,-080.9388575,33.95628,-80.93025
1841716784,WALGREEN CO,,717694,803-324-7563,45091060300,+34.9144554,-081.0197342,34.915882,-81.00469
1841717360,WALGREEN CO,,717757,803-787-7362,45079011202,+34.0260545,-080.9781370,34.01979006,-80.9680655
1841801669,CHRISTMAS PHARMACY LLC,,7Z1115,803-795-4324,45085000901,+33.9483910,-080.3732220,33.952007,-80.38733
1851318026,WAL-MART STORES EAST LP,,786150,864-834-9224,45045002701,+34.9392993,-082.3924602,34.961994,-82.4321
1851494629,SOUTH CAROLINA CVS PHARMACY LLC,,745263,843-248-6302,45051070400,+33.8403088,-079.0952981,33.83903447,-79.0606609
1851508477,LAX LLC,,713764,803-286-6262,45057010700,+34.7180813,-080.7600821,34.73002,-80.7741
1851716062,PUBLIX SUPER MARKETS INC,,715099,803-366-7510,45091060802,+34.9522975,-081.0020082,34.96347,-81.00095
1861418360,PIGGLY WIGGLY CALHOUN INC,,720068,803-775-3020,45085001300,+33.9165836,-080.3525729,33.92412604,-80.33601623
1861426595,THE KROGER CO,,750464,843-815-7070,45013002201,+32.2799730,-080.8215798,32.26827,-80.858955
1861545113,M L PORTER CORP,,774367,843-667-0759,45041001400,+34.1570461,-079.7798661,34.170128,-79.76465
1861585234,FOOD LION LLC,,768856,803-327-2049,45091060300,+34.9144554,-081.0197342,34.91601,-81.00514
1861586075,PAWLEYS ISLAND PHARMACY LLC,,746542,843-235-4666,45043920505,+33.3344415,-079.2103675,33.433254,-79.13864
1861595639,SOUTH CAROLINA CVS PHARMACY LLC,,743721,843-871-0310,45035010700,+33.0271006,-080.1731660,33.02390638,-80.17185898
1861793911,ARK PHARMACY SERVICES LLC,,713408,864-859-0283,45077010804,+34.8226519,-082.5830564,34.82462218,-82.5567545
1861847295,WAL-MART STORES EAST LP,,716657,803-223-0754,45063020202,+33.9592231,-081.0781384,33.978893,-81.07203
1861918740,WALGREEN CO,,717760,843-726-3067,45053950202,+32.5364880,-080.8861724,32.478397,-80.97397
1861971749,"FETTER HEALTH CARE NETWORK, INC.",,718007,843-821-3444,45015020710,+33.0923660,-080.1901804,33.036407,-80.16419
1871696542,SOUTH CAROLINA CVS PHARMACY LLC,,742431,864-862-4414,45045003101,+34.7043385,-082.2045941,34.69608994,-82.20084016
1871696641,SOUTH CAROLINA CVS PHARMACY LLC,,743743,803-723-9481,45019001500,+32.8070997,-079.9522715,32.803837,-79.951004
1871700922,WALGREEN CO,,715811,803-279-3279,45003020702,+33.5019859,-081.9498430,33.509094,-81.95809
1871759167,WALGREEN CO,,715731,843-322-0308,45013000600,+32.4494075,-080.6875512,32.4428038,-80.70307979
1871767566,SOUTH CAROLINA CVS PHARMACY LLC,,799505,864-228-1723,45045003014,+34.7342749,-082.3008749,34.735268,-82.28037
1871775841,"MCLEOD REGIONAL MEDICAL CENTER OF THE PEE DEE, INC",,762735,843-777-2166,45041000700,+34.1875889,-079.7527189,34.195877,-79.75986
1871785592,WALGREEN CO,,715809,843-663-1459,45051040300,+33.8340470,-078.6677196,33.83581633,-78.67438806
1881021582,HARRIS TEETER LLC,,715166,704-844-3418,45019004611,+32.7918747,-079.8300457,32.8218,-79.816345
1881088656,WAL-MART STORES EAST LP,,716084,843-879-5150,45035010504,+32.9855747,-080.2374595,32.96861,-80.20387
1881117695,"COMMUNITY PHARMACY GROUP, INC.",,717368,#(864) 999-2900,45077011203,+34.6792351,-082.8023449,34.682983,-82.78357
1881118511,WALGREEN CO,,717707,864-585-9136,45083021500,+34.9800448,-081.9284454,34.97056491,-81.93393461
1881158053,"SANDHILLS MEDICAL FOUNDATION, INC.",,7Z1120,803-438-5537,45057010200,+34.5820726,-080.5578749,34.54855118,-80.58361577
1881616522,SOUTH CAROLINA CVS PHARMACY LLC,,716296,803-644-2711,45003021203,+33.4860371,-081.7256873,33.50759,-81.71095
1881616530,SOUTH CAROLINA CVS PHARMACY LLC,,716315,864-879-9721,45045002611,+34.9509757,-082.3161049,34.935356,-82.2782
1881758464,,,711394,864-984-1544,45059920400,+34.4928213,-082.0269534,34.49311,-82.031815
1881797363,SOUTH CAROLINA CVS PHARMACY LLC,,741994,803-366-4157,45091060700,+34.9606397,-081.0380086,34.975956,-81.0265
1881797553,SOUTH CAROLINA CVS PHARMACY LLC,,741208,803-547-5586,45091061103,+34.9732156,-080.9385943,35.007282,-80.93443
1881837664,WALGREEN CO,,715765,803-419-7507,45079011417,+34.1485824,-080.8993483,34.145947,-80.91124
1881858462,WALGREEN CO,,715827,864-288-8836,45045002815,+34.8057857,-082.2423259,34.806347,-82.23208
1881925501,"SANDHILLS MEDICAL FOUNDATION, INC.",,710706,843-658-3006,45025950200,+34.6454671,-080.3337693,34.6576721,-80.38152699
1891017984,WALGREEN CO,,715763,803-678-4887,45079010103,+34.1714304,-080.9313751,34.139755,-80.93466
1891704672,"HAWTHORNE PHARMACY, INC.",,758460,803-256-3440,45079003100,+34.0078902,-081.0307786,34.008137,-81.030975
1891712048,WAL-MART STORES EAST LP,,723472,843-332-8111,45031010800,+34.3024008,-080.0484845,34.35536,-80.05816
1891712055,WAL-MART STORES EAST LP,,724346,843-527-2223,45043920302,+33.3895567,-079.2722447,33.392952,-79.2891
1891770574,SUMMERTON DRUGS INC,,789335,803-485-8725,45027960801,+33.6166680,-080.4129605,33.608257,-80.35079
1891814000,WALGREEN CO,,715744,803-802-7644,45091061005,+35.0499459,-080.9660887,35.03345,-80.96958
1891822664,BEAUFORT-JASPER-HAMPTON COMPREHENSIVE HEALTH SERVICE INC,,716795,843-987-7423,45053950300,+32.2481288,-081.0599775,32.298534,-81.0823
1891830899,GENERX PHARMACY,,716676,803-345-0708,45063021204,+34.1597134,-081.3343000,34.161564,-81.34013
1891854949,SOUTH CAROLINA CVS PHARMACY LLC,,745365,803-854-2824,45075010300,+33.4385177,-080.4719225,33.48848706,-80.47584618
1891879854,"PARKER ROAD DRUGS, INC",,714695,864-232-4662,45045002201,+34.8682367,-082.4358816,34.86268,-82.42651
1891892394,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,710739,843-294-1285,45051051503,+33.6898821,-078.9573572,33.684933,-78.960335
1891898573,SOUTH CAROLINA CVS PHARMACY LLC,,743478,803-272-8884,45051040500,+33.7932933,-078.7441369,33.80200781,-78.73355575
1902136260,RIVERTOWN PHARMACY INC,,714323,843-488-4400,45051070300,+33.8534671,-079.0653864,33.859238,-79.05587
1902139538,WALGREEN CO,,71577D,803-358-0318,45063021032,+34.0104257,-081.2150799,34.004887,-81.203094
1902182769,WALGREEN CO,,715790,843-764-1745,45019003114,+32.9525906,-080.0509817,32.937145,-80.03967
1902325715,FLORENCE PHARMACY LLC,,717472,843-673-9107,45041001100,+34.1907523,-079.7961389,34.187744,-79.80824
1902430267,"SPARTANBURG REGIONAL HEALTH SERVICES DISTRICT, INC.",,7Z1072,864-530-6460,45083023202,+34.9056795,-082.1772299,34.86345847,-82.21974138
1902444508,HARRIS TEETER LLC,,7Z1067,999-999-9999,45019005800,+32.8077688,-080.1815928,32.8262881,-80.0852468
1902802531,JBM LLC,,788244,803-628-7934,45091061502,+34.9727579,-081.1916550,34.985783,-81.21878
1902811078,WALGREEN CO,,715805,843-626-2214,45051050700,+33.6888479,-078.8889817,33.68624173,-78.89227345
