npi,basic_organization_name,NPI,Hours of Operation,MEDICAID ID,SPOKEN LANGUAGES,e-Rx,Delivery,Compound,Drive- Thru,Vaccines,Handicap Access,Cultural Comp- Training,Accepting New Customers,Website,basic_organizational_subpart,basic_enumeration_date,basic_last_updated,basic_status,basic_authorized_official_credential,basic_authorized_official_first_name,basic_authorized_official_last_name,basic_authorized_official_telephone_number,basic_authorized_official_title_or_position,basic_name,basic_parent_organization_ein,basic_parent_organization_legal_business_name,basic_authorized_official_middle_name,basic_authorized_official_name_prefix,basic_authorized_official_name_suffix,basic_certification_date,basic_name_prefix,basic_first_name,basic_last_name,basic_middle_name,basic_credential,basic_sole_proprietor,basic_gender,addresses_country_code,addresses_country_name,addresses_address_purpose,addresses_address_type,addresses_address_1,addresses_address_2,addresses_city,addresses_state,addresses_postal_code,addresses_telephone_number,addresses_fax_number,lat,long,geo_method
1790894061,WALGREEN CO,1790894061,,789871,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,8/30/06,11/29/15,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,395 N HIGHWAY 52,,MONCKS CORNER,SC,294613919,843-899-6601,,33.20357478,-79.99086374,Google Maps
1801037775,WALGREEN CO,1801037775,,715760,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,3/23/09,10/4/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,9001 TWO NOTCH RD,,COLUMBIA,SC,292235834,803-419-3664,,34.09175586,-80.92689612,Google Maps
1801087556,WALGREEN CO,1801087556,,715807,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,8/7/07,9/13/17,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,3701 N KINGS HWY,,MYRTLE BEACH,SC,295772935,843-448-9104,,33.71669814,-78.85677046,Google Maps
1801131719,"AYNOR FAMILY PHARMACY, INC",1801131719,,714246,ENG,Y,Y,Y,Y,Y,Y,Y,Y,www.aynorrx.com/,NO,12/4/12,12/4/12,A,,JENNIFER,BROWN,843-995-2326,PHARMACIST/OWNER,"AYNOR FAMILY PHARMACY, INC",,,,,,,,,,,,,,US,United States,LOCATION,DOM,240 8TH AVENUE,,AYNOR,SC,29511,843-358-2000,843-358-2524,33.99499,-79.20252,census
1801801998,WALGREEN CO,1801801998,,715797,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,7/29/06,7/21/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,2018 AUGUSTA ST,,GREENVILLE,SC,296051750,864-232-4781,,34.8256236,-82.39488409,Google Maps
1801813050,WAL-MART STORES EAST LP,1801813050,,721781,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/16/06,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,6134 WHITE HORSE RD,,GREENVILLE,SC,296113837,864-295-3186,,34.853745,-82.453926,census
1801990601,SOUTH CAROLINA CVS PHARMACY LLC,1801990601,,741915,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/12/06,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,415 E BROOKS RD,,ANDREWS,SC,295104041,803-264-3045,,33.4497823,-79.55122199,Google Maps
1811045677,"GENESIS HEALTH CARE, INC",1811045677,,759500,ENG,Y,N,Y,N,N,Y,Y,Y,,YES,1/8/07,3/21/19,A,,ALEXANDER,COHEN,803-254-3676,MCO,"GENESIS HEALTH CARE, INC",<UNAVAIL>,"GENESIS HEALTH CARE, INC",H,,,,,,,,,,,US,United States,LOCATION,DOM,201 CASHUA ST,SUITE A,DARLINGTON,SC,295323301,843-393-6591,,34.30619185,-79.86887955,Google Maps
1811060650,WALGREEN CO,1811060650,,71574D,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,11/17/06,8/30/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,837 W FLOYD BAKER BLVD,,GAFFNEY,SC,293411805,864-902-0374,,35.08044,-81.65579,census
1811091614,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",1811091614,,71078D,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/12/06,11/19/10,A,,SUSAN,COLBERT,401-770-2751,DIRECTOR PAYER RELATIONS,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,821 S BATESVILLE RD,,GREER,SC,296503656,864-879-1702,,34.874428,-82.25627,census
1811194194,"SOUTH CAROLINA CVS PHARMACY, L.L.C.",1811194194,,795906,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,6/29/07,2/8/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS","SOUTH CAROLINA CVS PHARMACY, L.L.C.",,,,,,,,,,,,,,US,United States,LOCATION,DOM,101 FETLOCK DRIVE,,MYRTLE BEACH,SC,29588,843-236-6300,401-770-7108,33.732277,-79.02538,census
1811204696,WALGREEN CO,1811204696,,71578D,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,9/1/10,12/13/17,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1925 ASHLEY RIVER RD,,CHARLESTON,SC,294074712,843-405-1500,,32.809128,-80.02549,census
1811248412,"GENOA HEALTHCARE, LLC",1811248412,,715708,ENG,Y,Y,N,N,Y,Y,Y,Y,www.genoa-qol.com,NO,9/24/12,4/27/21,A,,NATASHA,HENNESSY,612-722-4249,CHIEF PHARMACY OFFICER,"GENOA HEALTHCARE, LLC",,,,,,4/27/21,,,,,,,,US,United States,LOCATION,DOM,4 HARBISON WAY,,COLUMBIA,SC,292123402,803-731-0203,866-935-3629,34.073273,-81.14625,census
1811476005,REGENESIS ORGANIZATION COMMUNITY HEALTH CENTER,1811476005,,718117,Spanish,Y,N,N,N,N,Y,Y,Y,https://www.myrhc.org/pharmacy,NO,8/9/18,7/1/20,A,,MARLON,HUNTER,864-582-2817,CEO,REGENESIS ORGANIZATION COMMUNITY HEALTH CENTER,,,,,,7/1/20,,,,,,,,US,United States,LOCATION,DOM,1341 N LIMESTONE ST,,GAFFNEY,SC,293404733,864-514-1001,864-435-9720,35.085876,-81.638626,census
1811902901,WALGREEN CO,1811902901,,715813,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,7/29/06,10/11/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1290 CHESTNUT ST,,ORANGEBURG,SC,291153567,803-531-6115,,33.51237,-80.85933,census
1811902984,WALGREEN CO,1811902984,,715788,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,7/29/06,8/25/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,8395 DORCHESTER RD,,NORTH CHARLESTON,SC,294182916,843-207-1578,843-207-9528,32.91475682,-80.107709,Google Maps
1811914070,WAL-MART STORES EAST LP,1811914070,,744782,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/16/06,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,14055 E WADE HAMPTON BLVD,,GREER,SC,296511500,864-877-2296,,34.947292,-82.20834,census
1811915614,WAL-MART STORES EAST LP,1811915614,,722067,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/18/06,2/17/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,805 HWY 9 BYPASS WEST,,LANCASTER,SC,29720,803-286-5424,,34.7342509,-80.7847582,osm
1811937253,PUBLIX SUPER MARKETS INC,1811937253,,779165,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy,NO,6/7/06,11/18/19,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,111 W BUTLER RD,,MAULDIN,SC,296622534,864-987-1607,864-987-9513,34.77876041,-82.31020988,Google Maps
1821003914,WALGREEN CO,1821003914,,715796,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,7/29/06,8/26/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,101 W WADE HAMPTON BLVD,,GREER,SC,296501651,864-968-1949,,34.94817,-82.224976,census
1821015082,WAL-MART STORES EAST LP,1821015082,,727492,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/16/06,2/20/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,809 ENTERPRISE RD,,DILLON,SC,29536,843-841-2228,,34.434826,-79.37618,census
1821038266,PUBLIX SUPER MARKETS INC,1821038266,,761274,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy,NO,6/7/06,11/18/19,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,4840 FOREST DR STE 10,,COLUMBIA,SC,292064810,803-790-4929,803-790-4933,34.01914859,-80.96405093,Google Maps
1821109901,"MAXWELL & HALFORD DRUG, INC.",1821109901,,768721,ENG,Y,N,N,N,N,Y,Y,Y,,NO,8/31/06,3/21/14,A,,THOMAS,STONE,803-275-2021,PHARMACIST/PARTNER,"MAXWELL & HALFORD DRUG, INC.",,,EDWARD,MR.,,,,,,,,,,US,United States,LOCATION,DOM,432 CALHOUN ST,,JOHNSTON,SC,298321317,803-275-2021,,33.831352,-81.801575,census
1821117375,"TLC MEDICAL CENTRE, INC.",1821117375,,770245,ENG,Y,Y,Y,Y,Y,Y,Y,Y,https://www.zoomingrx.com,NO,3/28/07,10/30/09,A,,RICHARD,HEATON,803-648-7800,AGENT,"TLC MEDICAL CENTRE, INC.",,,DAVID,,,,,,,,,,,US,United States,LOCATION,DOM,190 CREPE MYRTLE DR,,AIKEN,SC,298037543,803-648-7800,803-648-7277,33.513855,-81.73598,census
1821186461,BLACKVILLE HEALTH INVESTORS,1821186461,,714328,ENG,Y,Y,Y,Y,Y,Y,Y,Y,http://danielspharmacy.biz/,NO,10/10/06,1/30/13,A,BS PHARMACY,KYLE,MCHUGH,803-284-3372,PRES,BLACKVILLE HEALTH INVESTORS,,,F,MR.,,,,,,,,,,US,United States,LOCATION,DOM,19354 SOLOMON BLATT AVE N,,BLACKVILLE,SC,298172304,803-284-3372,803-284-3372,33.354595,-81.27078,census
1821191511,SOUTH CAROLINA CVS PHARMACY LLC,1821191511,,740740,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,1/31/21,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,1/28/21,,,,,,,,US,United States,LOCATION,DOM,1200 E BUTLER RD,,GREENVILLE,SC,296075910,864-297-2501,864-284-6346,34.81496,-82.273895,census
1821191792,"HARRIS TEETER, LLC",1821191792,,715173,ENG,Y,N,N,N,Y,N,Y,Y,www.harristeeter.com/pharmacy-services,NO,9/6/06,10/8/14,A,,ROSE,WARD,704-844-6524,"MANAGER, PHARMACY ADMIN/AR","HARRIS TEETER, LLC",,,,,,,,,,,,,,US,United States,LOCATION,DOM,1750 HWY. #160 W,,FORT MILL,SC,29708,803-396-0450,704-844-6556,35.029756,-80.966787,osm
1821238551,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,1821238551,,797506,ENG,Y,N,Y,N,Y,Y,Y,Y,www.muschealth.org/pharmacy/index.html,NO,2/20/09,12/18/16,A,"PHARMD, MBA",HEATHER,EASTERLING,843-792-5691,ADMINISTRATOR,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,,,,,,,,,,,,,,US,United States,LOCATION,DOM,25 COURTENAY DR,RM M104,CHARLESTON,SC,294258911,843-876-0199,843-876-4583,32.782314,-79.95042,census
1821307356,RHSC LLC,1821307356,,711162,ENG,N,N,N,N,N,Y,Y,Y,www.carolinapharmacysc.com,NO,10/1/10,1/25/19,A,,VIC,PATEL,803-804-4735,"OWNER, AO",RHSC LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,725 CHERRY RD STE 103,,ROCK HILL,SC,297323143,803-327-1640,803-327-1641,34.94613964,-81.02840766,Google Maps
1821355611,SAMS EAST INC,1821355611,,713933,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.sAsclub.com/sAs/,YES,4/18/12,9/5/13,A,,LAURA,LEVINE,479-204-8550,MGR OF GOVERNMENT CONTRACTING,SAMS EAST INC,<UNAVAIL>,WAL-MART STORES INC,,,,,,,,,,,,US,United States,LOCATION,DOM,3812 LIBERTY HWY STE 6,,ANDERSON,SC,296211344,864-226-7729,,34.556488,-82.68253,census
1821493693,PUBLIX SUPER MARKETS INC,1821493693,,715487,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy,NO,10/23/14,11/18/19,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1576 HIGHWAY 17 N,,NORTH MYRTLE BEACH,SC,295822552,843-272-0059,843-491-6911,33.84375284,-78.65805521,Google Maps
1821513235,HARRIS TEETER LLC,1821513235,,717608,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.harristeeter.com/pharmacy-services,NO,8/7/17,4/19/18,A,,ALLISON,BREDESTEGE,513-762-1019,MANAGER OF PHARMACY LICENSING,HARRIS TEETER LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1812 SAM RITTENBERG BLVD STE 2,,CHARLESTON,SC,294074868,704-844-4147,,32.80307998,-80.01916681,Google Maps
1821531062,"GLEATON PHARMACY GROUP, LLC",1821531062,,716975,ENG,Y,Y,Y,N,Y,Y,Y,Y,www.focusmedspharmacy.com,NO,11/21/16,1/18/17,A,PHARMD,KRISALYN,GLEATON,843-991-8403,OWNER,"GLEATON PHARMACY GROUP, LLC",,,,,,,,,,,,,,US,United States,LOCATION,DOM,2000 SAM RITTENBERG BLVD STE 134,,CHARLESTON,SC,294074629,843-818-4638,843-952-7157,32.794033,-80.02863,census
1821635301,GREENVILLE HEALTH CORPORATION,1821635301,,7Z1064,ENG,Y,Y,Y,N,Y,Y,Y,Y,www.palmettohealth.org/medical-services/other-services/pharmacy-services,NO,12/4/19,4/14/20,A,,POLLY,MILLER,864-522-2286,VP PAYOR STRATEGIES & ALIGNMENT,GREENVILLE HEALTH CORPORATION,,,H.,,,4/14/20,,,,,,,,US,United States,LOCATION,DOM,14 RICHLAND MEDICAL PARK DR STE 210,,COLUMBIA,SC,292036877,803-434-6482,803-434-2134,34.02955688,-81.03161862,Google Maps
1831104785,INGLES MARKETS INC,1831104785,,767544,ENG,Y,N,Y,Y,Y,Y,Y,Y,www.ingles-markets.com/inside/pharmacy/pharmacy-info,NO,7/29/06,8/14/19,A,RPH,STEPHEN,CUCCHI,828-669-2941,VP OF PHARMACY,INGLES MARKETS INC,,,V,MR.,,,,,,,,,,US,United States,LOCATION,DOM,502 ANN ST STE A,,PICKENS,SC,296712267,864-878-2464,864-878-5108,34.89504652,-82.7090877,Google Maps
1831110899,NUTRITIONAL SUPPORT SERVICES,1831110899,,735732,ENG,Y,Y,Y,N,Y,Y,Y,Y,https://www.schca.org/associate-members/network-healthcare,NO,7/22/06,1/28/20,A,,TERRY,LEEMAN,615-890-2020,PRESIDENT,NUTRITIONAL SUPPORT SERVICES,,,,,,1/28/20,,,,,,,,US,United States,LOCATION,DOM,1200 WOODRUFF RD STE C28,,GREENVILLE,SC,296075751,864-288-0816,800-227-9356,34.830875,-82.30588,census
1831116094,WAL-MART STORES EAST LP,1831116094,,725073,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/16/06,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,651 HIGHWAY 28 BYP,,ANDERSON,SC,296243009,864-261-7459,,34.48949105,-82.67814961,Google Maps
1831139278,PUBLIX SUPER MARKETS INC,1831139278,,732128,ENG,Y,N,Y,N,Y,Y,Y,Y,www.publix.com/Pharmacy,NO,6/7/06,11/18/19,A,,DAIN,RUSK,863-688-1188,VP PHARMACY,PUBLIX SUPER MARKETS INC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1750 WOODRUFF RD,,GREENVILLE,SC,296075933,864-987-7086,864-987-7092,34.81909065,-82.27156738,Google Maps
1831167873,DISCOUNT DRUG OF SWANSEA,1831167873,,740135,ENG,Y,N,N,N,Y,Y,Y,Y,https://www.discountdrugofswansea.com,NO,3/8/06,11/7/08,A,RPH,ANTHONY,RAY,803-568-3251,PARTNER,DISCOUNT DRUG OF SWANSEA,,,BUCK,MR.,III,,,,,,,,,US,United States,LOCATION,DOM,290 WEST THIRD STREET,,SWANSEA,SC,291600985,803-568-3251,803-568-7590,33.7369,-81.10281,census
1831266592,NEW HORIZON PHARMACY #2,1831266592,,767588,ENG,Y,N,Y,N,N,Y,Y,Y,www.newhorizonfhs.org,NO,11/29/06,8/22/20,A,,REGINA,COOK,864-233-1534,CEO,NEW HORIZON PHARMACY #2,,,,,,,,,,,,,,US,United States,LOCATION,DOM,811 PENDLETON ST,SUITE 11,GREENVILLE,SC,296013209,864-751-3200,864-751-3218,34.843178,-82.41619,census
1831289818,H AND M HEALTHCARE INC,1831289818,,71496D,ENG,Y,Y,Y,N,Y,Y,Y,Y,,NO,10/13/06,9/30/20,A,RPH,TAVIA,FOGLE,803-247-2133,OWNER,H AND M HEALTHCARE INC,,,S,,,9/30/20,,,,,,,,US,United States,LOCATION,DOM,6611 SAVANNAH HWY,,NEESES,SC,291079361,803-247-2135,803-247-4335,33.52528,-81.12038,census
1831292374,SOUTH CAROLINA CVS PHARMACY LLC,1831292374,,744554,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,12/6/11,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,1041 YORK ST NE,,AIKEN,SC,298014025,803-649-0521,,33.575367,-81.70424,census
1831292697,SOUTH CAROLINA CVS PHARMACY LLC,1831292697,,711340,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,12/6/11,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,100 REMBERT DENNIS BLVD,,MONCKS CORNER,SC,29461,803-761-8261,,33.187626,-79.996451,osm
1831423326,KRT ENTERPRISES,1831423326,,784138,ENG,Y,N,N,N,Y,Y,Y,Y,https://www.rxmedicinemart.com,NO,9/30/09,9/30/09,A,RPH,KERMIT,TODD,843-248-4609,RPH/OWNER,KRT ENTERPRISES,,,RANDALL,MR.,,,,,,,,,,US,United States,LOCATION,DOM,1401 MAIN ST,,CONWAY,SC,295263568,843-248-4609,843-488-0770,33.847404,-79.054276,census
1831533199,SAMS EAST INC,1831533199,,714647,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.sAsclub.com/sAs/,YES,4/17/13,10/29/13,A,,LAURA,LEVINE,479-204-8550,MANAGER GOVT CONTRACTING,SAMS EAST INC,<UNAVAIL>,WAL-MART STORES INC,,,,,,,,,,,,US,United States,LOCATION,DOM,309 ROLLING HILLS CIR,,EASLEY,SC,296407124,864-644-9012,864-644-9013,34.82802,-82.539696,census
1831615715,WALGREEN CO,1831615715,,717733,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy,YES,8/22/17,3/6/19,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,,,US,United States,LOCATION,DOM,5001 SOCASTEE BLVD,,MYRTLE BEACH,SC,295887339,843-293-6066,843-293-6238,33.68269,-78.99923,census
1841237245,"PRUITTHEALTH PHARMACY SERVICES, INC.",1841237245,,715117,ENG,Y,Y,Y,N,N,Y,Y,Y,www.pruitthealth.com/pharmacy-services,NO,6/2/06,7/9/14,A,,NEIL,PRUITT,770-279-6200,CHAIRMAN AND CEO,"PRUITTHEALTH PHARMACY SERVICES, INC.",,,L,,JR.,,,,,,,,,US,United States,LOCATION,DOM,328 RIVERCHASE WAY,,LEXINGTON,SC,290728010,803-739-4949,803-739-4950,34.020943,-81.13487,census
1841271525,CLINKSCALES DRUGS INC,1841271525,,715070,ENG,Y,Y,Y,N,Y,Y,Y,Y,,NO,11/9/05,1/26/17,A,,EUGENE,CLINKSCALES,864-338-8217,OWNER/PRESIDENT,CLINKSCALES DRUGS INC,,,LESLIE,MR.,,,,,,,,,,US,United States,LOCATION,DOM,727 ANDERSON ST,,BELTON,SC,296272100,864-338-8217,864-338-6935,34.51957,-82.50632,census
1841280625,KEMPSON REXALL DRUGS INC,1841280625,,722091,ENG,Y,Y,N,N,Y,Y,Y,Y,,NO,10/24/05,9/1/20,A,,MARIANNE,SMITH,864-472-2136,PHARMACIST/VICE PRESIDENT,KEMPSON REXALL DRUGS INC,,,,,,9/1/20,,,,,,,,US,United States,LOCATION,DOM,27 N MAIN ST,,INMAN,SC,293491425,864-472-2136,864-472-2136,35.04974,-82.0910556,Google Maps
1841374097,WALGREEN CO,1841374097,,715784,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,10/24/06,4/30/18,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,,,US,United States,LOCATION,DOM,1 THE PKWY,,GREENVILLE,SC,296155026,864-288-9334,,34.86172064,-82.26227551,Google Maps
1841393600,SOUTH CAROLINA CVS PHARMACY LLC,1841393600,,743231,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,12/6/11,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,315 W BUTLER RD,,MAULDIN,SC,296622531,864-288-1847,,34.77723505,-82.31563715,Google Maps
1841393618,SOUTH CAROLINA CVS PHARMACY LLC,1841393618,,745866,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.cvs.com/pharmacy/#/pharmacy,NO,9/7/06,3/1/12,A,,SUSAN,COLBERT,401-770-2751,"DIRECTOR, PAYER RELATIONS",SOUTH CAROLINA CVS PHARMACY LLC,,,,,,,,,,,,,,US,United States,LOCATION,DOM,2410 CHARLESTON HWY,,CAYCE,SC,290331736,803-796-2586,,33.950043,-81.078545,census
1841437266,WALGREEN CO,1841437266,,715766,ENG,Y,N,Y,Y,N/A,Y,Y,Y,https://www.walgreens.com/pharmacy/,YES,1/8/09,9/2/16,A,,ALAN,NIELSEN,847-315-3523,TREASURER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,T.,MR.,,,,,,,,,,US,United States,LOCATION,DOM,7801 GARNERS FERRY RD,,COLUMBIA,SC,292093958,803-647-7638,,33.95628,-80.93025,census
1841716784,WALGREEN CO,1841716784,,717694,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy,YES,8/22/17,4/29/19,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,,,US,United States,LOCATION,DOM,1295 E MAIN ST,,ROCK HILL,SC,297305947,803-324-7563,803-980-6109,34.915882,-81.00469,census
1841717360,WALGREEN CO,1841717360,,717757,ENG,Y,N,N,Y,Y,Y,Y,Y,https://www.riteaid.com/pharmacy,YES,8/25/17,1/24/19,A,,ALYSSA,SWEETEN,217-709-2386,MANAGER,WALGREEN CO,<UNAVAIL>,WALGREENS BOOTS ALLIANCE INC,,,,,,,,,,,,US,United States,LOCATION,DOM,4730 FOREST DR,,COLUMBIA,SC,292063109,803-787-7362,803-787-7362,34.01979006,-80.9680655,Google Maps
1841801669,CHRISTMAS PHARMACY LLC,1841801669,,7Z1115,ENG,Y,Y,Y,Y,Y,Y,Y,Y,,NO,8/14/20,8/14/20,A,,STEVE,CHRISTMAS,803-983-6297,SOLE PROPRIETOR,CHRISTMAS PHARMACY LLC,,,LESSANE,,,8/14/20,,,,,,,,US,United States,LOCATION,DOM,1229 ALICE DR # B,,SUMTER,SC,291501970,803-795-4324,,33.952007,-80.38733,census
1851318026,WAL-MART STORES EAST LP,1851318026,,786150,ENG,Y,N,Y,N,Y,Y,Y,Y,https://www.walmart.com/cp/pharmacy/5431,NO,7/16/06,2/16/17,A,,SARAH,LITTLE,479-277-2500,DIRECTOR OF HEALTHCARE CONTRACTING,WAL-MART STORES EAST LP,,,,,,,,,,,,,,US,United States,LOCATION,DOM,9 BENTON RD,,TRAVELERS REST,SC,296902168,864-834-9224,,34.961994,-82.4321,census
